"Office","State","RaceDate","CensusPop","Area","AreaType","TotalVotes","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","OtherVotes","PluralityVotes","PluralityParty","RepVotesTotalPercent","DemVotesTotalPercent","ThirdVotesTotalPercent","OtherVotesTotalPercent","RepVotesMajorPercent","DemVotesMajorPercent","RaceNotes","TitleNotes","OtherNotes"
"President","Alabama","19881108","N/A","ETOWAH","County","35,891","17,828","Bush, George H.","Challenger","17,762","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","301","66","R","49.67","49.49",".00",".84","50.09","49.91",NA,NA,NA
"President","Alabama","19881108","N/A","FAYETTE","County","7,557","4,338","Bush, George H.","Challenger","3,186","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","33","1,152","R","57.40","42.16",".00",".44","57.66","42.34",NA,NA,NA
"President","Alabama","19881108","N/A","FRANKLIN","County","10,241","5,146","Bush, George H.","Challenger","4,961","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","134","185","R","50.25","48.44",".00","1.31","50.92","49.08",NA,NA,NA
"President","Alabama","19881108","N/A","GENEVA","County","8,472","5,703","Bush, George H.","Challenger","2,685","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","84","3,018","R","67.32","31.69",".00",".99","67.99","32.01",NA,NA,NA
"President","Alabama","19881108","N/A","GREENE","County","4,377","1,048","Bush, George H.","Challenger","3,295","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","34","2,247","D","23.94","75.28",".00",".78","24.13","75.87",NA,NA,NA
"President","Alabama","19881108","N/A","HALE","County","5,652","2,414","Bush, George H.","Challenger","3,187","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","51","773","D","42.71","56.39",".00",".90","43.10","56.90",NA,NA,NA
"President","Alabama","19881108","N/A","HENRY","County","5,844","3,613","Bush, George H.","Challenger","2,206","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","25","1,407","R","61.82","37.75",".00",".43","62.09","37.91",NA,NA,NA
"President","Alabama","19881108","N/A","HOUSTON","County","27,061","19,989","Bush, George H.","Challenger","7,001","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","71","12,988","R","73.87","25.87",".00",".26","74.06","25.94",NA,NA,NA
"President","Alabama","19881108","N/A","JACKSON","County","13,671","6,090","Bush, George H.","Challenger","7,418","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","163","1,328","D","44.55","54.26",".00","1.19","45.08","54.92",NA,NA,NA
"President","Alabama","19881108","N/A","JEFFERSON","County","258,062","148,879","Bush, George H.","Challenger","107,766","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","1,417","41,113","R","57.69","41.76",".00",".55","58.01","41.99",NA,NA,NA
"President","Alabama","19881108","N/A","LAMAR","County","5,499","3,214","Bush, George H.","Challenger","2,274","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","11","940","R","58.45","41.35",".00",".20","58.56","41.44",NA,NA,NA
"President","Alabama","19881108","N/A","LAUDERDALE","County","26,190","12,942","Bush, George H.","Challenger","12,862","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","386","80","R","49.42","49.11",".00","1.47","50.16","49.84",NA,NA,NA
"President","Alabama","19881108","N/A","LAWRENCE","County","8,417","3,616","Bush, George H.","Challenger","4,646","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","155","1,030","D","42.96","55.20",".00","1.84","43.77","56.23",NA,NA,NA
"President","Alabama","19881108","N/A","LEE","County","26,685","17,180","Bush, George H.","Challenger","9,078","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","427","8,102","R","64.38","34.02",".00","1.60","65.43","34.57",NA,NA,NA
"President","Alabama","19881108","N/A","LIMESTONE","County","14,760","9,086","Bush, George H.","Challenger","5,455","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","219","3,631","R","61.56","36.96",".00","1.48","62.49","37.51",NA,NA,NA
"President","Alabama","19881108","N/A","LOWNDES","County","4,776","1,405","Bush, George H.","Challenger","3,328","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","43","1,923","D","29.42","69.68",".00",".90","29.69","70.31",NA,NA,NA
"President","Alabama","19881108","N/A","MACON","County","7,756","1,304","Bush, George H.","Challenger","6,351","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","101","5,047","D","16.81","81.88",".00","1.30","17.03","82.97",NA,NA,NA
"President","Alabama","19881108","N/A","MADISON","County","79,894","53,575","Bush, George H.","Challenger","25,800","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","519","27,775","R","67.06","32.29",".00",".65","67.50","32.50",NA,NA,NA
"President","Alabama","19881108","N/A","MARENGO","County","8,725","4,241","Bush, George H.","Challenger","4,402","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","82","161","D","48.61","50.45",".00",".94","49.07","50.93",NA,NA,NA
"President","Alabama","19881108","N/A","MARION","County","10,497","5,955","Bush, George H.","Challenger","4,505","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","37","1,450","R","56.73","42.92",".00",".35","56.93","43.07",NA,NA,NA
"President","Alabama","19881108","N/A","MARSHALL","County","19,947","12,148","Bush, George H.","Challenger","7,357","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","442","4,791","R","60.90","36.88",".00","2.22","62.28","37.72",NA,NA,NA
"President","Alabama","19881108","N/A","MOBILE","County","118,688","72,203","Bush, George H.","Challenger","45,524","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","961","26,679","R","60.83","38.36",".00",".81","61.33","38.67",NA,NA,NA
"President","Alabama","19881108","N/A","MONROE","County","8,954","5,379","Bush, George H.","Challenger","3,509","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","66","1,870","R","60.07","39.19",".00",".74","60.52","39.48",NA,NA,NA
"President","Alabama","19881108","N/A","MONTGOMERY","County","70,482","41,131","Bush, George H.","Challenger","28,709","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","642","12,422","R","58.36","40.73",".00",".91","58.89","41.11",NA,NA,NA
"President","Alabama","19881108","N/A","MORGAN","County","29,407","18,679","Bush, George H.","Challenger","10,594","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","134","8,085","R","63.52","36.03",".00",".46","63.81","36.19",NA,NA,NA
"President","Alabama","19881108","N/A","PERRY","County","5,758","2,107","Bush, George H.","Challenger","3,574","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","77","1,467","D","36.59","62.07",".00","1.34","37.09","62.91",NA,NA,NA
"President","Alabama","19881108","N/A","PICKENS","County","6,982","3,851","Bush, George H.","Challenger","3,107","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","24","744","R","55.16","44.50",".00",".34","55.35","44.65",NA,NA,NA
"President","Alabama","19881108","N/A","PIKE","County","9,822","5,897","Bush, George H.","Challenger","3,813","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","112","2,084","R","60.04","38.82",".00","1.14","60.73","39.27",NA,NA,NA
"President","Alabama","19881108","N/A","RANDOLPH","County","7,224","4,625","Bush, George H.","Challenger","2,462","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","137","2,163","R","64.02","34.08",".00","1.90","65.26","34.74",NA,NA,NA
"President","Alabama","19881108","N/A","RUSSELL","County","13,087","6,333","Bush, George H.","Challenger","6,589","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","165","256","D","48.39","50.35",".00","1.26","49.01","50.99",NA,NA,NA
"President","Alabama","19881108","N/A","SHELBY","County","34,314","27,052","Bush, George H.","Challenger","7,138","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","124","19,914","R","78.84","20.80",".00",".36","79.12","20.88",NA,NA,NA
"President","Alabama","19881108","N/A","ST. CLAIR","County","14,997","10,604","Bush, George H.","Challenger","4,335","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","58","6,269","R","70.71","28.91",".00",".39","70.98","29.02",NA,NA,NA
"President","Alabama","19881108","N/A","SUMTER","County","6,635","2,212","Bush, George H.","Challenger","4,390","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","33","2,178","D","33.34","66.16",".00",".50","33.50","66.50",NA,NA,NA
"President","Alabama","19881108","N/A","TALLADEGA","County","21,507","12,973","Bush, George H.","Challenger","8,291","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","243","4,682","R","60.32","38.55",".00","1.13","61.01","38.99",NA,NA,NA
"President","Alabama","19881108","N/A","TALLAPOOSA","County","13,298","8,502","Bush, George H.","Challenger","4,598","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","198","3,904","R","63.93","34.58",".00","1.49","64.90","35.10",NA,NA,NA
"President","Alabama","19881108","N/A","TUSCALOOSA","County","45,758","27,396","Bush, George H.","Challenger","18,166","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","196","9,230","R","59.87","39.70",".00",".43","60.13","39.87",NA,NA,NA
"President","Alabama","19881108","N/A","WALKER","County","22,700","11,011","Bush, George H.","Challenger","11,338","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","351","327","D","48.51","49.95",".00","1.55","49.27","50.73",NA,NA,NA
"President","Alabama","19881108","N/A","WASHINGTON","County","7,164","3,741","Bush, George H.","Challenger","3,402","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","21","339","R","52.22","47.49",".00",".29","52.37","47.63",NA,NA,NA
"President","Alabama","19881108","N/A","WILCOX","County","5,118","1,739","Bush, George H.","Challenger","3,369","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","10","1,630","D","33.98","65.83",".00",".20","34.04","65.96",NA,NA,NA
"President","Alabama","19881108","N/A","WINSTON","County","9,225","6,235","Bush, George H.","Challenger","2,954","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","36","3,281","R","67.59","32.02",".00",".39","67.85","32.15",NA,NA,NA
"President","Arizona","19881108","N/A","APACHE","County","14,544","5,347","Bush, George H.","Challenger","8,944","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","253","3,597","D","36.76","61.50",".00","1.74","37.42","62.58",NA,NA,NA
"President","Arizona","19881108","N/A","COCHISE","County","28,050","15,815","Bush, George H.","Challenger","11,812","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","423","4,003","R","56.38","42.11",".00","1.51","57.24","42.76",NA,NA,NA
"President","Arizona","19881108","N/A","COCONINO","County","32,140","16,649","Bush, George H.","Challenger","14,660","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","831","1,989","R","51.80","45.61",".00","2.59","53.18","46.82",NA,NA,NA
"President","Arizona","19881108","N/A","GILA","County","15,299","7,861","Bush, George H.","Challenger","7,147","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","291","714","R","51.38","46.72",".00","1.90","52.38","47.62",NA,NA,NA
"President","Arizona","19881108","N/A","GRAHAM","County","8,652","5,120","Bush, George H.","Challenger","3,407","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","125","1,713","R","59.18","39.38",".00","1.44","60.04","39.96",NA,NA,NA
"President","Arizona","19881108","N/A","GREENLEE","County","3,302","1,526","Bush, George H.","Challenger","1,733","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","43","207","D","46.21","52.48",".00","1.30","46.82","53.18",NA,NA,NA
"President","Arizona","19881108","N/A","LA PAZ","County","4,376","2,562","Bush, George H.","Challenger","1,746","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","68","816","R","58.55","39.90",".00","1.55","59.47","40.53",NA,NA,NA
"President","Arizona","19881108","N/A","MARICOPA","County","681,518","442,337","Bush, George H.","Challenger","230,952","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","8,229","211,385","R","64.90","33.89",".00","1.21","65.70","34.30",NA,NA,NA
"President","Arizona","19881108","N/A","MOHAVE","County","28,286","17,651","Bush, George H.","Challenger","10,197","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","438","7,454","R","62.40","36.05",".00","1.55","63.38","36.62",NA,NA,NA
"President","Arizona","19881108","N/A","NAVAJO","County","19,677","10,393","Bush, George H.","Challenger","9,023","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","261","1,370","R","52.82","45.86",".00","1.33","53.53","46.47",NA,NA,NA
"President","Arizona","19881108","N/A","PIMA","County","234,473","117,899","Bush, George H.","Challenger","113,824","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","2,750","4,075","R","50.28","48.54",".00","1.17","50.88","49.12",NA,NA,NA
"President","Arizona","19881108","N/A","PINAL","County","29,180","14,966","Bush, George H.","Challenger","13,850","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","364","1,116","R","51.29","47.46",".00","1.25","51.94","48.06",NA,NA,NA
"President","Arizona","19881108","N/A","SANTA CRUZ","County","6,690","3,320","Bush, George H.","Challenger","3,268","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","102","52","R","49.63","48.85",".00","1.52","50.39","49.61",NA,NA,NA
"President","Arizona","19881108","N/A","YAVAPAI","County","43,206","27,842","Bush, George H.","Challenger","14,514","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","850","13,328","R","64.44","33.59",".00","1.97","65.73","34.27",NA,NA,NA
"President","Arizona","19881108","N/A","YUMA","County","22,480","13,253","Bush, George H.","Challenger","8,952","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","275","4,301","R","58.95","39.82",".00","1.22","59.68","40.32",NA,NA,NA
"President","Arkansas","19881108","N/A","ARKANSAS","County","7,205","4,007","Bush, George H.","Challenger","3,075","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","123","932","R","55.61","42.68",".00","1.71","56.58","43.42",NA,NA,NA
"President","Arkansas","19881108","N/A","ASHLEY","County","8,659","4,111","Bush, George H.","Challenger","4,466","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","82","355","D","47.48","51.58",".00",".95","47.93","52.07",NA,NA,NA
"President","Arkansas","19881108","N/A","BAXTER","County","13,597","8,614","Bush, George H.","Challenger","4,808","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","175","3,806","R","63.35","35.36",".00","1.29","64.18","35.82",NA,NA,NA
"President","Arkansas","19881108","N/A","BENTON","County","34,110","24,295","Bush, George H.","Challenger","9,399","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","416","14,896","R","71.23","27.55",".00","1.22","72.10","27.90",NA,NA,NA
"President","Arkansas","19881108","N/A","BOONE","County","11,816","7,567","Bush, George H.","Challenger","3,998","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","251","3,569","R","64.04","33.84",".00","2.12","65.43","34.57",NA,NA,NA
"President","Arkansas","19881108","N/A","BRADLEY","County","4,269","2,089","Bush, George H.","Challenger","2,167","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","13","78","D","48.93","50.76",".00",".30","49.08","50.92",NA,NA,NA
"President","Arkansas","19881108","N/A","CALHOUN","County","2,344","1,316","Bush, George H.","Challenger","1,024","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","4","292","R","56.14","43.69",".00",".17","56.24","43.76",NA,NA,NA
"President","Arkansas","19881108","N/A","CARROLL","County","7,253","4,553","Bush, George H.","Challenger","2,632","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","68","1,921","R","62.77","36.29",".00",".94","63.37","36.63",NA,NA,NA
"President","Arkansas","19881108","N/A","CHICOT","County","4,346","1,901","Bush, George H.","Challenger","2,426","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","19","525","D","43.74","55.82",".00",".44","43.93","56.07",NA,NA,NA
"President","Arkansas","19881108","N/A","CLARK","County","8,130","3,389","Bush, George H.","Challenger","4,675","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","66","1,286","D","41.69","57.50",".00",".81","42.03","57.97",NA,NA,NA
"President","Arkansas","19881108","N/A","CLAY","County","6,240","2,766","Bush, George H.","Challenger","3,442","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","32","676","D","44.33","55.16",".00",".51","44.56","55.44",NA,NA,NA
"President","Arkansas","19881108","N/A","CLEBURNE","County","8,381","4,932","Bush, George H.","Challenger","3,404","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","45","1,528","R","58.85","40.62",".00",".54","59.17","40.83",NA,NA,NA
"President","Arkansas","19881108","N/A","CLEVELAND","County","2,881","1,462","Bush, George H.","Challenger","1,404","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","15","58","R","50.75","48.73",".00",".52","51.01","48.99",NA,NA,NA
"President","Arkansas","19881108","N/A","COLUMBIA","County","9,802","5,810","Bush, George H.","Challenger","3,706","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","286","2,104","R","59.27","37.81",".00","2.92","61.06","38.94",NA,NA,NA
"President","Arkansas","19881108","N/A","CONWAY","County","8,239","4,066","Bush, George H.","Challenger","4,134","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","39","68","D","49.35","50.18",".00",".47","49.59","50.41",NA,NA,NA
"President","Arkansas","19881108","N/A","CRAIGHEAD","County","21,615","11,887","Bush, George H.","Challenger","9,083","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","645","2,804","R","54.99","42.02",".00","2.98","56.69","43.31",NA,NA,NA
"President","Arkansas","19881108","N/A","CRAWFORD","County","12,832","9,092","Bush, George H.","Challenger","3,582","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","158","5,510","R","70.85","27.91",".00","1.23","71.74","28.26",NA,NA,NA
"President","Arkansas","19881108","N/A","CRITTENDEN","County","14,384","7,441","Bush, George H.","Challenger","6,702","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","241","739","R","51.73","46.59",".00","1.68","52.61","47.39",NA,NA,NA
"President","Arkansas","19881108","N/A","CROSS","County","6,212","3,186","Bush, George H.","Challenger","2,989","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","37","197","R","51.29","48.12",".00",".60","51.60","48.40",NA,NA,NA
"President","Arkansas","19881108","N/A","DALLAS","County","3,958","1,947","Bush, George H.","Challenger","1,990","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","21","43","D","49.19","50.28",".00",".53","49.45","50.55",NA,NA,NA
"President","Arkansas","19881108","N/A","DESHA","County","5,435","2,334","Bush, George H.","Challenger","2,859","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","242","525","D","42.94","52.60",".00","4.45","44.95","55.05",NA,NA,NA
"President","Arkansas","19881108","N/A","DREW","County","5,620","2,995","Bush, George H.","Challenger","2,578","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","47","417","R","53.29","45.87",".00",".84","53.74","46.26",NA,NA,NA
"President","Arkansas","19881108","N/A","FAULKNER","County","18,279","10,678","Bush, George H.","Challenger","7,302","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","299","3,376","R","58.42","39.95",".00","1.64","59.39","40.61",NA,NA,NA
"President","Arkansas","19881108","N/A","FRANKLIN","County","6,089","3,588","Bush, George H.","Challenger","2,458","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","43","1,130","R","58.93","40.37",".00",".71","59.35","40.65",NA,NA,NA
"President","Arkansas","19881108","N/A","FULTON","County","3,957","1,918","Bush, George H.","Challenger","2,018","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","21","100","D","48.47","51.00",".00",".53","48.73","51.27",NA,NA,NA
"President","Arkansas","19881108","N/A","GARLAND","County","31,642","19,281","Bush, George H.","Challenger","11,406","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","955","7,875","R","60.93","36.05",".00","3.02","62.83","37.17",NA,NA,NA
"President","Arkansas","19881108","N/A","GRANT","County","4,904","2,717","Bush, George H.","Challenger","2,142","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","45","575","R","55.40","43.68",".00",".92","55.92","44.08",NA,NA,NA
"President","Arkansas","19881108","N/A","GREENE","County","10,310","5,161","Bush, George H.","Challenger","5,065","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","84","96","R","50.06","49.13",".00",".81","50.47","49.53",NA,NA,NA
"President","Arkansas","19881108","N/A","HEMPSTEAD","County","7,799","3,938","Bush, George H.","Challenger","3,841","Dukakis, Michael S.","Challenger","N/A","N/A","N/A","N/A","20","97","R","50.49","49.25",".00",".26","50.62","49.38",NA,NA,NA
