"state","total_votes","rep_votes","dem_votes","third_votes","other_votes","year","county"
"Louisiana",4680,0.3524,0.5043,0.1209,0.0224,1992,"red river"
"Louisiana",8903,0.4277,0.4163,0.1184,0.0376,1992,"richland"
"Louisiana",9348,0.3836,0.4464,0.1304,0.0396,1992,"sabine"
"Louisiana",32938,0.4897,0.3736,0.1308,0.0059,1992,"st. bernard"
"Louisiana",20877,0.4387,0.422,0.1242,0.0151,1992,"st. charles"
"Louisiana",5618,0.2697,0.608,0.1048,0.0174,1992,"st. helena"
"Louisiana",11186,0.2985,0.5908,0.0888,0.0219,1992,"st. james"
"Louisiana",17851,0.377,0.5029,0.1077,0.0124,1992,"st. john the baptist"
"Louisiana",36815,0.3227,0.5537,0.1159,0.0077,1992,"st. landry"
"Louisiana",20426,0.2893,0.5509,0.126,0.0339,1992,"st. martin"
"Louisiana",23440,0.3751,0.4543,0.139,0.0317,1992,"st. mary"
"Louisiana",66921,0.5654,0.2949,0.1346,0.0051,1992,"st. tammany"
"Louisiana",34245,0.4126,0.4437,0.1347,0.0091,1992,"tangipahoa"
"Louisiana",3266,0.353,0.5101,0.1081,0.0288,1992,"tensas"
"Louisiana",34664,0.423,0.3844,0.1588,0.0338,1992,"terrebonne"
"Louisiana",10069,0.4404,0.3978,0.1201,0.0418,1992,"union"
"Louisiana",23444,0.3012,0.5257,0.1334,0.0397,1992,"vermilion"
"Louisiana",14767,0.4004,0.4066,0.1566,0.0364,1992,"vernon"
"Louisiana",18753,0.3854,0.485,0.1228,0.0068,1992,"washington"
"Louisiana",18264,0.3636,0.4588,0.1439,0.0337,1992,"webster"
"Louisiana",9976,0.353,0.5143,0.1252,0.0074,1992,"west baton rouge"
"Louisiana",5120,0.4066,0.4039,0.1506,0.0389,1992,"west carroll"
"Louisiana",4374,0.3432,0.5322,0.118,0.0066,1992,"west feliciana"
"Louisiana",7549,0.3884,0.4685,0.1117,0.0314,1992,"winn"
"Louisiana",23110,0.4898,0.4981,0,0.0122,1988,"acadia"
"Louisiana",8989,0.4087,0.5789,0,0.0123,1988,"allen"
"Louisiana",23240,0.4615,0.5227,0,0.0158,1988,"ascension"
"Louisiana",9995,0.4019,0.5613,0,0.0368,1988,"assumption"
"Louisiana",15600,0.491,0.4713,0,0.0377,1988,"avoyelles"
"Louisiana",11284,0.573,0.4169,0,0.0101,1988,"beauregard"
"Louisiana",7537,0.4883,0.4916,0,0.0202,1988,"bienville"
"Louisiana",30085,0.6916,0.3003,0,0.0081,1988,"bossier"
"Louisiana",94402,0.5773,0.4153,0,0.0074,1988,"caddo"
"Louisiana",64100,0.4625,0.5294,0,0.0081,1988,"calcasieu"
"Louisiana",4559,0.6574,0.3121,0,0.0305,1988,"caldwell"
"Louisiana",4070,0.4361,0.5545,0,0.0093,1988,"cameron"
"Louisiana",4950,0.5782,0.3871,0,0.0347,1988,"catahoula"
"Louisiana",7007,0.536,0.4507,0,0.0133,1988,"claiborne"
"Louisiana",8761,0.5749,0.395,0,0.03,1988,"concordia"
"Louisiana",10516,0.4776,0.5103,0,0.0122,1988,"de soto"
"Louisiana",147584,0.5881,0.4016,0,0.0103,1988,"east baton rouge"
"Louisiana",3460,0.4439,0.5228,0,0.0332,1988,"east carroll"
"Louisiana",7349,0.4799,0.4979,0,0.0222,1988,"east feliciana"
"Louisiana",15400,0.4829,0.4995,0,0.0175,1988,"evangeline"
"Louisiana",8876,0.6219,0.3428,0,0.0353,1988,"franklin"
"Louisiana",7245,0.6076,0.3627,0,0.0297,1988,"grant"
"Louisiana",28331,0.5449,0.4294,0,0.0257,1988,"iberia"
"Louisiana",14836,0.3946,0.5849,0,0.0204,1988,"iberville"
"Louisiana",7249,0.5864,0.3921,0,0.0215,1988,"jackson"
"Louisiana",166370,0.6668,0.3188,0,0.0144,1988,"jefferson"
"Louisiana",12791,0.4574,0.5315,0,0.011,1988,"jefferson davis"
"Louisiana",6359,0.7169,0.2551,0,0.028,1988,"la salle"
"Louisiana",61658,0.5944,0.3914,0,0.0142,1988,"lafayette"
"Louisiana",32179,0.5019,0.4665,0,0.0315,1988,"lafourche"
"Louisiana",14657,0.604,0.3703,0,0.0257,1988,"lincoln"
"Louisiana",25743,0.6129,0.3752,0,0.0118,1988,"livingston"
"Louisiana",4911,0.4753,0.492,0,0.0328,1988,"madison"
"Louisiana",12140,0.6042,0.3703,0,0.0255,1988,"morehouse"
"Louisiana",13733,0.526,0.4479,0,0.0261,1988,"natchitoches"
"Louisiana",183800,0.3524,0.6358,0,0.0119,1988,"orleans"
"Louisiana",50292,0.6732,0.3068,0,0.02,1988,"ouachita"
"Louisiana",10293,0.5911,0.3883,0,0.0206,1988,"plaquemines"
"Louisiana",10930,0.3964,0.5771,0,0.0264,1988,"pointe coupee"
"Louisiana",48891,0.6131,0.3667,0,0.0202,1988,"rapides"
"Louisiana",4586,0.4941,0.4915,0,0.0144,1988,"red river"
"Louisiana",8315,0.6285,0.3407,0,0.0308,1988,"richland"
"Louisiana",8541,0.5581,0.4135,0,0.0283,1988,"sabine"
"Louisiana",31736,0.6179,0.3594,0,0.0227,1988,"st. bernard"
"Louisiana",17995,0.5382,0.4431,0,0.0187,1988,"st. charles"
"Louisiana",5153,0.3893,0.5847,0,0.026,1988,"st. helena"
"Louisiana",10719,0.3544,0.6257,0,0.0199,1988,"st. james"
"Louisiana",16219,0.4602,0.5158,0,0.024,1988,"st. john the baptist"
"Louisiana",35457,0.4453,0.5384,0,0.0162,1988,"st. landry"
"Louisiana",18129,0.416,0.5598,0,0.0243,1988,"st. martin"
"Louisiana",22318,0.5171,0.4644,0,0.0186,1988,"st. mary"
"Louisiana",54823,0.6992,0.2852,0,0.0155,1988,"st. tammany"
"Louisiana",30688,0.5432,0.4408,0,0.016,1988,"tangipahoa"
"Louisiana",3290,0.5,0.4729,0,0.0271,1988,"tensas"
"Louisiana",32212,0.5819,0.3938,0,0.0242,1988,"terrebonne"
"Louisiana",9369,0.6297,0.3426,0,0.0276,1988,"union"
"Louisiana",21966,0.4199,0.5545,0,0.0256,1988,"vermilion"
"Louisiana",12761,0.584,0.3917,0,0.0243,1988,"vernon"
"Louisiana",18094,0.5181,0.4625,0,0.0194,1988,"washington"
"Louisiana",17805,0.5731,0.4175,0,0.0094,1988,"webster"
"Louisiana",8801,0.4513,0.5324,0,0.0162,1988,"west baton rouge"
"Louisiana",4797,0.6414,0.335,0,0.0236,1988,"west carroll"
"Louisiana",4089,0.4534,0.5248,0,0.0218,1988,"west feliciana"
"Louisiana",7057,0.5902,0.3825,0,0.0273,1988,"winn"
"Louisiana",24602,0.6059,0.3765,0,0.0176,1984,"acadia"
"Louisiana",9382,0.4769,0.5161,0,0.007,1984,"allen"
"Louisiana",23170,0.5155,0.4768,0,0.0076,1984,"ascension"
"Louisiana",10363,0.5243,0.4497,0,0.0261,1984,"assumption"
"Louisiana",16673,0.5639,0.4083,0,0.0278,1984,"avoyelles"
"Louisiana",11648,0.6313,0.3605,0,0.0082,1984,"beauregard"
"Louisiana",8226,0.5576,0.4291,0,0.0133,1984,"bienville"
"Louisiana",29782,0.7601,0.2352,0,0.0046,1984,"bossier"
"Louisiana",99601,0.6368,0.3587,0,0.0045,1984,"caddo"
"Louisiana",69210,0.5139,0.4799,0,0.0062,1984,"calcasieu"
"Louisiana",4819,0.6933,0.2797,0,0.027,1984,"caldwell"
"Louisiana",3906,0.5799,0.4117,0,0.0084,1984,"cameron"
"Louisiana",5391,0.6752,0.3059,0,0.0189,1984,"catahoula"
"Louisiana",7214,0.6029,0.3865,0,0.0107,1984,"claiborne"
"Louisiana",9692,0.6373,0.3438,0,0.0189,1984,"concordia"
"Louisiana",10739,0.5577,0.4323,0,0.0101,1984,"de soto"
"Louisiana",153268,0.6244,0.3698,0,0.0058,1984,"east baton rouge"
"Louisiana",4132,0.4777,0.5056,0,0.0167,1984,"east carroll"
"Louisiana",8401,0.4959,0.4907,0,0.0135,1984,"east feliciana"
"Louisiana",15844,0.5478,0.4406,0,0.0116,1984,"evangeline"
"Louisiana",9894,0.678,0.2968,0,0.0252,1984,"franklin"
"Louisiana",8097,0.6588,0.3196,0,0.0216,1984,"grant"
"Louisiana",28526,0.6214,0.3565,0,0.0221,1984,"iberia"
"Louisiana",15159,0.4258,0.5665,0,0.0077,1984,"iberville"
"Louisiana",7761,0.6486,0.3309,0,0.0205,1984,"jackson"
"Louisiana",166023,0.7469,0.2481,0,0.0051,1984,"jefferson"
"Louisiana",14464,0.5736,0.4122,0,0.0142,1984,"jefferson davis"
"Louisiana",6875,0.786,0.1917,0,0.0223,1984,"la salle"
"Louisiana",64458,0.688,0.2989,0,0.0132,1984,"lafayette"
"Louisiana",32005,0.654,0.3183,0,0.0278,1984,"lafourche"
"Louisiana",14701,0.6181,0.3695,0,0.0124,1984,"lincoln"
"Louisiana",26576,0.6572,0.3354,0,0.0075,1984,"livingston"
"Louisiana",5864,0.4858,0.4956,0,0.0186,1984,"madison"
"Louisiana",13685,0.6273,0.3529,0,0.0198,1984,"morehouse"
"Louisiana",14978,0.5899,0.3876,0,0.0224,1984,"natchitoches"
"Louisiana",206956,0.4171,0.5773,0,0.0056,1984,"orleans"
"Louisiana",53574,0.6957,0.2898,0,0.0145,1984,"ouachita"
"Louisiana",10977,0.6974,0.2971,0,0.0056,1984,"plaquemines"
"Louisiana",12287,0.4458,0.5479,0,0.0063,1984,"pointe coupee"
"Louisiana",49963,0.6581,0.3227,0,0.0193,1984,"rapides"
"Louisiana",5067,0.6039,0.3864,0,0.0097,1984,"red river"
"Louisiana",9083,0.6584,0.3213,0,0.0204,1984,"richland"
"Louisiana",9500,0.6626,0.3137,0,0.0237,1984,"sabine"
"Louisiana",32657,0.748,0.2473,0,0.0047,1984,"st. bernard"
"Louisiana",17082,0.5962,0.3971,0,0.0066,1984,"st. charles"
"Louisiana",5435,0.4353,0.5439,0,0.0208,1984,"st. helena"
"Louisiana",10735,0.431,0.5579,0,0.0111,1984,"st. james"
"Louisiana",16851,0.5396,0.4537,0,0.0066,1984,"st. john the baptist"
"Louisiana",37223,0.5119,0.4822,0,0.0059,1984,"st. landry"
"Louisiana",18591,0.5217,0.462,0,0.0164,1984,"st. martin"
"Louisiana",24974,0.6116,0.3768,0,0.0115,1984,"st. mary"
"Louisiana",50775,0.7615,0.2308,0,0.0077,1984,"st. tammany"
"Louisiana",32579,0.601,0.3929,0,0.0061,1984,"tangipahoa"
"Louisiana",3655,0.5352,0.4454,0,0.0194,1984,"tensas"
"Louisiana",34089,0.6951,0.2828,0,0.0221,1984,"terrebonne"
"Louisiana",9723,0.6773,0.2999,0,0.0228,1984,"union"
"Louisiana",22378,0.5685,0.4037,0,0.0279,1984,"vermilion"
"Louisiana",13369,0.6758,0.3049,0,0.0193,1984,"vernon"
"Louisiana",18988,0.5891,0.4045,0,0.0065,1984,"washington"
"Louisiana",18677,0.6454,0.3485,0,0.0061,1984,"webster"
"Louisiana",8883,0.4716,0.5213,0,0.0071,1984,"west baton rouge"
"Louisiana",5469,0.7084,0.2695,0,0.0221,1984,"west carroll"
"Louisiana",4426,0.4738,0.5188,0,0.0075,1984,"west feliciana"
"Louisiana",7727,0.6385,0.3408,0,0.0207,1984,"winn"
"Louisiana",22100,0.5219,0.4501,0,0.028,1980,"acadia"
"Louisiana",9564,0.348,0.6333,0,0.0187,1980,"allen"
"Louisiana",20200,0.3583,0.6129,0,0.0288,1980,"ascension"
"Louisiana",9073,0.441,0.5157,0,0.0433,1980,"assumption"
"Louisiana",16071,0.5112,0.4464,0,0.0424,1980,"avoyelles"
"Louisiana",11059,0.4747,0.5024,0,0.0229,1980,"beauregard"
"Louisiana",7770,0.4515,0.5306,0,0.0179,1980,"bienville"
"Louisiana",26339,0.627,0.356,0,0.017,1980,"bossier"
"Louisiana",89184,0.5741,0.4084,0,0.0175,1980,"caddo"
"Louisiana",64859,0.4255,0.5465,0,0.028,1980,"calcasieu"
"Louisiana",4581,0.5791,0.3899,0,0.031,1980,"caldwell"
"Louisiana",3798,0.3815,0.5848,0,0.0337,1980,"cameron"
"Louisiana",5531,0.5319,0.4364,0,0.0316,1980,"catahoula"
"Louisiana",7074,0.5001,0.4867,0,0.0131,1980,"claiborne"
"Louisiana",9102,0.542,0.4346,0,0.0234,1980,"concordia"
"Louisiana",10327,0.4211,0.5675,0,0.0113,1980,"de soto"
"Louisiana",133168,0.5336,0.4313,0,0.035,1980,"east baton rouge"
"Louisiana",4231,0.4413,0.5396,0,0.0191,1980,"east carroll"
"Louisiana",6873,0.3856,0.5868,0,0.0276,1980,"east feliciana"
"Louisiana",14461,0.5126,0.4648,0,0.0226,1980,"evangeline"
"Louisiana",9748,0.5438,0.4285,0,0.0277,1980,"franklin"
"Louisiana",7148,0.5052,0.4603,0,0.0346,1980,"grant"
"Louisiana",25028,0.5703,0.3868,0,0.0429,1980,"iberia"
"Louisiana",14135,0.3157,0.6623,0,0.022,1980,"iberville"
"Louisiana",7730,0.5075,0.4669,0,0.0256,1980,"jackson"
"Louisiana",155111,0.6409,0.328,0,0.0312,1980,"jefferson"
"Louisiana",12127,0.4673,0.5063,0,0.0264,1980,"jefferson davis"
"Louisiana",6634,0.5716,0.4017,0,0.0267,1980,"la salle"
"Louisiana",53526,0.5872,0.3679,0,0.0449,1980,"lafayette"
"Louisiana",30818,0.4851,0.4615,0,0.0534,1980,"lafourche"
"Louisiana",13470,0.5579,0.4156,0,0.0265,1980,"lincoln"
"Louisiana",22609,0.4718,0.5006,0,0.0276,1980,"livingston"
"Louisiana",5928,0.427,0.5506,0,0.0224,1980,"madison"
"Louisiana",12397,0.5851,0.3917,0,0.0232,1980,"morehouse"
"Louisiana",14189,0.4699,0.5005,0,0.0295,1980,"natchitoches"
"Louisiana",187904,0.3954,0.5687,0,0.0359,1980,"orleans"
"Louisiana",47314,0.6298,0.3446,0,0.0256,1980,"ouachita"
"Louisiana",10079,0.5446,0.4284,0,0.027,1980,"plaquemines"
"Louisiana",10263,0.3573,0.6231,0,0.0196,1980,"pointe coupee"
"Louisiana",46302,0.5524,0.4198,0,0.0279,1980,"rapides"
"Louisiana",4986,0.4306,0.5568,0,0.0126,1980,"red river"
"Louisiana",8744,0.5457,0.4283,0,0.026,1980,"richland"
"Louisiana",9585,0.445,0.5321,0,0.023,1980,"sabine"
"Louisiana",32065,0.6053,0.3545,0,0.0402,1980,"st. bernard"
"Louisiana",15123,0.4483,0.5223,0,0.0295,1980,"st. charles"
"Louisiana",4852,0.3155,0.656,0,0.0284,1980,"st. helena"
"Louisiana",9824,0.349,0.6317,0,0.0192,1980,"st. james"
"Louisiana",13861,0.4198,0.5517,0,0.0285,1980,"st. john the baptist"
"Louisiana",32678,0.4572,0.5241,0,0.0188,1980,"st. landry"
"Louisiana",15040,0.4455,0.516,0,0.0385,1980,"st. martin"
"Louisiana",21606,0.4803,0.4863,0,0.0334,1980,"st. mary"
"Louisiana",42698,0.6374,0.3317,0,0.031,1980,"st. tammany"
"Louisiana",31342,0.4846,0.4873,0,0.0282,1980,"tangipahoa"
"Louisiana",3785,0.4346,0.5406,0,0.0248,1980,"tensas"
"Louisiana",28681,0.5803,0.3767,0,0.043,1980,"terrebonne"
"Louisiana",9198,0.5577,0.4176,0,0.0247,1980,"union"
"Louisiana",21409,0.4896,0.4551,0,0.0554,1980,"vermilion"
"Louisiana",13436,0.4368,0.5357,0,0.0275,1980,"vernon"
"Louisiana",19472,0.4458,0.5348,0,0.0194,1980,"washington"
"Louisiana",17647,0.5024,0.4855,0,0.0121,1980,"webster"
"Louisiana",7753,0.3648,0.6112,0,0.024,1980,"west baton rouge"
"Louisiana",5712,0.6005,0.3708,0,0.0287,1980,"west carroll"
"Louisiana",3722,0.3323,0.629,0,0.0387,1980,"west feliciana"
"Louisiana",7547,0.5226,0.452,0,0.0254,1980,"winn"
"Louisiana",17648,0.3568,0.6128,0,0.0305,1976,"acadia"
"Louisiana",7673,0.2711,0.7002,0,0.0287,1976,"allen"
"Louisiana",13978,0.3173,0.651,0,0.0317,1976,"ascension"
"Louisiana",7711,0.4042,0.5707,0,0.025,1976,"assumption"
"Louisiana",13315,0.3435,0.6086,0,0.0478,1976,"avoyelles"
"Louisiana",8786,0.3638,0.6057,0,0.0305,1976,"beauregard"
"Louisiana",6011,0.4157,0.566,0,0.0183,1976,"bienville"
"Louisiana",20487,0.5922,0.3935,0,0.0143,1976,"bossier"
"Louisiana",74340,0.5734,0.4115,0,0.0151,1976,"caddo"
"Louisiana",52595,0.3324,0.6461,0,0.0215,1976,"calcasieu"
"Louisiana",3806,0.4966,0.4808,0,0.0226,1976,"caldwell"
"Louisiana",3338,0.2454,0.7286,0,0.0261,1976,"cameron"
"Louisiana",4767,0.4376,0.5343,0,0.0281,1976,"catahoula"
"Louisiana",6207,0.5181,0.4658,0,0.0161,1976,"claiborne"
"Louisiana",7912,0.4865,0.4919,0,0.0216,1976,"concordia"
"Louisiana",8348,0.4314,0.5546,0,0.014,1976,"de soto"
"Louisiana",103807,0.4976,0.4812,0,0.0212,1976,"east baton rouge"
"Louisiana",4158,0.4043,0.5693,0,0.0265,1976,"east carroll"
"Louisiana",5323,0.3134,0.6547,0,0.0319,1976,"east feliciana"
"Louisiana",11558,0.3214,0.6556,0,0.0229,1976,"evangeline"
"Louisiana",7991,0.4939,0.4785,0,0.0275,1976,"franklin"
"Louisiana",6136,0.3716,0.5981,0,0.0303,1976,"grant"
"Louisiana",20753,0.5007,0.4811,0,0.0182,1976,"iberia"
"Louisiana",11389,0.3356,0.6369,0,0.0275,1976,"iberville"
"Louisiana",7060,0.4688,0.5106,0,0.0205,1976,"jackson"
"Louisiana",127560,0.5628,0.4175,0,0.0197,1976,"jefferson"
"Louisiana",10278,0.3506,0.6204,0,0.0291,1976,"jefferson davis"
"Louisiana",6310,0.501,0.4693,0,0.0298,1976,"la salle"
"Louisiana",43699,0.5219,0.4558,0,0.0223,1976,"lafayette"
"Louisiana",26266,0.4353,0.538,0,0.0267,1976,"lafourche"
"Louisiana",11969,0.5705,0.4153,0,0.0142,1976,"lincoln"
"Louisiana",15895,0.3495,0.6213,0,0.0293,1976,"livingston"
"Louisiana",7128,0.2941,0.6921,0,0.0139,1976,"madison"
"Louisiana",9692,0.559,0.4145,0,0.0265,1976,"morehouse"
"Louisiana",12517,0.4193,0.5346,0,0.0461,1976,"natchitoches"
"Louisiana",168304,0.4214,0.5533,0,0.0252,1976,"orleans"
"Louisiana",40451,0.5953,0.3891,0,0.0156,1976,"ouachita"
"Louisiana",8855,0.6835,0.2952,0,0.0213,1976,"plaquemines"
"Louisiana",7876,0.3259,0.6535,0,0.0206,1976,"pointe coupee"
"Louisiana",39264,0.4525,0.531,0,0.0165,1976,"rapides"
"Louisiana",3707,0.4661,0.5142,0,0.0197,1976,"red river"
"Louisiana",7270,0.4993,0.4807,0,0.0199,1976,"richland"
"Louisiana",8351,0.4228,0.5454,0,0.0317,1976,"sabine"
"Louisiana",26508,0.4794,0.4892,0,0.0314,1976,"st. bernard"
"Louisiana",11505,0.3711,0.5973,0,0.0316,1976,"st. charles"
"Louisiana",3788,0.2761,0.6922,0,0.0317,1976,"st. helena"
"Louisiana",7466,0.3685,0.6069,0,0.0246,1976,"st. james"
"Louisiana",9609,0.3743,0.5932,0,0.0325,1976,"st. john the baptist"
"Louisiana",26243,0.3794,0.5949,0,0.0257,1976,"st. landry"
"Louisiana",12433,0.3307,0.6428,0,0.0265,1976,"st. martin"
"Louisiana",18708,0.4767,0.5025,0,0.0207,1976,"st. mary"
"Louisiana",31399,0.5039,0.4679,0,0.0282,1976,"st. tammany"
"Louisiana",24311,0.3802,0.5936,0,0.0262,1976,"tangipahoa"
"Louisiana",3677,0.4224,0.566,0,0.0117,1976,"tensas"
"Louisiana",24282,0.5311,0.4376,0,0.0313,1976,"terrebonne"
"Louisiana",7905,0.5236,0.4554,0,0.021,1976,"union"
"Louisiana",17850,0.3436,0.63,0,0.0264,1976,"vermilion"
"Louisiana",10465,0.3794,0.5926,0,0.028,1976,"vernon"
"Louisiana",16073,0.3532,0.6222,0,0.0246,1976,"washington"
"Louisiana",15017,0.5028,0.4852,0,0.0121,1976,"webster"
"Louisiana",5884,0.3251,0.6473,0,0.0275,1976,"west baton rouge"
"Louisiana",5112,0.4709,0.5076,0,0.0215,1976,"west carroll"
"Louisiana",2926,0.3383,0.6459,0,0.0157,1976,"west feliciana"
"Louisiana",6889,0.4658,0.5143,0,0.0199,1976,"winn"
"Louisiana",15194,0.6383,0.29,0,0.0717,1972,"acadia"
"Louisiana",6028,0.5941,0.3366,0,0.0693,1972,"allen"
"Louisiana",9521,0.5448,0.3491,0,0.1061,1972,"ascension"
"Louisiana",6365,0.5893,0.3244,0,0.0863,1972,"assumption"
"Louisiana",10778,0.5776,0.315,0,0.1074,1972,"avoyelles"
"Louisiana",7139,0.6941,0.2421,0,0.0639,1972,"beauregard"
"Louisiana",5737,0.5899,0.3294,0,0.0807,1972,"bienville"
"Louisiana",16350,0.7863,0.1782,0,0.0355,1972,"bossier"
"Louisiana",65867,0.7168,0.2376,0,0.0456,1972,"caddo"
"Louisiana",42925,0.5772,0.3571,0,0.0656,1972,"calcasieu"
"Louisiana",2995,0.7699,0.1696,0,0.0604,1972,"caldwell"
"Louisiana",2284,0.609,0.3236,0,0.0674,1972,"cameron"
"Louisiana",3668,0.7315,0.2244,0,0.0442,1972,"catahoula"
"Louisiana",5356,0.6408,0.2896,0,0.0696,1972,"claiborne"
"Louisiana",7023,0.6437,0.305,0,0.0513,1972,"concordia"
"Louisiana",7153,0.5616,0.3629,0,0.0755,1972,"de soto"
"Louisiana",80542,0.6537,0.2932,0,0.0531,1972,"east baton rouge"
"Louisiana",3587,0.484,0.4631,0,0.053,1972,"east carroll"
"Louisiana",4067,0.4898,0.3941,0,0.1161,1972,"east feliciana"
"Louisiana",9201,0.6003,0.3172,0,0.0825,1972,"evangeline"
"Louisiana",6734,0.7376,0.1889,0,0.0735,1972,"franklin"
"Louisiana",4739,0.7651,0.1813,0,0.0536,1972,"grant"
"Louisiana",17940,0.6584,0.2867,0,0.0549,1972,"iberia"
"Louisiana",8466,0.4692,0.4311,0,0.0997,1972,"iberville"
"Louisiana",5935,0.6996,0.2489,0,0.0516,1972,"jackson"
"Louisiana",101841,0.7399,0.206,0,0.0541,1972,"jefferson"
"Louisiana",8949,0.6596,0.2851,0,0.0553,1972,"jefferson davis"
"Louisiana",4733,0.8151,0.1375,0,0.0473,1972,"la salle"
"Louisiana",33198,0.691,0.2633,0,0.0458,1972,"lafayette"
"Louisiana",20737,0.672,0.2755,0,0.0525,1972,"lafourche"
"Louisiana",9741,0.6915,0.2658,0,0.0427,1972,"lincoln"
"Louisiana",10253,0.7296,0.1851,0,0.0852,1972,"livingston"
"Louisiana",4917,0.4922,0.4574,0,0.0504,1972,"madison"
"Louisiana",8620,0.6694,0.2732,0,0.0574,1972,"morehouse"
"Louisiana",10803,0.6474,0.2944,0,0.0582,1972,"natchitoches"
"Louisiana",161446,0.5455,0.3765,0,0.0779,1972,"orleans"
"Louisiana",33263,0.7474,0.208,0,0.0446,1972,"ouachita"
"Louisiana",7941,0.8305,0.1247,0,0.0448,1972,"plaquemines"
"Louisiana",6853,0.4658,0.4572,0,0.077,1972,"pointe coupee"
"Louisiana",32011,0.6968,0.2631,0,0.0401,1972,"rapides"
"Louisiana",3404,0.6595,0.2811,0,0.0593,1972,"red river"
"Louisiana",6079,0.708,0.2196,0,0.0724,1972,"richland"
"Louisiana",6680,0.7388,0.1994,0,0.0618,1972,"sabine"
"Louisiana",19563,0.7769,0.163,0,0.0601,1972,"st. bernard"
"Louisiana",9052,0.6042,0.308,0,0.0878,1972,"st. charles"
"Louisiana",2781,0.52,0.3391,0,0.141,1972,"st. helena"
"Louisiana",6291,0.4947,0.4185,0,0.0868,1972,"st. james"
"Louisiana",7086,0.4975,0.3973,0,0.1053,1972,"st. john the baptist"
"Louisiana",21945,0.5701,0.3382,0,0.0918,1972,"st. landry"
"Louisiana",10221,0.62,0.3133,0,0.0667,1972,"st. martin"
"Louisiana",16243,0.6844,0.273,0,0.0425,1972,"st. mary"
"Louisiana",20825,0.7413,0.1896,0,0.0691,1972,"st. tammany"
"Louisiana",18457,0.6289,0.2832,0,0.0879,1972,"tangipahoa"
"Louisiana",3426,0.5047,0.4577,0,0.0377,1972,"tensas"
"Louisiana",19182,0.717,0.2302,0,0.0529,1972,"terrebonne"
"Louisiana",6157,0.702,0.2379,0,0.0601,1972,"union"
"Louisiana",13420,0.6639,0.2888,0,0.0473,1972,"vermilion"
"Louisiana",8020,0.7762,0.1677,0,0.0561,1972,"vernon"
"Louisiana",12196,0.6692,0.2416,0,0.0891,1972,"washington"
"Louisiana",12349,0.715,0.2315,0,0.0535,1972,"webster"
"Louisiana",4942,0.5314,0.3741,0,0.0945,1972,"west baton rouge"
"Louisiana",3880,0.7724,0.1472,0,0.0804,1972,"west carroll"
"Louisiana",2376,0.4213,0.4541,0,0.1246,1972,"west feliciana"
"Louisiana",6016,0.704,0.2477,0,0.0484,1972,"winn"
"Louisiana",16991,0.187,0.2412,0.5718,0,1968,"acadia"
"Louisiana",7259,0.1383,0.2791,0.5826,0,1968,"allen"
"Louisiana",10545,0.1269,0.3037,0.5694,0,1968,"ascension"
"Louisiana",6205,0.1969,0.336,0.467,0,1968,"assumption"
"Louisiana",12192,0.2017,0.2438,0.5545,0,1968,"avoyelles"
"Louisiana",7232,0.2233,0.217,0.5597,0,1968,"beauregard"
"Louisiana",6175,0.1524,0.2863,0.5613,0,1968,"bienville"
"Louisiana",15776,0.2374,0.1763,0.5863,0,1968,"bossier"
"Louisiana",67362,0.3151,0.2624,0.4225,0,1968,"caddo"
"Louisiana",44363,0.2146,0.3289,0.4565,0,1968,"calcasieu"
"Louisiana",3715,0.1319,0.2619,0.6062,0,1968,"caldwell"
"Louisiana",2593,0.1562,0.2056,0.6383,0,1968,"cameron"
"Louisiana",4201,0.1797,0.1831,0.6372,0,1968,"catahoula"
"Louisiana",5973,0.187,0.2587,0.5543,0,1968,"claiborne"
"Louisiana",7499,0.1299,0.2644,0.6057,0,1968,"concordia"
"Louisiana",8564,0.1137,0.397,0.4893,0,1968,"de soto"
"Louisiana",78681,0.2753,0.2767,0.448,0,1968,"east baton rouge"
"Louisiana",4218,0.1389,0.4566,0.4045,0,1968,"east carroll"
"Louisiana",4091,0.1117,0.3444,0.5439,0,1968,"east feliciana"
"Louisiana",11558,0.134,0.229,0.637,0,1968,"evangeline"
"Louisiana",7127,0.1476,0.0956,0.7568,0,1968,"franklin"
"Louisiana",5515,0.2018,0.169,0.6292,0,1968,"grant"
"Louisiana",19029,0.2863,0.2896,0.4241,0,1968,"iberia"
"Louisiana",9787,0.1444,0.4173,0.4383,0,1968,"iberville"
"Louisiana",6570,0.168,0.2321,0.5998,0,1968,"jackson"
"Louisiana",91573,0.3219,0.2205,0.4576,0,1968,"jefferson"
"Louisiana",9751,0.227,0.2708,0.5022,0,1968,"jefferson davis"
"Louisiana",5846,0.2152,0.1215,0.6634,0,1968,"la salle"
"Louisiana",30375,0.3512,0.2628,0.3859,0,1968,"lafayette"
"Louisiana",21223,0.226,0.2599,0.5141,0,1968,"lafourche"
"Louisiana",8877,0.2977,0.2263,0.4759,0,1968,"lincoln"
"Louisiana",12254,0.0773,0.1142,0.8085,0,1968,"livingston"
"Louisiana",5688,0.1141,0.4675,0.4184,0,1968,"madison"
"Louisiana",8942,0.1982,0.2005,0.6013,0,1968,"morehouse"
"Louisiana",11802,0.1993,0.3343,0.4664,0,1968,"natchitoches"
"Louisiana",178668,0.2671,0.4055,0.3274,0,1968,"orleans"
"Louisiana",31704,0.3182,0.2041,0.4777,0,1968,"ouachita"
