state,area,total_votes,rep_votes,dem_votes,third_votes,other_votes,year
Texas,TRINITY,5310,0.3876,0.5224,0.0866,0.0034,1996
Texas,TYLER,6821,0.4111,0.4897,0.0946,0.0047,1996
Texas,UPSHUR,11320,0.4571,0.4445,0.0959,0.0025,1996
Texas,UPTON,1204,0.5689,0.3522,0.0731,0.0058,1996
Texas,UVALDE,7333,0.4765,0.4632,0.055,0.0053,1996
Texas,VAL VERDE,10600,0.411,0.5305,0.0517,0.0068,1996
Texas,VAN ZANDT,15026,0.496,0.3828,0.1169,0.0043,1996
Texas,VICTORIA,24119,0.5994,0.3416,0.0496,0.0094,1996
Texas,WALKER,14567,0.4927,0.4179,0.0814,0.008,1996
Texas,WALLER,8622,0.4128,0.526,0.0579,0.0034,1996
Texas,WARD,3732,0.4341,0.4405,0.1195,0.0059,1996
Texas,WASHINGTON,10419,0.6065,0.3321,0.0577,0.0037,1996
Texas,WEBB,24777,0.1902,0.7667,0.0378,0.0053,1996
Texas,WHARTON,12234,0.5038,0.4231,0.0712,0.002,1996
Texas,WHEELER,2289,0.592,0.3277,0.076,0.0044,1996
Texas,WICHITA,39950,0.513,0.3949,0.0844,0.0077,1996
Texas,WILBARGER,4268,0.4773,0.4053,0.109,0.0084,1996
Texas,WILLACY,5411,0.2462,0.7002,0.0445,0.0091,1996
Texas,WILLIAMSON,66522,0.5537,0.3634,0.0741,0.0087,1996
Texas,WILSON,9067,0.4996,0.4095,0.0838,0.0071,1996
Texas,WINKLER,2103,0.4798,0.4146,0.1037,0.0019,1996
Texas,WISE,12968,0.4881,0.3899,0.1169,0.0051,1996
Texas,WOOD,12161,0.5121,0.3874,0.0974,0.0031,1996
Texas,YOAKUM,2454,0.6051,0.3007,0.0888,0.0053,1996
Texas,YOUNG,6697,0.5446,0.3575,0.0954,0.0025,1996
Texas,ZAPATA,2450,0.2127,0.729,0.0535,0.0049,1996
Texas,ZAVALA,3193,0.145,0.8234,0.0285,0.0031,1996
Utah,BEAVER,2094,0.5559,0.3281,0.1036,0.0124,1996
Utah,BOX ELDER,13365,0.6265,0.2372,0.1181,0.0183,1996
Utah,CACHE,26394,0.6377,0.2499,0.0909,0.0215,1996
Utah,CARBON,7582,0.309,0.5503,0.1256,0.0152,1996
Utah,DAGGETT,426,0.5563,0.3075,0.1291,0.007,1996
Utah,DAVIS,70981,0.6025,0.2719,0.1056,0.02,1996
Utah,DUCHESNE,4159,0.6367,0.2145,0.1361,0.0127,1996
Utah,EMERY,4122,0.4932,0.3326,0.1608,0.0133,1996
Utah,GARFIELD,1847,0.7201,0.1532,0.1202,0.0065,1996
Utah,GRAND,3251,0.4257,0.3688,0.1329,0.0726,1996
Utah,IRON,9391,0.6975,0.2009,0.0762,0.0253,1996
Utah,JUAB,2626,0.4912,0.3534,0.1344,0.0209,1996
Utah,KANE,2316,0.7263,0.1313,0.1252,0.0173,1996
Utah,MILLARD,4236,0.6329,0.2231,0.1192,0.0248,1996
Utah,MORGAN,2908,0.5705,0.2954,0.1159,0.0182,1996
Utah,PIUTE,717,0.6625,0.2455,0.0823,0.0098,1996
Utah,RICH,796,0.657,0.2249,0.1106,0.0075,1996
Utah,SALT LAKE,281177,0.4551,0.4195,0.0982,0.0272,1996
Utah,SAN JUAN,4165,0.5136,0.4022,0.0651,0.0192,1996
Utah,SANPETE,6177,0.5878,0.2538,0.1297,0.0287,1996
Utah,SEVIER,6127,0.6579,0.2166,0.1094,0.0162,1996
Utah,SUMMIT,9319,0.415,0.4482,0.1042,0.0326,1996
Utah,TOOELE,9312,0.4168,0.4287,0.1336,0.0209,1996
Utah,UINTAH,7464,0.6355,0.2296,0.1204,0.0145,1996
Utah,UTAH,98031,0.7105,0.1866,0.0827,0.0202,1996
Utah,WASATCH,4242,0.5238,0.3239,0.1315,0.0207,1996
Utah,WASHINGTON,25020,0.7049,0.1925,0.0827,0.0199,1996
Utah,WAYNE,1142,0.6489,0.232,0.106,0.0131,1996
Utah,WEBER,56242,0.4879,0.3806,0.1103,0.0212,1996
Vermont,ADDISON,15453,0.3105,0.5283,0.117,0.0442,1996
Vermont,BENNINGTON,16152,0.3237,0.5039,0.141,0.0313,1996
Vermont,CALEDONIA,11799,0.3466,0.474,0.151,0.0284,1996
Vermont,CHITTENDEN,63860,0.2978,0.5684,0.0968,0.037,1996
Vermont,ESSEX,2449,0.3344,0.4573,0.1805,0.0278,1996
Vermont,FRANKLIN,16206,0.2849,0.5424,0.1535,0.0192,1996
Vermont,GRAND ISLE,3041,0.315,0.5113,0.145,0.0286,1996
Vermont,LAMOILLE,9186,0.2945,0.544,0.1324,0.0292,1996
Vermont,ORANGE,12266,0.3296,0.4979,0.1302,0.0423,1996
Vermont,ORLEANS,9986,0.3118,0.5144,0.151,0.0227,1996
Vermont,RUTLAND,27229,0.3648,0.4859,0.1252,0.0241,1996
Vermont,WASHINGTON,25884,0.2994,0.5512,0.1077,0.0417,1996
Vermont,WINDHAM,18915,0.2781,0.5512,0.1075,0.0632,1996
Vermont,WINDSOR,26023,0.308,0.5407,0.1174,0.0339,1996
Virginia,ACCOMACK,11654,0.4302,0.4479,0.1045,0.0174,1996
Virginia,ALBEMARLE,31228,0.4881,0.4512,0.0491,0.0116,1996
Virginia,ALLEGHANY,5074,0.3971,0.4726,0.1196,0.0106,1996
Virginia,AMELIA,4144,0.5113,0.3921,0.0779,0.0186,1996
Virginia,AMHERST,10924,0.4663,0.4453,0.0764,0.012,1996
Virginia,APPOMATTOX,5477,0.4793,0.4088,0.0931,0.0188,1996
Virginia,ARLINGTON,75376,0.3463,0.6046,0.0369,0.0121,1996
Virginia,AUGUSTA,22102,0.6089,0.2699,0.0867,0.0345,1996
Virginia,BATH,2051,0.413,0.4495,0.1204,0.0171,1996
Virginia,BEDFORD,22109,0.5407,0.3522,0.0894,0.0177,1996
Virginia,BLAND,2537,0.46,0.3701,0.1518,0.0181,1996
Virginia,BOTETOURT,12380,0.5173,0.3696,0.0919,0.0212,1996
Virginia,BRUNSWICK,5918,0.3479,0.5816,0.0575,0.013,1996
Virginia,BUCHANAN,10332,0.2696,0.634,0.083,0.0134,1996
Virginia,BUCKINGHAM,4850,0.407,0.4895,0.0808,0.0227,1996
Virginia,CAMPBELL,18902,0.5435,0.3591,0.0796,0.0178,1996
Virginia,CAROLINE,7285,0.3865,0.5349,0.0715,0.007,1996
Virginia,CARROLL,9969,0.5104,0.3622,0.1162,0.0112,1996
Virginia,CHARLES CITY,2787,0.2616,0.6609,0.0639,0.0136,1996
Virginia,CHARLOTTE,4614,0.4558,0.435,0.0934,0.0158,1996
Virginia,CHESTERFIELD,93305,0.6071,0.3239,0.0643,0.0046,1996
Virginia,CLARKE,4569,0.4817,0.4172,0.083,0.0182,1996
Virginia,CRAIG,2159,0.4535,0.4145,0.1214,0.0107,1996
Virginia,CULPEPER,10553,0.539,0.3702,0.0746,0.0162,1996
Virginia,CUMBERLAND,3190,0.484,0.4085,0.0862,0.0213,1996
Virginia,DICKENSON,6868,0.3245,0.5697,0.0961,0.0096,1996
Virginia,DINWIDDIE,8166,0.429,0.474,0.0816,0.0154,1996
Virginia,ESSEX,3533,0.4605,0.4721,0.0532,0.0142,1996
Virginia,FAIRFAX,365263,0.4819,0.4658,0.0442,0.0081,1996
Virginia,FAUQUIER,19258,0.5745,0.351,0.0668,0.0077,1996
Virginia,FLOYD,4939,0.4807,0.3865,0.1103,0.0225,1996
Virginia,FLUVANNA,6663,0.5166,0.4016,0.0686,0.0132,1996
Virginia,FRANKLIN,16987,0.4346,0.4297,0.1186,0.0171,1996
Virginia,FREDERICK,18412,0.5761,0.3246,0.0868,0.0124,1996
Virginia,GILES,6726,0.3815,0.4752,0.125,0.0183,1996
Virginia,GLOUCESTER,12593,0.512,0.374,0.1005,0.0135,1996
Virginia,GOOCHLAND,7425,0.5547,0.3749,0.0571,0.0132,1996
Virginia,GRAYSON,6403,0.4692,0.4156,0.1054,0.0098,1996
Virginia,GREENE,4252,0.5529,0.3387,0.0814,0.027,1996
Virginia,GREENSVILLE,3843,0.306,0.6196,0.0684,0.006,1996
Virginia,HALIFAX,13226,0.4907,0.4233,0.0662,0.0197,1996
Virginia,HANOVER,34724,0.636,0.2845,0.0705,0.009,1996
Virginia,HENRICO,101992,0.5337,0.4032,0.058,0.0051,1996
Virginia,HENRY,20874,0.4364,0.4341,0.1135,0.016,1996
Virginia,HIGHLAND,1221,0.5168,0.3653,0.1097,0.0082,1996
Virginia,ISLE OF WIGHT,11369,0.4764,0.4356,0.0785,0.0095,1996
Virginia,JAMES CITY,18586,0.5445,0.3899,0.06,0.0055,1996
Virginia,KING AND QUEEN,2756,0.3893,0.5054,0.0773,0.0279,1996
Virginia,KING GEORGE,4843,0.5362,0.3872,0.0704,0.0062,1996
Virginia,KING WILLIAM,4469,0.5249,0.3949,0.0759,0.0043,1996
Virginia,LANCASTER,4893,0.5536,0.3769,0.0662,0.0033,1996
Virginia,LEE,8604,0.3748,0.5165,0.0955,0.0131,1996
Virginia,LOUDOUN,49330,0.5213,0.4043,0.0625,0.012,1996
Virginia,LOUISA,8323,0.4527,0.4519,0.0833,0.0121,1996
Virginia,LUNENBURG,4460,0.4626,0.4473,0.067,0.0231,1996
Virginia,MADISON,4510,0.5091,0.3845,0.0798,0.0266,1996
Virginia,MATHEWS,4260,0.5178,0.3761,0.0946,0.0115,1996
Virginia,MECKLENBURG,10278,0.48,0.4289,0.0768,0.0144,1996
Virginia,MIDDLESEX,4297,0.4983,0.3966,0.0815,0.0237,1996
Virginia,MONTGOMERY,24298,0.4328,0.4472,0.1068,0.0132,1996
Virginia,NELSON,5264,0.3777,0.5285,0.0781,0.0158,1996
Virginia,NEW KENT,5267,0.5415,0.353,0.0987,0.0068,1996
Virginia,NORTHAMPTON,4948,0.3563,0.5192,0.1055,0.019,1996
Virginia,NORTHUMBERLAND,5028,0.5181,0.3892,0.0746,0.0181,1996
Virginia,NOTTOWAY,5214,0.4634,0.4463,0.0664,0.024,1996
Virginia,ORANGE,8908,0.4979,0.403,0.0842,0.0149,1996
Virginia,PAGE,7479,0.5183,0.3835,0.0856,0.0127,1996
Virginia,PATRICK,6771,0.5239,0.3398,0.1062,0.0301,1996
Virginia,PITTSYLVANIA,21714,0.5585,0.3537,0.0677,0.0201,1996
Virginia,POWHATAN,7643,0.6122,0.2949,0.0819,0.011,1996
Virginia,PRINCE EDWARD,5678,0.4456,0.4716,0.071,0.0118,1996
Virginia,PRINCE GEORGE,9507,0.5486,0.3679,0.0734,0.01,1996
Virginia,PRINCE WILLIAM,78443,0.5009,0.4266,0.0622,0.0103,1996
Virginia,PULASKI,12304,0.4378,0.4334,0.1137,0.015,1996
Virginia,RAPPAHANNOCK,3181,0.4731,0.4417,0.067,0.0182,1996
Virginia,RICHMOND,2797,0.5091,0.3936,0.0719,0.0254,1996
Virginia,ROANOKE,39421,0.5251,0.3903,0.0744,0.0101,1996
Virginia,ROCKBRIDGE,7279,0.4498,0.4281,0.1044,0.0177,1996
Virginia,ROCKINGHAM,21707,0.6466,0.2703,0.0607,0.0224,1996
Virginia,RUSSELL,10128,0.3659,0.5368,0.0851,0.0121,1996
Virginia,SCOTT,8573,0.4766,0.4023,0.0931,0.028,1996
Virginia,SHENANDOAH,13280,0.5602,0.3181,0.1019,0.0198,1996
Virginia,SMYTH,11619,0.4274,0.4295,0.1211,0.022,1996
Virginia,SOUTHAMPTON,6715,0.3388,0.5144,0.084,0.0628,1996
Virginia,SPOTSYLVANIA,26197,0.5262,0.3948,0.071,0.008,1996
Virginia,STAFFORD,26089,0.5404,0.3795,0.0711,0.0089,1996
Virginia,SURRY,2938,0.3213,0.5967,0.0616,0.0204,1996
Virginia,SUSSEX,3792,0.3634,0.5509,0.0675,0.0182,1996
Virginia,TAZEWELL,15440,0.3971,0.4858,0.1006,0.0165,1996
Virginia,WARREN,9652,0.4825,0.3952,0.0937,0.0287,1996
Virginia,WASHINGTON,18169,0.5007,0.3819,0.091,0.0263,1996
Virginia,WESTMORELAND,5788,0.4031,0.5095,0.0738,0.0136,1996
Virginia,WISE,13092,0.3559,0.5127,0.1129,0.0185,1996
Virginia,WYTHE,8549,0.4999,0.3831,0.1117,0.0053,1996
Virginia,YORK,20738,0.5495,0.3728,0.0708,0.0068,1996
Washington,ADAMS,4614,0.5106,0.3771,0.0971,0.0152,1996
Washington,ASOTIN,7311,0.3912,0.4581,0.128,0.0227,1996
Washington,BENTON,53803,0.4956,0.3863,0.0987,0.0194,1996
Washington,CHELAN,23870,0.5179,0.3601,0.0977,0.0243,1996
Washington,CLALLAM,29516,0.4212,0.4264,0.108,0.0445,1996
Washington,CLARK,112730,0.4151,0.4635,0.0857,0.0357,1996
Washington,COLUMBIA,1955,0.4849,0.3801,0.1166,0.0184,1996
Washington,COWLITZ,33515,0.3348,0.5387,0.1027,0.0238,1996
Washington,DOUGLAS,10925,0.5201,0.3582,0.1036,0.0181,1996
Washington,FERRY,2817,0.3873,0.4249,0.1448,0.043,1996
Washington,FRANKLIN,12096,0.4916,0.4101,0.082,0.0163,1996
Washington,GARFIELD,1255,0.4964,0.396,0.0932,0.0143,1996
Washington,GRANT,21866,0.4983,0.3688,0.1141,0.0188,1996
Washington,GRAYS HARBOR,26250,0.2909,0.5365,0.1431,0.0296,1996
Washington,ISLAND,28464,0.4352,0.4271,0.0979,0.0398,1996
Washington,JEFFERSON,14119,0.3263,0.5061,0.0981,0.0696,1996
Washington,KING,741104,0.3141,0.5638,0.0692,0.0528,1996
Washington,KITSAP,91487,0.3859,0.4828,0.0958,0.0355,1996
Washington,KITTITAS,12564,0.4158,0.4542,0.0966,0.0333,1996
Washington,KLICKITAT,7052,0.3775,0.4558,0.1241,0.0427,1996
Washington,LEWIS,27644,0.4789,0.3737,0.122,0.0254,1996
Washington,LINCOLN,5033,0.514,0.3588,0.1029,0.0242,1996
Washington,MASON,20750,0.3445,0.4862,0.1357,0.0336,1996
Washington,OKANOGAN,13075,0.4505,0.3679,0.1374,0.0442,1996
Washington,PACIFIC,9111,0.2851,0.5592,0.1241,0.0315,1996
Washington,PEND OREILLE,4996,0.4027,0.4255,0.1419,0.0298,1996
Washington,PIERCE,239073,0.3735,0.5057,0.0922,0.0286,1996
Washington,SAN JUAN,7354,0.3431,0.4981,0.0691,0.0897,1996
Washington,SKAGIT,41118,0.3988,0.4449,0.1172,0.0391,1996
Washington,SKAMANIA,3789,0.3661,0.455,0.1188,0.0602,1996
Washington,SNOHOMISH,220960,0.3706,0.4961,0.1029,0.0304,1996
Washington,SPOKANE,159232,0.4184,0.4505,0.1038,0.0273,1996
Washington,STEVENS,16022,0.4696,0.349,0.1347,0.0467,1996
Washington,THURSTON,87280,0.3418,0.5216,0.0873,0.0493,1996
Washington,WAHKIAKUM,1836,0.3371,0.5033,0.1171,0.0425,1996
Washington,WALLA WALLA,19486,0.4662,0.4125,0.0972,0.0241,1996
Washington,WHATCOM,64510,0.4209,0.4507,0.0752,0.0532,1996
Washington,WHITMAN,15895,0.4237,0.4569,0.0827,0.0367,1996
Washington,YAKIMA,59360,0.4661,0.4325,0.0796,0.0218,1996
West Virginia,BARBOUR,6047,0.3564,0.5087,0.1297,0.0053,1996
West Virginia,BERKELEY,20576,0.4792,0.4044,0.1113,0.0051,1996
West Virginia,BOONE,8922,0.2149,0.6779,0.1039,0.0034,1996
West Virginia,BRAXTON,4996,0.2884,0.6007,0.1055,0.0054,1996
West Virginia,BROOKE,9500,0.2885,0.5619,0.1447,0.0048,1996
West Virginia,CABELL,32560,0.4048,0.4999,0.0912,0.0042,1996
West Virginia,CALHOUN,2725,0.367,0.5145,0.1127,0.0059,1996
West Virginia,CLAY,3577,0.3179,0.5798,0.0992,0.0031,1996
West Virginia,DODDRIDGE,2595,0.5145,0.3333,0.1472,0.005,1996
West Virginia,FAYETTE,14758,0.2486,0.6418,0.1052,0.0045,1996
West Virginia,GILMER,2649,0.3522,0.5247,0.1193,0.0038,1996
West Virginia,GRANT,4297,0.6048,0.2807,0.1119,0.0026,1996
West Virginia,GREENBRIER,12194,0.3636,0.5155,0.1163,0.0046,1996
West Virginia,HAMPSHIRE,5781,0.4868,0.4039,0.1047,0.0047,1996
West Virginia,HANCOCK,14020,0.3044,0.5364,0.1539,0.0052,1996
West Virginia,HARDY,4259,0.4449,0.4487,0.1028,0.0035,1996
West Virginia,HARRISON,26843,0.33,0.5493,0.1168,0.0039,1996
West Virginia,JACKSON,10447,0.4054,0.4673,0.124,0.0034,1996
West Virginia,JEFFERSON,13068,0.4046,0.4868,0.1,0.0086,1996
West Virginia,KANAWHA,76495,0.3832,0.5276,0.0838,0.0054,1996
West Virginia,LEWIS,6173,0.3702,0.4646,0.1578,0.0075,1996
West Virginia,LINCOLN,8235,0.3072,0.6064,0.0845,0.0018,1996
West Virginia,LOGAN,15056,0.1745,0.72,0.1018,0.0038,1996
West Virginia,MARION,22107,0.2786,0.5878,0.1303,0.0033,1996
West Virginia,MARSHALL,13785,0.3235,0.5111,0.1597,0.0057,1996
West Virginia,MASON,10433,0.3432,0.5065,0.1469,0.0034,1996
West Virginia,MCDOWELL,8208,0.1888,0.7297,0.0798,0.0017,1996
West Virginia,MERCER,18700,0.4154,0.4664,0.1145,0.0037,1996
West Virginia,MINERAL,9076,0.4826,0.3842,0.1289,0.0043,1996
West Virginia,MINGO,10875,0.205,0.6974,0.0938,0.0039,1996
West Virginia,MONONGALIA,26820,0.3799,0.4999,0.1133,0.0069,1996
West Virginia,MONROE,5092,0.4185,0.4678,0.1098,0.0039,1996
West Virginia,MORGAN,5080,0.5116,0.3797,0.101,0.0077,1996
West Virginia,NICHOLAS,8536,0.3103,0.5587,0.1255,0.0055,1996
West Virginia,OHIO,18206,0.3992,0.4823,0.1134,0.0051,1996
West Virginia,PENDLETON,3308,0.4326,0.481,0.0834,0.003,1996
West Virginia,PLEASANTS,3171,0.3989,0.4661,0.1312,0.0038,1996
West Virginia,POCAHONTAS,3481,0.3568,0.5159,0.1224,0.0049,1996
West Virginia,PRESTON,10306,0.4131,0.4111,0.1708,0.005,1996
West Virginia,PUTNAM,18809,0.468,0.4269,0.1011,0.004,1996
West Virginia,RALEIGH,23622,0.3653,0.5312,0.0997,0.0039,1996
West Virginia,RANDOLPH,10089,0.3318,0.5421,0.1174,0.0087,1996
West Virginia,RITCHIE,3831,0.4975,0.3615,0.1363,0.0047,1996
West Virginia,ROANE,5280,0.3919,0.4871,0.1178,0.0032,1996
West Virginia,SUMMERS,4363,0.3449,0.5494,0.1004,0.0053,1996
West Virginia,TAYLOR,5533,0.3573,0.4865,0.1525,0.0036,1996
West Virginia,TUCKER,3312,0.3675,0.4979,0.128,0.0066,1996
West Virginia,TYLER,2780,0.264,0.5248,0.2025,0.0086,1996
West Virginia,UPSHUR,7447,0.4465,0.4098,0.1384,0.0052,1996
West Virginia,WAYNE,15476,0.3549,0.5363,0.1055,0.0033,1996
West Virginia,WEBSTER,3331,0.1963,0.6881,0.1108,0.0048,1996
West Virginia,WETZEL,6277,0.3245,0.5112,0.1599,0.0043,1996
West Virginia,WIRT,2131,0.4355,0.4252,0.1314,0.008,1996
West Virginia,WOOD,32672,0.4745,0.4059,0.1131,0.0066,1996
West Virginia,WYOMING,8549,0.2521,0.6492,0.095,0.0037,1996
Wisconsin,ADAMS,7824,0.3131,0.5265,0.1434,0.017,1996
Wisconsin,ASHLAND,6798,0.2741,0.5602,0.1267,0.0391,1996
Wisconsin,BARRON,17191,0.3582,0.4668,0.1566,0.0184,1996
Wisconsin,BAYFIELD,7340,0.3065,0.5307,0.1225,0.0403,1996
Wisconsin,BROWN,90837,0.4245,0.4714,0.0885,0.0156,1996
Wisconsin,BUFFALO,5557,0.3239,0.4825,0.1749,0.0187,1996
Wisconsin,BURNETT,7169,0.342,0.5056,0.1342,0.0181,1996
Wisconsin,CALUMET,16299,0.4325,0.4258,0.1296,0.0121,1996
Wisconsin,CHIPPEWA,21131,0.3559,0.4565,0.1688,0.0188,1996
Wisconsin,CLARK,12861,0.3594,0.4308,0.1933,0.0166,1996
Wisconsin,COLUMBIA,21521,0.3892,0.4803,0.1105,0.02,1996
Wisconsin,CRAWFORD,7060,0.3044,0.5181,0.1501,0.0273,1996
Wisconsin,DANE,192302,0.3093,0.5686,0.0647,0.0574,1996
Wisconsin,DODGE,29422,0.4381,0.4291,0.1129,0.0199,1996
Wisconsin,DOOR,12251,0.4039,0.4563,0.1204,0.0194,1996
Wisconsin,DOUGLAS,18591,0.2779,0.5904,0.1076,0.024,1996
Wisconsin,DUNN,15415,0.319,0.4889,0.1657,0.0264,1996
Wisconsin,EAU CLAIRE,40390,0.3441,0.5026,0.1278,0.0256,1996
Wisconsin,FLORENCE,2142,0.4328,0.4057,0.1475,0.014,1996
Wisconsin,FOND DU LAC,36931,0.4465,0.4208,0.1138,0.0189,1996
Wisconsin,FOREST,3965,0.2941,0.5276,0.171,0.0073,1996
Wisconsin,GRANT,19215,0.3654,0.4789,0.1378,0.0179,1996
Wisconsin,GREEN,12616,0.3723,0.4864,0.1216,0.0197,1996
Wisconsin,GREEN LAKE,7882,0.4523,0.3999,0.13,0.0178,1996
Wisconsin,IOWA,8916,0.3214,0.526,0.1201,0.0324,1996
Wisconsin,IRON,3531,0.3568,0.4885,0.1328,0.0218,1996
Wisconsin,JACKSON,7279,0.3108,0.509,0.1598,0.0205,1996
Wisconsin,JEFFERSON,29774,0.4259,0.4429,0.1067,0.0245,1996
Wisconsin,JUNEAU,9182,0.3513,0.4717,0.1517,0.0253,1996
Wisconsin,KENOSHA,53717,0.3406,0.5206,0.1211,0.0177,1996
Wisconsin,KEWAUNEE,9046,0.3793,0.4766,0.1283,0.0158,1996
Wisconsin,LA CROSSE,46001,0.3583,0.5141,0.1053,0.0223,1996
Wisconsin,LAFAYETTE,6460,0.3362,0.5048,0.1461,0.0128,1996
Wisconsin,LANGLADE,8631,0.3715,0.472,0.1447,0.0118,1996
Wisconsin,LINCOLN,12246,0.3328,0.5035,0.147,0.0167,1996
Wisconsin,MANITOWOC,34444,0.3844,0.4863,0.1144,0.0149,1996
Wisconsin,MARATHON,51449,0.3863,0.4667,0.1312,0.0158,1996
Wisconsin,MARINETTE,18216,0.397,0.4618,0.1299,0.0113,1996
Wisconsin,MARQUETTE,6119,0.3608,0.4672,0.1495,0.0224,1996
Wisconsin,MENOMINEE,1350,0.1704,0.7348,0.0793,0.0156,1996
Wisconsin,MILWAUKEE,371380,0.3215,0.5833,0.0701,0.0251,1996
Wisconsin,MONROE,14600,0.3629,0.4742,0.1425,0.0203,1996
Wisconsin,OCONTO,13885,0.3881,0.4842,0.1192,0.0085,1996
Wisconsin,ONEIDA,16917,0.3747,0.4504,0.1539,0.021,1996
Wisconsin,OUTAGAMIE,64889,0.4278,0.4441,0.1115,0.0167,1996
Wisconsin,OZAUKEE,38961,0.5667,0.3406,0.0712,0.0216,1996
Wisconsin,PEPIN,3093,0.3256,0.5124,0.1474,0.0145,1996
Wisconsin,PIERCE,15000,0.3066,0.5313,0.1383,0.0238,1996
Wisconsin,POLK,16413,0.3282,0.5078,0.1443,0.0197,1996
Wisconsin,PORTAGE,29928,0.3218,0.5313,0.1139,0.0329,1996
Wisconsin,PRICE,7390,0.3444,0.4767,0.1648,0.0141,1996
Wisconsin,RACINE,77568,0.3881,0.4972,0.0981,0.0165,1996
Wisconsin,RICHLAND,7222,0.3658,0.4849,0.1248,0.0245,1996
Wisconsin,ROCK,60320,0.3332,0.538,0.1127,0.0161,1996
Wisconsin,RUSK,6643,0.334,0.4427,0.2004,0.0229,1996
Wisconsin,SAUK,20285,0.3672,0.4875,0.1207,0.0246,1996
Wisconsin,SAWYER,6475,0.402,0.4283,0.1486,0.0212,1996
Wisconsin,SHAWANO,15500,0.4126,0.4419,0.1336,0.0118,1996
Wisconsin,SHEBOYGAN,47003,0.4269,0.4685,0.0884,0.0161,1996
Wisconsin,ST. CROIX,23213,0.3555,0.4904,0.137,0.0171,1996
Wisconsin,TAYLOR,7932,0.3918,0.4101,0.1837,0.0144,1996
Wisconsin,TREMPEALEAU,10794,0.2812,0.5418,0.1564,0.0207,1996
Wisconsin,VERNON,11226,0.3381,0.4963,0.1357,0.0298,1996
Wisconsin,VILAS,10445,0.4304,0.4046,0.1482,0.0168,1996
Wisconsin,WALWORTH,32961,0.4581,0.403,0.1131,0.0258,1996
Wisconsin,WASHBURN,6996,0.3864,0.4618,0.1315,0.0203,1996
Wisconsin,WASHINGTON,48767,0.5296,0.3518,0.0981,0.0205,1996
Wisconsin,WAUKESHA,165472,0.5543,0.3466,0.0792,0.0198,1996
Wisconsin,WAUPACA,19243,0.451,0.4053,0.128,0.0156,1996
Wisconsin,WAUSHARA,8830,0.4046,0.4331,0.1431,0.0191,1996
Wisconsin,WINNEBAGO,65247,0.4273,0.4531,0.1001,0.0195,1996
Wisconsin,WOOD,32500,0.3897,0.4508,0.1415,0.018,1996
Wyoming,ALBANY,13936,0.4282,0.4592,0.0957,0.017,1996
Wyoming,BIG HORN,4839,0.583,0.2972,0.1126,0.0072,1996
Wyoming,CAMPBELL,11889,0.5368,0.2917,0.1644,0.0071,1996
Wyoming,CARBON,6517,0.4496,0.4128,0.1312,0.0064,1996
Wyoming,CONVERSE,4911,0.5502,0.3095,0.1301,0.0102,1996
Wyoming,CROOK,2787,0.6093,0.2336,0.1414,0.0158,1996
Wyoming,FREMONT,15024,0.5028,0.3624,0.1225,0.0123,1996
Wyoming,GOSHEN,5513,0.5422,0.3488,0.0992,0.0098,1996
Wyoming,HOT SPRINGS,2436,0.5534,0.3198,0.1178,0.009,1996
Wyoming,JOHNSON,3309,0.6259,0.2463,0.1142,0.0136,1996
Wyoming,LARAMIE,33869,0.4997,0.4038,0.0873,0.0092,1996
Wyoming,LINCOLN,6536,0.5759,0.2759,0.1386,0.0096,1996
Wyoming,NATRONA,28215,0.4672,0.3984,0.1249,0.0095,1996
Wyoming,NIOBRARA,1305,0.5801,0.249,0.1602,0.0107,1996
Wyoming,PARK,12098,0.6142,0.2678,0.1089,0.0091,1996
Wyoming,PLATTE,4408,0.4889,0.37,0.1314,0.0098,1996
Wyoming,SHERIDAN,12046,0.4891,0.3814,0.1174,0.0121,1996
Wyoming,SUBLETTE,2943,0.6215,0.23,0.1363,0.0122,1996
Wyoming,SWEETWATER,15634,0.3576,0.4534,0.1786,0.0104,1996
Wyoming,TETON,8998,0.4354,0.4492,0.0932,0.0221,1996
Wyoming,UINTA,7218,0.4809,0.3344,0.1721,0.0126,1996
Wyoming,WASHAKIE,3966,0.5673,0.3038,0.1185,0.0103,1996
Wyoming,WESTON,3174,0.5555,0.2744,0.1588,0.0113,1996
Alabama,AUTAUGA,17208,0.6969,0.2872,0.0093,0.0066,2000
Alabama,BALDWIN,56480,0.7237,0.2478,0.0183,0.0102,2000
Alabama,BARBOUR,4116,0.4519,0.5338,0.0049,0.0095,2000
Alabama,BIBB,7101,0.6017,0.3816,0.0073,0.0093,2000
Alabama,BLOUNT,17973,0.7048,0.2769,0.0086,0.0097,2000
Alabama,BULLOCK,4904,0.2922,0.6923,0.0049,0.0106,2000
Alabama,BUTLER,7803,0.5289,0.4621,0.0046,0.0044,2000
Alabama,CALHOUN,38909,0.5733,0.4056,0.0124,0.0088,2000
Alabama,CHAMBERS,11834,0.5101,0.4746,0.008,0.0073,2000
Alabama,CHEROKEE,7823,0.531,0.447,0.0098,0.0121,2000
Alabama,CHILTON,15092,0.667,0.3184,0.0061,0.0085,2000
Alabama,CHOCTAW,7374,0.4882,0.5027,0.0045,0.0046,2000
Alabama,CLARKE,10752,0.5569,0.4352,0.0031,0.0048,2000
Alabama,CLAY,5883,0.6322,0.3476,0.0088,0.0114,2000
