"Office","State","RaceDate","CensusPop","Area","AreaType","TotalVotes","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","OtherVotes","PluralityVotes","PluralityParty","RepVotesTotalPercent","DemVotesTotalPercent","ThirdVotesTotalPercent","OtherVotesTotalPercent","RepVotesMajorPercent","DemVotesMajorPercent","RaceNotes","TitleNotes","OtherNotes"
"President","Georgia","19681105","N/A","BURKE","County","4,894","1,416","Nixon, Richard M.","Challenger","1,676","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","1,802","Wallace, George C.","Challenger","N/A","126","AIP","28.93","34.25","36.82",".00","45.80","54.20","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","BUTTS","County","3,033","584","Nixon, Richard M.","Challenger","959","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","1,490","Wallace, George C.","Challenger","N/A","531","AIP","19.25","31.62","49.13",".00","37.85","62.15","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CALHOUN","County","1,910","234","Nixon, Richard M.","Challenger","697","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","979","Wallace, George C.","Challenger","N/A","282","AIP","12.25","36.49","51.26",".00","25.13","74.87","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CAMDEN","County","3,885","751","Nixon, Richard M.","Challenger","1,146","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","1,988","Wallace, George C.","Challenger","N/A","842","AIP","19.33","29.50","51.17",".00","39.59","60.41","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CANDLER","County","2,763","552","Nixon, Richard M.","Challenger","587","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","1,624","Wallace, George C.","Challenger","N/A","1,037","AIP","19.98","21.25","58.78",".00","48.46","51.54","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CARROLL","County","11,970","3,135","Nixon, Richard M.","Challenger","2,326","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","6,509","Wallace, George C.","Challenger","N/A","3,374","AIP","26.19","19.43","54.38",".00","57.41","42.59","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CATOOSA","County","9,393","2,043","Nixon, Richard M.","Challenger","901","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","6,449","Wallace, George C.","Challenger","N/A","4,406","AIP","21.75","9.59","68.66",".00","69.40","30.60","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CHARLTON","County","1,944","332","Nixon, Richard M.","Challenger","455","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","1,157","Wallace, George C.","Challenger","N/A","702","AIP","17.08","23.41","59.52",".00","42.19","57.81","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CHATHAM","County","53,545","18,106","Nixon, Richard M.","Challenger","18,201","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","17,238","Wallace, George C.","Challenger","N/A","95","D","33.81","33.99","32.19",".00","49.87","50.13","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CHATTAHOOCHEE","County","521","70","Nixon, Richard M.","Challenger","148","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","303","Wallace, George C.","Challenger","N/A","155","AIP","13.44","28.41","58.16",".00","32.11","67.89","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CHATTOOGA","County","5,366","1,087","Nixon, Richard M.","Challenger","1,255","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","3,024","Wallace, George C.","Challenger","N/A","1,769","AIP","20.26","23.39","56.35",".00","46.41","53.59","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CHEROKEE","County","7,462","2,675","Nixon, Richard M.","Challenger","1,434","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","3,351","Wallace, George C.","Challenger","2","676","AIP","35.85","19.22","44.91",".03","65.10","34.90","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CLARKE","County","14,808","5,800","Nixon, Richard M.","Challenger","5,543","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","3,452","Wallace, George C.","Challenger","13","257","R","39.17","37.43","23.31",".09","51.13","48.87","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CLAY","County","1,258","133","Nixon, Richard M.","Challenger","516","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","608","Wallace, George C.","Challenger","1","92","AIP","10.57","41.02","48.33",".08","20.49","79.51","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CLAYTON","County","23,438","8,256","Nixon, Richard M.","Challenger","3,510","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","11,665","Wallace, George C.","Challenger","7","3,409","AIP","35.22","14.98","49.77",".03","70.17","29.83","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CLINCH","County","1,780","304","Nixon, Richard M.","Challenger","334","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","1,142","Wallace, George C.","Challenger","N/A","808","AIP","17.08","18.76","64.16",".00","47.65","52.35","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","COBB","County","45,209","18,649","Nixon, Richard M.","Challenger","8,755","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","17,805","Wallace, George C.","Challenger","N/A","844","R","41.25","19.37","39.38",".00","68.05","31.95","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","COFFEE","County","6,357","1,241","Nixon, Richard M.","Challenger","1,331","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","3,785","Wallace, George C.","Challenger","N/A","2,454","AIP","19.52","20.94","59.54",".00","48.25","51.75","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","COLQUITT","County","9,326","1,882","Nixon, Richard M.","Challenger","1,119","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","6,325","Wallace, George C.","Challenger","N/A","4,443","AIP","20.18","12.00","67.82",".00","62.71","37.29","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","COLUMBIA","County","4,748","1,636","Nixon, Richard M.","Challenger","905","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","2,207","Wallace, George C.","Challenger","N/A","571","AIP","34.46","19.06","46.48",".00","64.38","35.62","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","COOK","County","3,564","521","Nixon, Richard M.","Challenger","603","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","2,438","Wallace, George C.","Challenger","2","1,835","AIP","14.62","16.92","68.41",".06","46.35","53.65","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","COWETA","County","7,437","2,442","Nixon, Richard M.","Challenger","1,204","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","3,791","Wallace, George C.","Challenger","N/A","1,349","AIP","32.84","16.19","50.97",".00","66.98","33.02","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CRAWFORD","County","1,621","246","Nixon, Richard M.","Challenger","489","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","886","Wallace, George C.","Challenger","N/A","397","AIP","15.18","30.17","54.66",".00","33.47","66.53","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","CRISP","County","5,223","935","Nixon, Richard M.","Challenger","1,017","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","3,271","Wallace, George C.","Challenger","N/A","2,254","AIP","17.90","19.47","62.63",".00","47.90","52.10","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","DADE","County","3,355","613","Nixon, Richard M.","Challenger","282","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","2,460","Wallace, George C.","Challenger","N/A","1,847","AIP","18.27","8.41","73.32",".00","68.49","31.51","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","DAWSON","County","1,600","509","Nixon, Richard M.","Challenger","246","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","845","Wallace, George C.","Challenger","N/A","336","AIP","31.81","15.38","52.81",".00","67.42","32.58","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","DECATUR","County","7,054","749","Nixon, Richard M.","Challenger","1,729","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","4,576","Wallace, George C.","Challenger","N/A","2,847","AIP","10.62","24.51","64.87",".00","30.23","69.77","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","DEKALB","County","104,237","52,485","Nixon, Richard M.","Challenger","27,796","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","23,954","Wallace, George C.","Challenger","2","24,689","R","50.35","26.67","22.98",".00","65.38","34.62","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","DODGE","County","5,691","1,055","Nixon, Richard M.","Challenger","1,230","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","3,406","Wallace, George C.","Challenger","N/A","2,176","AIP","18.54","21.61","59.85",".00","46.17","53.83","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","DOOLY","County","3,136","454","Nixon, Richard M.","Challenger","879","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","1,803","Wallace, George C.","Challenger","N/A","924","AIP","14.48","28.03","57.49",".00","34.06","65.94","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","DOUGHERTY","County","18,762","5,611","Nixon, Richard M.","Challenger","3,831","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","9,317","Wallace, George C.","Challenger","3","3,706","AIP","29.91","20.42","49.66",".02","59.43","40.57","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","DOUGLAS","County","7,249","1,848","Nixon, Richard M.","Challenger","1,242","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","4,159","Wallace, George C.","Challenger","N/A","2,311","AIP","25.49","17.13","57.37",".00","59.81","40.19","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","EARLY","County","3,909","327","Nixon, Richard M.","Challenger","785","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","2,797","Wallace, George C.","Challenger","N/A","2,012","AIP","8.37","20.08","71.55",".00","29.41","70.59","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
"President","Georgia","19681105","N/A","ECHOLS","County","642","53","Nixon, Richard M.","Challenger","56","Humphrey, Hubert Horatio Jr.","Challenger","American Independent","533","Wallace, George C.","Challenger","N/A","477","AIP","8.26","8.72","83.02",".00","48.62","51.38","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.","In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",""
