"Office","State","RaceDate","CensusPop","Area","AreaType","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","OtherVotes","PluralityVotes","PluralityParty","ThirdVotesTotalPercent","RepVotesMajorPercent","DemVotesMajorPercent","RaceNotes","TitleNotes","OtherNotes"
"Senate","Idaho","20101102","N/A","ADA","County","80,273","Crapo, Michael D.","Incumbent","36,377","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","3,656","43,896","R",".00","68.82","31.18","","",""
"Senate","Idaho","20101102","N/A","ADAMS","County","1,225","Crapo, Michael D.","Incumbent","338","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","95","887","R",".00","78.37","21.63","","",""
"Senate","Idaho","20101102","N/A","BANNOCK","County","14,636","Crapo, Michael D.","Incumbent","7,988","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","867","6,648","R",".00","64.69","35.31","","",""
"Senate","Idaho","20101102","N/A","BEAR LAKE","County","1,771","Crapo, Michael D.","Incumbent","331","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","104","1,440","R",".00","84.25","15.75","","",""
"Senate","Idaho","20101102","N/A","BENEWAH","County","2,140","Crapo, Michael D.","Incumbent","673","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","185","1,467","R",".00","76.08","23.92","","",""
"Senate","Idaho","20101102","N/A","BINGHAM","County","9,225","Crapo, Michael D.","Incumbent","2,182","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","440","7,043","R",".00","80.87","19.13","","",""
"Senate","Idaho","20101102","N/A","BLAINE","County","3,246","Crapo, Michael D.","Incumbent","3,213","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","117","33","R",".00","50.26","49.74","","",""
"Senate","Idaho","20101102","N/A","BOISE","County","2,022","Crapo, Michael D.","Incumbent","580","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","147","1,442","R",".00","77.71","22.29","","",""
"Senate","Idaho","20101102","N/A","BONNER","County","9,372","Crapo, Michael D.","Incumbent","4,032","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","560","5,340","R",".00","69.92","30.08","","",""
"Senate","Idaho","20101102","N/A","BONNEVILLE","County","22,073","Crapo, Michael D.","Incumbent","5,937","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","1,196","16,136","R",".00","78.80","21.20","","",""
"Senate","Idaho","20101102","N/A","BOUNDARY","County","2,495","Crapo, Michael D.","Incumbent","775","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","237","1,720","R",".00","76.30","23.70","","",""
"Senate","Idaho","20101102","N/A","BUTTE","County","872","Crapo, Michael D.","Incumbent","209","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","58","663","R",".00","80.67","19.33","","",""
"Senate","Idaho","20101102","N/A","CAMAS","County","343","Crapo, Michael D.","Incumbent","74","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","33","269","R",".00","82.25","17.75","","",""
"Senate","Idaho","20101102","N/A","CANYON","County","34,000","Crapo, Michael D.","Incumbent","8,360","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","1,655","25,640","R",".00","80.26","19.74","","",""
"Senate","Idaho","20101102","N/A","CARIBOU","County","1,819","Crapo, Michael D.","Incumbent","323","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","112","1,496","R",".00","84.92","15.08","","",""
"Senate","Idaho","20101102","N/A","CASSIA","County","4,789","Crapo, Michael D.","Incumbent","537","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","244","4,252","R",".00","89.92","10.08","","",""
"Senate","Idaho","20101102","N/A","CLARK","County","283","Crapo, Michael D.","Incumbent","40","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","18","243","R",".00","87.62","12.38","","",""
"Senate","Idaho","20101102","N/A","CLEARWATER","County","2,049","Crapo, Michael D.","Incumbent","712","Sullivan, P. Tom","Challenger","N/A","N/A","N/A","N/A","123","1,337","R",".00","74.21","25.79","","",""
