"Office","State","RaceDate","CensusPop","Area","AreaType","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","OtherVotes","PluralityVotes","PluralityParty","ThirdVotesTotalPercent","RepVotesMajorPercent","DemVotesMajorPercent","RaceNotes","TitleNotes","OtherNotes"
"Senate","Michigan","20061107","N/A","ALCONA","County","2,196","Bouchard, Michael","Challenger","3,158","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","88","962","D",".00","41.02","58.98","","",""
"Senate","Michigan","20061107","N/A","ALGER","County","1,407","Bouchard, Michael","Challenger","2,257","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","78","850","D",".00","38.40","61.60","","",""
"Senate","Michigan","20061107","N/A","ALLEGAN","County","24,675","Bouchard, Michael","Challenger","18,854","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","927","5,821","R",".00","56.69","43.31","","",""
"Senate","Michigan","20061107","N/A","ALPENA","County","3,971","Bouchard, Michael","Challenger","7,832","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","175","3,861","D",".00","33.64","66.36","","",""
"Senate","Michigan","20061107","N/A","ANTRIM","County","5,884","Bouchard, Michael","Challenger","5,224","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","245","660","R",".00","52.97","47.03","","",""
"Senate","Michigan","20061107","N/A","ARENAC","County","2,588","Bouchard, Michael","Challenger","3,913","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","141","1,325","D",".00","39.81","60.19","","",""
"Senate","Michigan","20061107","N/A","BARAGA","County","1,211","Bouchard, Michael","Challenger","1,928","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","68","717","D",".00","38.58","61.42","","",""
"Senate","Michigan","20061107","N/A","BARRY","County","12,949","Bouchard, Michael","Challenger","11,626","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","611","1,323","R",".00","52.69","47.31","","",""
"Senate","Michigan","20061107","N/A","BAY","County","16,540","Bouchard, Michael","Challenger","28,992","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","741","12,452","D",".00","36.33","63.67","","",""
"Senate","Michigan","20061107","N/A","BENZIE","County","3,715","Bouchard, Michael","Challenger","4,323","Stabenow, Debbie","Incumbent","N/A","N/A","N/A","N/A","179","608","D",".00","46.22","53.78","","",""
