office,state,date,county,rep_votes,rep_candidate,rep_status,dem_votes,dem_candidate,dem_status,third,third_votes,third_candidate,third_status,other_votes,plurality_votes,plurality_party,pct_third,pct_rep,pct_dem,year
Governor,Washington,19921103,ADAMS,"2,807","Eikenberry, Ken",Challenger,"1,750","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"1,057",R,0,61.6,38.4,1992
Governor,Washington,19921103,ASOTIN,"4,035","Eikenberry, Ken",Challenger,"3,436","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,599,R,0,54.01,45.99,1992
Governor,Washington,19921103,BENTON,"29,614","Eikenberry, Ken",Challenger,"21,872","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"7,742",R,0,57.52,42.48,1992
Governor,Washington,19921103,CHELAN,"14,379","Eikenberry, Ken",Challenger,"8,666","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"5,713",R,0,62.4,37.6,1992
Governor,Washington,19921103,CLALLAM,"16,330","Eikenberry, Ken",Challenger,"12,049","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"4,281",R,0,57.54,42.46,1992
Governor,Washington,19921103,CLARK,"55,780","Eikenberry, Ken",Challenger,"48,292","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"7,488",R,0,53.6,46.4,1992
Governor,Washington,19921103,COLUMBIA,"1,313","Eikenberry, Ken",Challenger,599,"Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,714,R,0,68.67,31.33,1992
Governor,Washington,19921103,COWLITZ,"17,381","Eikenberry, Ken",Challenger,"16,677","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,704,R,0,51.03,48.97,1992
Governor,Washington,19921103,DOUGLAS,"6,785","Eikenberry, Ken",Challenger,"4,139","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"2,646",R,0,62.11,37.89,1992
Governor,Washington,19921103,FERRY,"1,459","Eikenberry, Ken",Challenger,"1,062","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,397,R,0,57.87,42.13,1992
Governor,Washington,19921103,FRANKLIN,"6,531","Eikenberry, Ken",Challenger,"5,474","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"1,057",R,0,54.4,45.6,1992
Governor,Washington,19921103,GARFIELD,878,"Eikenberry, Ken",Challenger,426,"Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,452,R,0,67.33,32.67,1992
Governor,Washington,19921103,GRANT,"13,688","Eikenberry, Ken",Challenger,"7,991","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"5,697",R,0,63.14,36.86,1992
Governor,Washington,19921103,GRAYS HARBOR,"12,060","Eikenberry, Ken",Challenger,"14,986","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"2,926",D,0,44.59,55.41,1992
Governor,Washington,19921103,ISLAND,"14,704","Eikenberry, Ken",Challenger,"12,429","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"2,275",R,0,54.19,45.81,1992
Governor,Washington,19921103,JEFFERSON,"5,820","Eikenberry, Ken",Challenger,"7,047","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"1,227",D,0,45.23,54.77,1992
Governor,Washington,19921103,KING,"305,326","Eikenberry, Ken",Challenger,"466,506","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"161,180",D,0,39.56,60.44,1992
Governor,Washington,19921103,KITSAP,"44,852","Eikenberry, Ken",Challenger,"42,562","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"2,290",R,0,51.31,48.69,1992
Governor,Washington,19921103,KITTITAS,"5,978","Eikenberry, Ken",Challenger,"6,232","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,254,D,0,48.96,51.04,1992
Governor,Washington,19921103,KLICKITAT,"3,752","Eikenberry, Ken",Challenger,"2,883","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,869,R,0,56.55,43.45,1992
Governor,Washington,19921103,LEWIS,"19,003","Eikenberry, Ken",Challenger,"7,938","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"11,065",R,0,70.54,29.46,1992
Governor,Washington,19921103,LINCOLN,"3,223","Eikenberry, Ken",Challenger,"1,717","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"1,506",R,0,65.24,34.76,1992
Governor,Washington,19921103,MASON,"10,111","Eikenberry, Ken",Challenger,"9,548","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,563,R,0,51.43,48.57,1992
Governor,Washington,19921103,OKANOGAN,"7,712","Eikenberry, Ken",Challenger,"5,139","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"2,573",R,0,60.01,39.99,1992
Governor,Washington,19921103,PACIFIC,"4,254","Eikenberry, Ken",Challenger,"4,933","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,679,D,0,46.3,53.7,1992
Governor,Washington,19921103,PEND OREILLE,"2,726","Eikenberry, Ken",Challenger,"1,919","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,807,R,0,58.69,41.31,1992
Governor,Washington,19921103,PIERCE,"117,623","Eikenberry, Ken",Challenger,"120,968","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"3,345",D,0,49.3,50.7,1992
Governor,Washington,19921103,SAN JUAN,"3,123","Eikenberry, Ken",Challenger,"3,758","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,635,D,0,45.39,54.61,1992
Governor,Washington,19921103,SKAGIT,"21,560","Eikenberry, Ken",Challenger,"18,784","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"2,776",R,0,53.44,46.56,1992
Governor,Washington,19921103,SKAMANIA,"1,883","Eikenberry, Ken",Challenger,"1,657","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,226,R,0,53.19,46.81,1992
Governor,Washington,19921103,SNOHOMISH,"106,196","Eikenberry, Ken",Challenger,"117,000","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"10,804",D,0,47.58,52.42,1992
Governor,Washington,19921103,SPOKANE,"93,269","Eikenberry, Ken",Challenger,"74,262","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"19,007",R,0,55.67,44.33,1992
Governor,Washington,19921103,STEVENS,"9,217","Eikenberry, Ken",Challenger,"5,447","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"3,770",R,0,62.85,37.15,1992
Governor,Washington,19921103,THURSTON,"37,038","Eikenberry, Ken",Challenger,"46,666","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"9,628",D,0,44.25,55.75,1992
Governor,Washington,19921103,WAHKIAKUM,966,"Eikenberry, Ken",Challenger,775,"Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,191,R,0,55.49,44.51,1992
Governor,Washington,19921103,WALLA WALLA,"11,333","Eikenberry, Ken",Challenger,"8,330","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"3,003",R,0,57.64,42.36,1992
Governor,Washington,19921103,WHATCOM,"31,756","Eikenberry, Ken",Challenger,"31,113","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,643,R,0,50.51,49.49,1992
Governor,Washington,19921103,WHITMAN,"8,883","Eikenberry, Ken",Challenger,"8,459","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,424,R,0,51.22,48.78,1992
Governor,Washington,19921103,YAKIMA,"32,868","Eikenberry, Ken",Challenger,"30,824","Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,N/A,"2,044",R,0,51.6,48.4,1992
Governor,Washington,19921103,Votes Not Reported by County,N/A,"Eikenberry, Ken",Challenger,N/A,"Lowry, Mike",Challenger,N/A,N/A,N/A,N/A,295,295,O,0,0,0,1992
Governor,West Virginia,19921103,BARBOUR,"2,699","Benedict, Cleveland K.",Challenger,"3,805","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,326,"1,106",D,0,41.5,58.5,1992
Governor,West Virginia,19921103,BERKELEY,"8,605","Benedict, Cleveland K.",Challenger,"9,969","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,338,"1,364",D,0,46.33,53.67,1992
Governor,West Virginia,19921103,BOONE,"2,069","Benedict, Cleveland K.",Challenger,"6,543","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,661,"4,474",D,0,24.02,75.98,1992
Governor,West Virginia,19921103,BRAXTON,"1,872","Benedict, Cleveland K.",Challenger,"3,316","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,416,"1,444",D,0,36.08,63.92,1992
Governor,West Virginia,19921103,BROOKE,"3,190","Benedict, Cleveland K.",Challenger,"6,322","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,405,"3,132",D,0,33.54,66.46,1992
Governor,West Virginia,19921103,CABELL,"10,746","Benedict, Cleveland K.",Challenger,"18,674","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"2,984","7,928",D,0,36.53,63.47,1992
Governor,West Virginia,19921103,CALHOUN,"1,333","Benedict, Cleveland K.",Challenger,"1,464","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,331,131,D,0,47.66,52.34,1992
Governor,West Virginia,19921103,CLAY,"1,386","Benedict, Cleveland K.",Challenger,"1,814","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,350,428,D,0,43.31,56.69,1992
Governor,West Virginia,19921103,DODDRIDGE,"1,512","Benedict, Cleveland K.",Challenger,"1,161","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,245,351,R,0,56.57,43.43,1992
Governor,West Virginia,19921103,FAYETTE,"4,395","Benedict, Cleveland K.",Challenger,"8,908","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,797","4,513",D,0,33.04,66.96,1992
Governor,West Virginia,19921103,GILMER,"1,250","Benedict, Cleveland K.",Challenger,"1,554","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,272,304,D,0,44.58,55.42,1992
Governor,West Virginia,19921103,GRANT,"2,739","Benedict, Cleveland K.",Challenger,"1,356","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,53,"1,383",R,0,66.89,33.11,1992
Governor,West Virginia,19921103,GREENBRIER,"5,683","Benedict, Cleveland K.",Challenger,"5,159","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,804,524,R,0,52.42,47.58,1992
Governor,West Virginia,19921103,HAMPSHIRE,"2,990","Benedict, Cleveland K.",Challenger,"2,850","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,123,140,R,0,51.2,48.8,1992
Governor,West Virginia,19921103,HANCOCK,"4,927","Benedict, Cleveland K.",Challenger,"8,700","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,420,"3,773",D,0,36.16,63.84,1992
Governor,West Virginia,19921103,HARDY,"2,032","Benedict, Cleveland K.",Challenger,"2,456","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,45,424,D,0,45.28,54.72,1992
Governor,West Virginia,19921103,HARRISON,"8,195","Benedict, Cleveland K.",Challenger,"18,335","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"2,784","10,140",D,0,30.89,69.11,1992
Governor,West Virginia,19921103,JACKSON,"4,559","Benedict, Cleveland K.",Challenger,"5,307","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,062",748,D,0,46.21,53.79,1992
Governor,West Virginia,19921103,JEFFERSON,"4,887","Benedict, Cleveland K.",Challenger,"6,391","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,197,"1,504",D,0,43.33,56.67,1992
Governor,West Virginia,19921103,KANAWHA,"29,802","Benedict, Cleveland K.",Challenger,"40,285","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"8,661","10,483",D,0,42.52,57.48,1992
Governor,West Virginia,19921103,LEWIS,"2,175","Benedict, Cleveland K.",Challenger,"4,009","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,263,"1,834",D,0,35.17,64.83,1992
Governor,West Virginia,19921103,LINCOLN,"2,857","Benedict, Cleveland K.",Challenger,"4,158","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,691,"1,301",D,0,40.73,59.27,1992
Governor,West Virginia,19921103,LOGAN,"3,378","Benedict, Cleveland K.",Challenger,"10,460","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,382","7,082",D,0,24.41,75.59,1992
Governor,West Virginia,19921103,MARION,"6,098","Benedict, Cleveland K.",Challenger,"15,989","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"2,572","9,891",D,0,27.61,72.39,1992
Governor,West Virginia,19921103,MARSHALL,"5,459","Benedict, Cleveland K.",Challenger,"8,299","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,720,"2,840",D,0,39.68,60.32,1992
Governor,West Virginia,19921103,MASON,"3,445","Benedict, Cleveland K.",Challenger,"6,040","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,393","2,595",D,0,36.32,63.68,1992
Governor,West Virginia,19921103,MCDOWELL,"1,685","Benedict, Cleveland K.",Challenger,"7,227","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,374,"5,542",D,0,18.91,81.09,1992
Governor,West Virginia,19921103,MERCER,"6,952","Benedict, Cleveland K.",Challenger,"10,925","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,354","3,973",D,0,38.89,61.11,1992
Governor,West Virginia,19921103,MINERAL,"5,241","Benedict, Cleveland K.",Challenger,"5,278","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,41,37,D,0,49.82,50.18,1992
Governor,West Virginia,19921103,MINGO,"2,257","Benedict, Cleveland K.",Challenger,"7,823","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,275,"5,566",D,0,22.39,77.61,1992
Governor,West Virginia,19921103,MONONGALIA,"8,535","Benedict, Cleveland K.",Challenger,"17,365","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"2,011","8,830",D,0,32.95,67.05,1992
Governor,West Virginia,19921103,MONROE,"2,456","Benedict, Cleveland K.",Challenger,"2,590","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,247,134,D,0,48.67,51.33,1992
Governor,West Virginia,19921103,MORGAN,"2,867","Benedict, Cleveland K.",Challenger,"2,166","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,130,701,R,0,56.96,43.04,1992
Governor,West Virginia,19921103,NICHOLAS,"3,271","Benedict, Cleveland K.",Challenger,"4,812","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,064","1,541",D,0,40.47,59.53,1992
Governor,West Virginia,19921103,OHIO,"7,196","Benedict, Cleveland K.",Challenger,"12,148","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,777,"4,952",D,0,37.2,62.8,1992
Governor,West Virginia,19921103,PENDLETON,"1,610","Benedict, Cleveland K.",Challenger,"1,834","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,33,224,D,0,46.75,53.25,1992
Governor,West Virginia,19921103,PLEASANTS,"1,481","Benedict, Cleveland K.",Challenger,"1,580","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,203,99,D,0,48.38,51.62,1992
Governor,West Virginia,19921103,POCAHONTAS,"1,806","Benedict, Cleveland K.",Challenger,"1,535","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,355,271,R,0,54.06,45.94,1992
Governor,West Virginia,19921103,PRESTON,"4,866","Benedict, Cleveland K.",Challenger,"4,995","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,371,129,D,0,49.35,50.65,1992
Governor,West Virginia,19921103,PUTNAM,"7,538","Benedict, Cleveland K.",Challenger,"7,567","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,827",29,D,0,49.9,50.1,1992
Governor,West Virginia,19921103,RALEIGH,"8,281","Benedict, Cleveland K.",Challenger,"12,840","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"2,484","4,559",D,0,39.21,60.79,1992
Governor,West Virginia,19921103,RANDOLPH,"3,583","Benedict, Cleveland K.",Challenger,"5,908","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,357,"2,325",D,0,37.75,62.25,1992
Governor,West Virginia,19921103,RITCHIE,"2,122","Benedict, Cleveland K.",Challenger,"1,784","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,374,338,R,0,54.33,45.67,1992
Governor,West Virginia,19921103,ROANE,"2,305","Benedict, Cleveland K.",Challenger,"2,568","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,696,263,D,0,47.3,52.7,1992
Governor,West Virginia,19921103,SUMMERS,"1,727","Benedict, Cleveland K.",Challenger,"2,504","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,N/A,777,D,0,40.82,59.18,1992
Governor,West Virginia,19921103,TAYLOR,"2,275","Benedict, Cleveland K.",Challenger,"3,477","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,322,"1,202",D,0,39.55,60.45,1992
Governor,West Virginia,19921103,TUCKER,"1,460","Benedict, Cleveland K.",Challenger,"1,959","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,123,499,D,0,42.7,57.3,1992
Governor,West Virginia,19921103,TYLER,"1,735","Benedict, Cleveland K.",Challenger,"2,108","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,268,373,D,0,45.15,54.85,1992
Governor,West Virginia,19921103,UPSHUR,"3,677","Benedict, Cleveland K.",Challenger,"3,904","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,475,227,D,0,48.5,51.5,1992
Governor,West Virginia,19921103,WAYNE,"5,256","Benedict, Cleveland K.",Challenger,"8,959","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,097","3,703",D,0,36.98,63.02,1992
Governor,West Virginia,19921103,WEBSTER,"1,005","Benedict, Cleveland K.",Challenger,"2,081","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,410,"1,076",D,0,32.57,67.43,1992
Governor,West Virginia,19921103,WETZEL,"2,489","Benedict, Cleveland K.",Challenger,"4,622","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,248,"2,133",D,0,35,65,1992
Governor,West Virginia,19921103,WIRT,909,"Benedict, Cleveland K.",Challenger,"1,202","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,192,293,D,0,43.06,56.94,1992
Governor,West Virginia,19921103,WOOD,"14,834","Benedict, Cleveland K.",Challenger,"17,781","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,888","2,947",D,0,45.48,54.52,1992
Governor,West Virginia,19921103,WYOMING,"2,688","Benedict, Cleveland K.",Challenger,"5,436","Caperton, Gaston",Incumbent,N/A,N/A,N/A,N/A,"1,210","2,748",D,0,33.09,66.91,1992
Governor,Delaware,19921103,KENT,"13,406","Scott, B. Gary",Challenger,"24,734","Carper, Thomas R.",Challenger,N/A,N/A,N/A,N/A,"1,018","11,328",D,0,35.15,64.85,1992
Governor,Delaware,19921103,NEW CASTLE,"58,609","Scott, B. Gary",Challenger,"124,601","Carper, Thomas R.",Challenger,N/A,N/A,N/A,N/A,"5,047","65,992",D,0,31.99,68.01,1992
Governor,Delaware,19921103,SUSSEX,"18,710","Scott, B. Gary",Challenger,"30,030","Carper, Thomas R.",Challenger,N/A,N/A,N/A,N/A,903,"11,320",D,0,38.39,61.61,1992
Governor,Indiana,19921103,ADAMS,"4,533","Pearson, Linley E.",Challenger,"7,906","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,163,"3,373",D,0,36.44,63.56,1992
Governor,Indiana,19921103,ALLEN,"46,056","Pearson, Linley E.",Challenger,"71,007","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,"1,443","24,951",D,0,39.34,60.66,1992
Governor,Indiana,19921103,BARTHOLOMEW,"10,183","Pearson, Linley E.",Challenger,"16,355","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,294,"6,172",D,0,38.37,61.63,1992
Governor,Indiana,19921103,BENTON,"1,743","Pearson, Linley E.",Challenger,"2,457","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,81,714,D,0,41.5,58.5,1992
Governor,Indiana,19921103,BLACKFORD,"1,807","Pearson, Linley E.",Challenger,"3,770","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,74,"1,963",D,0,32.4,67.6,1992
Governor,Indiana,19921103,BOONE,"8,365","Pearson, Linley E.",Challenger,"8,568","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,58,203,D,0,49.4,50.6,1992
Governor,Indiana,19921103,BROWN,"2,094","Pearson, Linley E.",Challenger,"3,941","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,62,"1,847",D,0,34.7,65.3,1992
Governor,Indiana,19921103,CARROLL,"3,474","Pearson, Linley E.",Challenger,"4,919","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,42,"1,445",D,0,41.39,58.61,1992
Governor,Indiana,19921103,CASS,"6,720","Pearson, Linley E.",Challenger,"8,932","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,50,"2,212",D,0,42.93,57.07,1992
Governor,Indiana,19921103,CLARK,"9,384","Pearson, Linley E.",Challenger,"23,825","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,121,"14,441",D,0,28.26,71.74,1992
Governor,Indiana,19921103,CLAY,"3,230","Pearson, Linley E.",Challenger,"6,744","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,106,"3,514",D,0,32.38,67.62,1992
Governor,Indiana,19921103,CLINTON,"6,640","Pearson, Linley E.",Challenger,"5,309","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,80,"1,331",R,0,55.57,44.43,1992
Governor,Indiana,19921103,CRAWFORD,"1,765","Pearson, Linley E.",Challenger,"3,005","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,12,"1,240",D,0,37,63,1992
Governor,Indiana,19921103,DAVIESS,"4,439","Pearson, Linley E.",Challenger,"5,755","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,66,"1,316",D,0,43.55,56.45,1992
Governor,Indiana,19921103,DEARBORN,"6,265","Pearson, Linley E.",Challenger,"7,699","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,105,"1,434",D,0,44.87,55.13,1992
Governor,Indiana,19921103,DECATUR,"3,713","Pearson, Linley E.",Challenger,"6,328","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,159,"2,615",D,0,36.98,63.02,1992
Governor,Indiana,19921103,DEKALB,"6,357","Pearson, Linley E.",Challenger,"7,565","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,59,"1,208",D,0,45.66,54.34,1992
Governor,Indiana,19921103,DELAWARE,"15,932","Pearson, Linley E.",Challenger,"32,802","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,922,"16,870",D,0,32.69,67.31,1992
Governor,Indiana,19921103,DUBOIS,"5,151","Pearson, Linley E.",Challenger,"9,884","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,35,"4,733",D,0,34.26,65.74,1992
Governor,Indiana,19921103,ELKHART,"22,616","Pearson, Linley E.",Challenger,"28,271","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,682,"5,655",D,0,44.44,55.56,1992
Governor,Indiana,19921103,FAYETTE,"3,778","Pearson, Linley E.",Challenger,"6,257","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,45,"2,479",D,0,37.65,62.35,1992
Governor,Indiana,19921103,FLOYD,"8,875","Pearson, Linley E.",Challenger,"18,956","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,61,"10,081",D,0,31.89,68.11,1992
Governor,Indiana,19921103,FOUNTAIN,"3,215","Pearson, Linley E.",Challenger,"4,989","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,143,"1,774",D,0,39.19,60.81,1992
Governor,Indiana,19921103,FRANKLIN,"2,974","Pearson, Linley E.",Challenger,"4,564","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,155,"1,590",D,0,39.45,60.55,1992
Governor,Indiana,19921103,FULTON,"3,428","Pearson, Linley E.",Challenger,"4,877","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,129,"1,449",D,0,41.28,58.72,1992
Governor,Indiana,19921103,GIBSON,"4,153","Pearson, Linley E.",Challenger,"9,832","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,162,"5,679",D,0,29.7,70.3,1992
Governor,Indiana,19921103,GRANT,"11,043","Pearson, Linley E.",Challenger,"16,566","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,293,"5,523",D,0,40,60,1992
Governor,Indiana,19921103,GREENE,"4,440","Pearson, Linley E.",Challenger,"8,594","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,47,"4,154",D,0,34.06,65.94,1992
Governor,Indiana,19921103,HAMILTON,"26,040","Pearson, Linley E.",Challenger,"27,499","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,586,"1,459",D,0,48.64,51.36,1992
Governor,Indiana,19921103,HANCOCK,"8,604","Pearson, Linley E.",Challenger,"11,434","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,348,"2,830",D,0,42.94,57.06,1992
Governor,Indiana,19921103,HARRISON,"3,726","Pearson, Linley E.",Challenger,"9,581","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,217,"5,855",D,0,28,72,1992
Governor,Indiana,19921103,HENDRICKS,"15,412","Pearson, Linley E.",Challenger,"16,453","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,436,"1,041",D,0,48.37,51.63,1992
Governor,Indiana,19921103,HENRY,"7,174","Pearson, Linley E.",Challenger,"12,323","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,309,"5,149",D,0,36.8,63.2,1992
Governor,Indiana,19921103,HOWARD,"12,730","Pearson, Linley E.",Challenger,"19,824","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,457,"7,094",D,0,39.1,60.9,1992
Governor,Indiana,19921103,HUNTINGTON,"6,756","Pearson, Linley E.",Challenger,"8,455","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,143,"1,699",D,0,44.42,55.58,1992
Governor,Indiana,19921103,JACKSON,"5,919","Pearson, Linley E.",Challenger,"9,352","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,52,"3,433",D,0,38.76,61.24,1992
Governor,Indiana,19921103,JASPER,"4,781","Pearson, Linley E.",Challenger,"4,671","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,128,110,R,0,50.58,49.42,1992
Governor,Indiana,19921103,JAY,"3,147","Pearson, Linley E.",Challenger,"5,413","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,137,"2,266",D,0,36.76,63.24,1992
Governor,Indiana,19921103,JEFFERSON,"4,841","Pearson, Linley E.",Challenger,"7,637","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,81,"2,796",D,0,38.8,61.2,1992
Governor,Indiana,19921103,JENNINGS,"4,292","Pearson, Linley E.",Challenger,"5,399","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,71,"1,107",D,0,44.29,55.71,1992
Governor,Indiana,19921103,JOHNSON,"15,587","Pearson, Linley E.",Challenger,"20,391","Bayh, Evan",Incumbent,N/A,N/A,N/A,N/A,679,"4,804",D,0,43.32,56.68,1992
