office,state,date,county,rep_votes,rep_candidate,rep_status,dem_votes,dem_candidate,dem_status,third,third_votes,third_candidate,third_statust,other,plurality_votes,plurality_party,pct_third,pct_rep,pct_dem,year
Senate,Hawaii,19921103,HAWAII,"15,130","Reed, Rick",Challenger,"27,461","Inouye, Daniel K.",Incumbent,N/A,N/A,N/A,N/A,"7,640","12,331",D,0,35.52,64.48,1992
Senate,Hawaii,19921103,HONOLULU,"66,094","Reed, Rick",Challenger,"148,831","Inouye, Daniel K.",Incumbent,N/A,N/A,N/A,N/A,"43,482","82,737",D,0,30.75,69.25,1992
Senate,Hawaii,19921103,KAUAI,"4,058","Reed, Rick",Challenger,"13,213","Inouye, Daniel K.",Incumbent,N/A,N/A,N/A,N/A,"1,331","9,155",D,0,23.5,76.5,1992
Senate,Hawaii,19921103,MAUI,"12,646","Reed, Rick",Challenger,"18,761","Inouye, Daniel K.",Incumbent,N/A,N/A,N/A,N/A,"5,015","6,115",D,0,40.26,59.74,1992
Senate,Idaho,19921103,ADA,"67,517","Kempthorne, Dirk",Challenger,"42,875","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"24,642",R,0,61.16,38.84,1992
Senate,Idaho,19921103,ADAMS,"1,272","Kempthorne, Dirk",Challenger,636,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,636,R,0,66.67,33.33,1992
Senate,Idaho,19921103,BANNOCK,"14,465","Kempthorne, Dirk",Challenger,"17,953","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"3,488",D,0,44.62,55.38,1992
Senate,Idaho,19921103,BEAR LAKE,"1,995","Kempthorne, Dirk",Challenger,862,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,133",R,0,69.83,30.17,1992
Senate,Idaho,19921103,BENEWAH,"1,789","Kempthorne, Dirk",Challenger,"1,762","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,27,R,0,50.38,49.62,1992
Senate,Idaho,19921103,BINGHAM,"8,408","Kempthorne, Dirk",Challenger,"7,652","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,756,R,0,52.35,47.65,1992
Senate,Idaho,19921103,BLAINE,"3,667","Kempthorne, Dirk",Challenger,"4,309","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,642,D,0,45.98,54.02,1992
Senate,Idaho,19921103,BOISE,"1,458","Kempthorne, Dirk",Challenger,820,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,638,R,0,64,36,1992
Senate,Idaho,19921103,BONNER,"6,541","Kempthorne, Dirk",Challenger,"6,741","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,200,D,0,49.25,50.75,1992
Senate,Idaho,19921103,BONNEVILLE,"20,767","Kempthorne, Dirk",Challenger,"14,633","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"6,134",R,0,58.66,41.34,1992
Senate,Idaho,19921103,BOUNDARY,"2,005","Kempthorne, Dirk",Challenger,"1,600","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,405,R,0,55.62,44.38,1992
Senate,Idaho,19921103,BUTTE,708,"Kempthorne, Dirk",Challenger,793,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,85,D,0,47.17,52.83,1992
Senate,Idaho,19921103,CAMAS,250,"Kempthorne, Dirk",Challenger,232,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,18,R,0,51.87,48.13,1992
Senate,Idaho,19921103,CANYON,"26,168","Kempthorne, Dirk",Challenger,"11,819","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"14,349",R,0,68.89,31.11,1992
Senate,Idaho,19921103,CARIBOU,"1,970","Kempthorne, Dirk",Challenger,"1,265","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,705,R,0,60.9,39.1,1992
Senate,Idaho,19921103,CASSIA,"3,981","Kempthorne, Dirk",Challenger,"3,715","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,266,R,0,51.73,48.27,1992
Senate,Idaho,19921103,CLARK,257,"Kempthorne, Dirk",Challenger,162,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,95,R,0,61.34,38.66,1992
Senate,Idaho,19921103,CLEARWATER,"1,717","Kempthorne, Dirk",Challenger,"1,973","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,256,D,0,46.53,53.47,1992
Senate,Idaho,19921103,CUSTER,"1,279","Kempthorne, Dirk",Challenger,843,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,436,R,0,60.27,39.73,1992
Senate,Idaho,19921103,ELMORE,"3,982","Kempthorne, Dirk",Challenger,"2,474","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,508",R,0,61.68,38.32,1992
Senate,Idaho,19921103,FRANKLIN,"2,634","Kempthorne, Dirk",Challenger,"1,433","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,201",R,0,64.77,35.23,1992
Senate,Idaho,19921103,FREMONT,"2,875","Kempthorne, Dirk",Challenger,"2,041","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,834,R,0,58.48,41.52,1992
Senate,Idaho,19921103,GEM,"3,611","Kempthorne, Dirk",Challenger,"2,216","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,395",R,0,61.97,38.03,1992
Senate,Idaho,19921103,GOODING,"2,678","Kempthorne, Dirk",Challenger,"2,628","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,50,R,0,50.47,49.53,1992
Senate,Idaho,19921103,IDAHO,"3,975","Kempthorne, Dirk",Challenger,"2,529","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,446",R,0,61.12,38.88,1992
Senate,Idaho,19921103,JEFFERSON,"4,487","Kempthorne, Dirk",Challenger,"2,672","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,815",R,0,62.68,37.32,1992
Senate,Idaho,19921103,JEROME,"3,297","Kempthorne, Dirk",Challenger,"3,199","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,98,R,0,50.75,49.25,1992
Senate,Idaho,19921103,KOOTENAI,"20,403","Kempthorne, Dirk",Challenger,"15,202","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"5,201",R,0,57.3,42.7,1992
Senate,Idaho,19921103,LATAH,"7,905","Kempthorne, Dirk",Challenger,"8,317","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,412,D,0,48.73,51.27,1992
Senate,Idaho,19921103,LEMHI,"2,328","Kempthorne, Dirk",Challenger,"1,272","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,056",R,0,64.67,35.33,1992
Senate,Idaho,19921103,LEWIS,862,"Kempthorne, Dirk",Challenger,860,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,2,R,0,50.06,49.94,1992
Senate,Idaho,19921103,LINCOLN,691,"Kempthorne, Dirk",Challenger,984,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,293,D,0,41.25,58.75,1992
Senate,Idaho,19921103,MADISON,"4,352","Kempthorne, Dirk",Challenger,"3,281","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,071",R,0,57.02,42.98,1992
Senate,Idaho,19921103,MINIDOKA,"3,387","Kempthorne, Dirk",Challenger,"4,125","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,738,D,0,45.09,54.91,1992
Senate,Idaho,19921103,NEZ PERCE,"7,851","Kempthorne, Dirk",Challenger,"9,049","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,198",D,0,46.46,53.54,1992
Senate,Idaho,19921103,ONEIDA,857,"Kempthorne, Dirk",Challenger,899,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,42,D,0,48.8,51.2,1992
Senate,Idaho,19921103,OWYHEE,"2,046","Kempthorne, Dirk",Challenger,977,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,069",R,0,67.68,32.32,1992
Senate,Idaho,19921103,PAYETTE,"4,506","Kempthorne, Dirk",Challenger,"2,245","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"2,261",R,0,66.75,33.25,1992
Senate,Idaho,19921103,POWER,"1,337","Kempthorne, Dirk",Challenger,"1,600","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,263,D,0,45.52,54.48,1992
Senate,Idaho,19921103,SHOSHONE,"2,329","Kempthorne, Dirk",Challenger,"4,135","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,806",D,0,36.03,63.97,1992
Senate,Idaho,19921103,TETON,902,"Kempthorne, Dirk",Challenger,989,"Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,87,D,0,47.7,52.3,1992
Senate,Idaho,19921103,TWIN FALLS,"11,708","Kempthorne, Dirk",Challenger,"11,251","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,457,R,0,51,49,1992
Senate,Idaho,19921103,VALLEY,"2,568","Kempthorne, Dirk",Challenger,"1,501","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,067",R,0,63.11,36.89,1992
Senate,Idaho,19921103,WASHINGTON,"2,683","Kempthorne, Dirk",Challenger,"1,512","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"1,171",R,0,63.96,36.04,1992
Senate,Illinois,19921103,ADAMS,"15,759","Williamson, Richard S.",Challenger,"13,473","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"1,465","2,286",R,0,53.91,46.09,1992
Senate,Illinois,19921103,ALEXANDER,"1,576","Williamson, Richard S.",Challenger,"2,517","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,89,941,D,0,38.5,61.5,1992
Senate,Illinois,19921103,BOND,"3,137","Williamson, Richard S.",Challenger,"3,723","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,311,586,D,0,45.73,54.27,1992
Senate,Illinois,19921103,BOONE,"6,830","Williamson, Richard S.",Challenger,"5,648","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,914,"1,182",R,0,54.74,45.26,1992
Senate,Illinois,19921103,BROWN,"1,331","Williamson, Richard S.",Challenger,"1,160","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,100,171,R,0,53.43,46.57,1992
Senate,Illinois,19921103,BUREAU,"8,326","Williamson, Richard S.",Challenger,"8,438","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,670,112,D,0,49.67,50.33,1992
Senate,Illinois,19921103,CALHOUN,953,"Williamson, Richard S.",Challenger,"1,654","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,56,701,D,0,36.56,63.44,1992
Senate,Illinois,19921103,CARROLL,"4,140","Williamson, Richard S.",Challenger,"3,064","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,317,"1,076",R,0,57.47,42.53,1992
Senate,Illinois,19921103,CASS,"2,654","Williamson, Richard S.",Challenger,"3,361","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,238,707,D,0,44.12,55.88,1992
Senate,Illinois,19921103,CHAMPAIGN,"32,236","Williamson, Richard S.",Challenger,"38,103","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"3,515","5,867",D,0,45.83,54.17,1992
Senate,Illinois,19921103,CHRISTIAN,"6,951","Williamson, Richard S.",Challenger,"9,561","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,751,"2,610",D,0,42.1,57.9,1992
Senate,Illinois,19921103,CLARK,"3,815","Williamson, Richard S.",Challenger,"3,636","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,273,179,R,0,51.2,48.8,1992
Senate,Illinois,19921103,CLAY,"3,014","Williamson, Richard S.",Challenger,"3,157","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,269,143,D,0,48.84,51.16,1992
Senate,Illinois,19921103,CLINTON,"7,068","Williamson, Richard S.",Challenger,"7,467","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,628,399,D,0,48.63,51.37,1992
Senate,Illinois,19921103,COLES,"10,300","Williamson, Richard S.",Challenger,"10,704","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,874,404,D,0,49.04,50.96,1992
Senate,Illinois,19921103,COOK,"754,945","Williamson, Richard S.",Challenger,"1,294,440","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"55,848","539,495",D,0,36.84,63.16,1992
Senate,Illinois,19921103,CRAWFORD,"4,965","Williamson, Richard S.",Challenger,"4,106","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,265,859,R,0,54.73,45.27,1992
Senate,Illinois,19921103,CUMBERLAND,"2,444","Williamson, Richard S.",Challenger,"2,359","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,261,85,R,0,50.88,49.12,1992
Senate,Illinois,19921103,DE WITT,"3,872","Williamson, Richard S.",Challenger,"3,299","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,367,573,R,0,54,46,1992
Senate,Illinois,19921103,DEKALB,"15,596","Williamson, Richard S.",Challenger,"16,133","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"1,873",537,D,0,49.15,50.85,1992
Senate,Illinois,19921103,DOUGLAS,"4,095","Williamson, Richard S.",Challenger,"3,708","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,280,387,R,0,52.48,47.52,1992
Senate,Illinois,19921103,DU PAGE,"210,818","Williamson, Richard S.",Challenger,"139,402","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"14,337","71,416",R,0,60.2,39.8,1992
Senate,Illinois,19921103,EDGAR,"5,000","Williamson, Richard S.",Challenger,"4,187","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,240,813,R,0,54.42,45.58,1992
Senate,Illinois,19921103,EDWARDS,"1,711","Williamson, Richard S.",Challenger,"1,478","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,130,233,R,0,53.65,46.35,1992
Senate,Illinois,19921103,EFFINGHAM,"7,639","Williamson, Richard S.",Challenger,"5,896","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,990,"1,743",R,0,56.44,43.56,1992
Senate,Illinois,19921103,FAYETTE,"4,452","Williamson, Richard S.",Challenger,"4,977","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,407,525,D,0,47.22,52.78,1992
Senate,Illinois,19921103,FORD,"3,530","Williamson, Richard S.",Challenger,"2,431","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,354,"1,099",R,0,59.22,40.78,1992
Senate,Illinois,19921103,FRANKLIN,"7,438","Williamson, Richard S.",Challenger,"12,391","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,811,"4,953",D,0,37.51,62.49,1992
Senate,Illinois,19921103,FULTON,"6,325","Williamson, Richard S.",Challenger,"10,393","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,681,"4,068",D,0,37.83,62.17,1992
Senate,Illinois,19921103,GALLATIN,"1,118","Williamson, Richard S.",Challenger,"2,442","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,114,"1,324",D,0,31.4,68.6,1992
Senate,Illinois,19921103,GREENE,"2,994","Williamson, Richard S.",Challenger,"3,444","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,266,450,D,0,46.51,53.49,1992
Senate,Illinois,19921103,GRUNDY,"8,406","Williamson, Richard S.",Challenger,"6,759","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,733,"1,647",R,0,55.43,44.57,1992
Senate,Illinois,19921103,HAMILTON,"2,066","Williamson, Richard S.",Challenger,"2,285","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,82,219,D,0,47.48,52.52,1992
Senate,Illinois,19921103,HANCOCK,"4,610","Williamson, Richard S.",Challenger,"4,651","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,459,41,D,0,49.78,50.22,1992
Senate,Illinois,19921103,HARDIN,"1,232","Williamson, Richard S.",Challenger,"1,616","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,85,384,D,0,43.26,56.74,1992
Senate,Illinois,19921103,HENDERSON,"1,627","Williamson, Richard S.",Challenger,"2,178","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,123,551,D,0,42.76,57.24,1992
Senate,Illinois,19921103,HENRY,"11,197","Williamson, Richard S.",Challenger,"11,690","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,870,493,D,0,48.92,51.08,1992
Senate,Illinois,19921103,IROQUOIS,"8,368","Williamson, Richard S.",Challenger,"5,066","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,746,"3,302",R,0,62.29,37.71,1992
Senate,Illinois,19921103,JACKSON,"9,342","Williamson, Richard S.",Challenger,"13,665","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"1,002","4,323",D,0,40.61,59.39,1992
Senate,Illinois,19921103,JASPER,"2,353","Williamson, Richard S.",Challenger,"2,430","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,466,77,D,0,49.2,50.8,1992
Senate,Illinois,19921103,JEFFERSON,"7,783","Williamson, Richard S.",Challenger,"8,435","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,746,652,D,0,47.99,52.01,1992
Senate,Illinois,19921103,JERSEY,"3,729","Williamson, Richard S.",Challenger,"5,572","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,440,"1,843",D,0,40.09,59.91,1992
Senate,Illinois,19921103,JO DAVIESS,"5,136","Williamson, Richard S.",Challenger,"4,493","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,422,643,R,0,53.34,46.66,1992
Senate,Illinois,19921103,JOHNSON,"2,780","Williamson, Richard S.",Challenger,"2,234","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,166,546,R,0,55.44,44.56,1992
Senate,Illinois,19921103,KANE,"65,092","Williamson, Richard S.",Challenger,"53,407","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"7,132","11,685",R,0,54.93,45.07,1992
Senate,Illinois,19921103,KANKAKEE,"18,924","Williamson, Richard S.",Challenger,"18,795","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"1,731",129,R,0,50.17,49.83,1992
Senate,Illinois,19921103,KENDALL,"10,582","Williamson, Richard S.",Challenger,"6,740","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,923,"3,842",R,0,61.09,38.91,1992
Senate,Illinois,19921103,KNOX,"10,877","Williamson, Richard S.",Challenger,"13,001","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,824,"2,124",D,0,45.55,54.45,1992
Senate,Illinois,19921103,LA SALLE,"21,993","Williamson, Richard S.",Challenger,"24,556","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"2,153","2,563",D,0,47.25,52.75,1992
Senate,Illinois,19921103,LAKE,"113,541","Williamson, Richard S.",Challenger,"93,996","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"8,674","19,545",R,0,54.71,45.29,1992
Senate,Illinois,19921103,LAWRENCE,"3,286","Williamson, Richard S.",Challenger,"3,612","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,244,326,D,0,47.64,52.36,1992
Senate,Illinois,19921103,LEE,"8,179","Williamson, Richard S.",Challenger,"6,240","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,671,"1,939",R,0,56.72,43.28,1992
Senate,Illinois,19921103,LIVINGSTON,"9,321","Williamson, Richard S.",Challenger,"6,776","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,691,"2,545",R,0,57.91,42.09,1992
Senate,Illinois,19921103,LOGAN,"7,469","Williamson, Richard S.",Challenger,"5,558","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,775,"1,911",R,0,57.33,42.67,1992
Senate,Illinois,19921103,MACON,"23,421","Williamson, Richard S.",Challenger,"28,897","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"2,515","5,476",D,0,44.77,55.23,1992
Senate,Illinois,19921103,MACOUPIN,"8,361","Williamson, Richard S.",Challenger,"13,842","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,813,"5,481",D,0,37.66,62.34,1992
Senate,Illinois,19921103,MADISON,"40,243","Williamson, Richard S.",Challenger,"66,228","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"4,479","25,985",D,0,37.8,62.2,1992
Senate,Illinois,19921103,MARION,"7,216","Williamson, Richard S.",Challenger,"10,372","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,714,"3,156",D,0,41.03,58.97,1992
Senate,Illinois,19921103,MARSHALL,"2,883","Williamson, Richard S.",Challenger,"3,211","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,276,328,D,0,47.31,52.69,1992
Senate,Illinois,19921103,MASON,"3,018","Williamson, Richard S.",Challenger,"4,205","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,301,"1,187",D,0,41.78,58.22,1992
Senate,Illinois,19921103,MASSAC,"3,198","Williamson, Richard S.",Challenger,"3,348","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,246,150,D,0,48.85,51.15,1992
Senate,Illinois,19921103,MCDONOUGH,"6,490","Williamson, Richard S.",Challenger,"6,430","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,584,60,R,0,50.23,49.77,1992
Senate,Illinois,19921103,MCHENRY,"49,057","Williamson, Richard S.",Challenger,"32,339","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"5,164","16,718",R,0,60.27,39.73,1992
Senate,Illinois,19921103,MCLEAN,"29,619","Williamson, Richard S.",Challenger,"26,585","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"2,283","3,034",R,0,52.7,47.3,1992
Senate,Illinois,19921103,MENARD,"3,274","Williamson, Richard S.",Challenger,"2,565","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,308,709,R,0,56.07,43.93,1992
Senate,Illinois,19921103,MERCER,"4,045","Williamson, Richard S.",Challenger,"4,033","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,259,12,R,0,50.07,49.93,1992
Senate,Illinois,19921103,MONROE,"6,109","Williamson, Richard S.",Challenger,"5,461","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,506,648,R,0,52.8,47.2,1992
Senate,Illinois,19921103,MONTGOMERY,"5,659","Williamson, Richard S.",Challenger,"8,104","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,647,"2,445",D,0,41.12,58.88,1992
Senate,Illinois,19921103,MORGAN,"8,351","Williamson, Richard S.",Challenger,"7,104","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,591,"1,247",R,0,54.03,45.97,1992
Senate,Illinois,19921103,MOULTRIE,"2,697","Williamson, Richard S.",Challenger,"3,369","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,251,672,D,0,44.46,55.54,1992
Senate,Illinois,19921103,OGLE,"10,664","Williamson, Richard S.",Challenger,"7,565","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"1,393","3,099",R,0,58.5,41.5,1992
Senate,Illinois,19921103,PEORIA,"34,541","Williamson, Richard S.",Challenger,"41,204","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"3,750","6,663",D,0,45.6,54.4,1992
Senate,Illinois,19921103,PERRY,"4,327","Williamson, Richard S.",Challenger,"5,820","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,552,"1,493",D,0,42.64,57.36,1992
Senate,Illinois,19921103,PIATT,"3,908","Williamson, Richard S.",Challenger,"3,953","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,386,45,D,0,49.71,50.29,1992
Senate,Illinois,19921103,PIKE,"4,145","Williamson, Richard S.",Challenger,"4,277","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,297,132,D,0,49.22,50.78,1992
Senate,Illinois,19921103,POPE,"1,194","Williamson, Richard S.",Challenger,"1,043","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,69,151,R,0,53.38,46.62,1992
Senate,Illinois,19921103,PULASKI,"1,429","Williamson, Richard S.",Challenger,"1,924","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,74,495,D,0,42.62,57.38,1992
Senate,Illinois,19921103,PUTNAM,"1,290","Williamson, Richard S.",Challenger,"1,823","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,90,533,D,0,41.44,58.56,1992
Senate,Illinois,19921103,RANDOLPH,"6,569","Williamson, Richard S.",Challenger,"9,033","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,586,"2,464",D,0,42.1,57.9,1992
Senate,Illinois,19921103,RICHLAND,"3,764","Williamson, Richard S.",Challenger,"3,601","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,411,163,R,0,51.11,48.89,1992
Senate,Illinois,19921103,ROCK ISLAND,"30,072","Williamson, Richard S.",Challenger,"37,465","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"2,967","7,393",D,0,44.53,55.47,1992
Senate,Illinois,19921103,SALINE,"5,044","Williamson, Richard S.",Challenger,"7,230","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,376,"2,186",D,0,41.09,58.91,1992
Senate,Illinois,19921103,SANGAMON,"47,743","Williamson, Richard S.",Challenger,"44,248","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"3,317","3,495",R,0,51.9,48.1,1992
Senate,Illinois,19921103,SCHUYLER,"1,867","Williamson, Richard S.",Challenger,"1,837","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,179,30,R,0,50.4,49.6,1992
Senate,Illinois,19921103,SCOTT,"1,450","Williamson, Richard S.",Challenger,"1,150","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,110,300,R,0,55.77,44.23,1992
Senate,Illinois,19921103,SHELBY,"4,801","Williamson, Richard S.",Challenger,"5,510","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,585,709,D,0,46.56,53.44,1992
Senate,Illinois,19921103,ST. CLAIR,"39,200","Williamson, Richard S.",Challenger,"61,508","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"3,662","22,308",D,0,38.92,61.08,1992
Senate,Illinois,19921103,STARK,"1,584","Williamson, Richard S.",Challenger,"1,508","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,145,76,R,0,51.23,48.77,1992
Senate,Illinois,19921103,STEPHENSON,"10,936","Williamson, Richard S.",Challenger,"8,820","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"1,260","2,116",R,0,55.36,44.64,1992
Senate,Illinois,19921103,TAZEWELL,"26,387","Williamson, Richard S.",Challenger,"29,362","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,"3,073","2,975",D,0,47.33,52.67,1992
Senate,Illinois,19921103,UNION,"3,658","Williamson, Richard S.",Challenger,"4,837","Moseley-Braun, Carol",Challenger,N/A,N/A,N/A,N/A,292,"1,179",D,0,43.06,56.94,1992
