"Office","State","RaceDate","CensusPop","Area","AreaType","RepVotes","RepCandidate","RepStatus","DemVotes","DemCandidate","DemStatus","ThirdParty","ThirdVotes","ThirdCandidate","ThirdStatus","OtherVotes","PluralityVotes","PluralityParty","ThirdVotesTotalPercent","RepVotesMajorPercent","DemVotesMajorPercent","RaceNotes","TitleNotes","OtherNotes"
"Governor","New Jersey","1993","N/A","ATLANTIC","County","25,833","Whitman, Christine T.","Challenger","38,186","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","1,328","12,353","D",".00","40.35","59.65","","",""
"Governor","New Jersey","1993","N/A","BERGEN","County","157,710","Whitman, Christine T.","Challenger","147,387","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","5,594","10,323","R",".00","51.69","48.31","","",""
"Governor","New Jersey","1993","N/A","BURLINGTON","County","59,760","Whitman, Christine T.","Challenger","59,095","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","3,951","665","R",".00","50.28","49.72","","",""
"Governor","New Jersey","1993","N/A","CAMDEN","County","52,297","Whitman, Christine T.","Challenger","93,686","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","4,342","41,389","D",".00","35.82","64.18","","",""
"Governor","New Jersey","1993","N/A","CAPE MAY","County","16,518","Whitman, Christine T.","Challenger","19,904","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","922","3,386","D",".00","45.35","54.65","","",""
"Governor","New Jersey","1993","N/A","CUMBERLAND","County","17,066","Whitman, Christine T.","Challenger","18,231","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","1,028","1,165","D",".00","48.35","51.65","","",""
"Governor","New Jersey","1993","N/A","ESSEX","County","78,824","Whitman, Christine T.","Challenger","116,891","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","3,436","38,067","D",".00","40.27","59.73","","",""
"Governor","New Jersey","1993","N/A","GLOUCESTER","County","31,252","Whitman, Christine T.","Challenger","41,931","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","2,709","10,679","D",".00","42.70","57.30","","",""
"Governor","New Jersey","1993","N/A","HUDSON","County","54,144","Whitman, Christine T.","Challenger","80,013","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","2,217","25,869","D",".00","40.36","59.64","","",""
"Governor","New Jersey","1993","N/A","HUNTERDON","County","28,304","Whitman, Christine T.","Challenger","12,909","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","1,024","15,395","R",".00","68.68","31.32","","",""
"Governor","New Jersey","1993","N/A","MERCER","County","57,599","Whitman, Christine T.","Challenger","50,840","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","2,407","6,759","R",".00","53.12","46.88","","",""
"Governor","New Jersey","1993","N/A","MIDDLESEX","County","104,381","Whitman, Christine T.","Challenger","105,679","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","5,738","1,298","D",".00","49.69","50.31","","",""
"Governor","New Jersey","1993","N/A","MONMOUTH","County","111,303","Whitman, Christine T.","Challenger","87,006","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","4,859","24,297","R",".00","56.13","43.87","","",""
"Governor","New Jersey","1993","N/A","MORRIS","County","98,715","Whitman, Christine T.","Challenger","58,028","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","2,789","40,687","R",".00","62.98","37.02","","",""
"Governor","New Jersey","1993","N/A","OCEAN","County","87,943","Whitman, Christine T.","Challenger","78,132","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","4,879","9,811","R",".00","52.95","47.05","","",""
"Governor","New Jersey","1993","N/A","PASSAIC","County","65,220","Whitman, Christine T.","Challenger","55,086","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","3,083","10,134","R",".00","54.21","45.79","","",""
"Governor","New Jersey","1993","N/A","SALEM","County","11,171","Whitman, Christine T.","Challenger","9,162","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","1,146","2,009","R",".00","54.94","45.06","","",""
"Governor","New Jersey","1993","N/A","SOMERSET","County","55,444","Whitman, Christine T.","Challenger","36,046","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","1,933","19,398","R",".00","60.60","39.40","","",""
"Governor","New Jersey","1993","N/A","SUSSEX","County","28,614","Whitman, Christine T.","Challenger","13,052","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","1,373","15,562","R",".00","68.67","31.33","","",""
"Governor","New Jersey","1993","N/A","UNION","County","76,359","Whitman, Christine T.","Challenger","76,552","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","3,950","193","D",".00","49.94","50.06","","",""
"Governor","New Jersey","1993","N/A","WARREN","County","17,667","Whitman, Christine T.","Challenger","12,215","Florio, James J.","Incumbent","N/A","N/A","N/A","N/A","1,101","5,452","R",".00","59.12","40.88","","",""
"Governor","Virginia","1993","N/A","ACCOMACK","County","5,710","Allen, George F.","Challenger","3,371","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","106","2,339","R",".00","62.88","37.12","","",""
"Governor","Virginia","1993","N/A","ALBEMARLE","County","14,882","Allen, George F.","Challenger","9,889","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","163","4,993","R",".00","60.08","39.92","","",""
"Governor","Virginia","1993","N/A","ALLEGHANY","County","2,885","Allen, George F.","Challenger","1,451","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","52","1,434","R",".00","66.54","33.46","","",""
"Governor","Virginia","1993","N/A","AMELIA","County","2,365","Allen, George F.","Challenger","1,393","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","41","972","R",".00","62.93","37.07","","",""
"Governor","Virginia","1993","N/A","AMHERST","County","5,375","Allen, George F.","Challenger","3,122","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","49","2,253","R",".00","63.26","36.74","","",""
"Governor","Virginia","1993","N/A","APPOMATTOX","County","2,624","Allen, George F.","Challenger","1,613","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","27","1,011","R",".00","61.93","38.07","","",""
"Governor","Virginia","1993","N/A","ARLINGTON","County","18,719","Allen, George F.","Challenger","32,736","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","252","14,017","D",".00","36.38","63.62","","",""
"Governor","Virginia","1993","N/A","AUGUSTA","County","14,029","Allen, George F.","Challenger","3,126","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","158","10,903","R",".00","81.78","18.22","","",""
"Governor","Virginia","1993","N/A","BATH","County","1,132","Allen, George F.","Challenger","570","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","23","562","R",".00","66.51","33.49","","",""
"Governor","Virginia","1993","N/A","BEDFORD","County","10,637","Allen, George F.","Challenger","4,874","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","113","5,763","R",".00","68.58","31.42","","",""
"Governor","Virginia","1993","N/A","BLAND","County","1,607","Allen, George F.","Challenger","410","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","19","1,197","R",".00","79.67","20.33","","",""
"Governor","Virginia","1993","N/A","BOTETOURT","County","6,375","Allen, George F.","Challenger","3,336","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","86","3,039","R",".00","65.65","34.35","","",""
"Governor","Virginia","1993","N/A","BRUNSWICK","County","2,313","Allen, George F.","Challenger","2,504","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","28","191","D",".00","48.02","51.98","","",""
"Governor","Virginia","1993","N/A","BUCHANAN","County","3,869","Allen, George F.","Challenger","2,503","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","315","1,366","R",".00","60.72","39.28","","",""
"Governor","Virginia","1993","N/A","BUCKINGHAM","County","2,382","Allen, George F.","Challenger","1,577","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","36","805","R",".00","60.17","39.83","","",""
"Governor","Virginia","1993","N/A","CAMPBELL","County","9,940","Allen, George F.","Challenger","4,599","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","101","5,341","R",".00","68.37","31.63","","",""
"Governor","Virginia","1993","N/A","CAROLINE","County","3,019","Allen, George F.","Challenger","2,483","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","50","536","R",".00","54.87","45.13","","",""
"Governor","Virginia","1993","N/A","CARROLL","County","5,424","Allen, George F.","Challenger","2,577","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","50","2,847","R",".00","67.79","32.21","","",""
"Governor","Virginia","1993","N/A","CHARLES CITY","County","759","Allen, George F.","Challenger","1,431","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","29","672","D",".00","34.66","65.34","","",""
"Governor","Virginia","1993","N/A","CHARLOTTE","County","2,570","Allen, George F.","Challenger","1,474","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","29","1,096","R",".00","63.55","36.45","","",""
"Governor","Virginia","1993","N/A","CHESTERFIELD","County","51,317","Allen, George F.","Challenger","20,602","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","535","30,715","R",".00","71.35","28.65","","",""
"Governor","Virginia","1993","N/A","CLARKE","County","2,046","Allen, George F.","Challenger","1,204","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","15","842","R",".00","62.95","37.05","","",""
"Governor","Virginia","1993","N/A","CRAIG","County","1,268","Allen, George F.","Challenger","631","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","18","637","R",".00","66.77","33.23","","",""
"Governor","Virginia","1993","N/A","CULPEPER","County","5,750","Allen, George F.","Challenger","2,063","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","51","3,687","R",".00","73.60","26.40","","",""
"Governor","Virginia","1993","N/A","CUMBERLAND","County","1,677","Allen, George F.","Challenger","932","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","26","745","R",".00","64.28","35.72","","",""
"Governor","Virginia","1993","N/A","DICKENSON","County","2,935","Allen, George F.","Challenger","1,861","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","163","1,074","R",".00","61.20","38.80","","",""
"Governor","Virginia","1993","N/A","DINWIDDIE","County","3,798","Allen, George F.","Challenger","2,587","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","78","1,211","R",".00","59.48","40.52","","",""
"Governor","Virginia","1993","N/A","ESSEX","County","1,716","Allen, George F.","Challenger","1,158","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","22","558","R",".00","59.71","40.29","","",""
"Governor","Virginia","1993","N/A","FAIRFAX","County","124,270","Allen, George F.","Challenger","115,800","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","1,072","8,470","R",".00","51.76","48.24","","",""
"Governor","Virginia","1993","N/A","FAUQUIER","County","9,923","Allen, George F.","Challenger","4,545","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","63","5,378","R",".00","68.59","31.41","","",""
"Governor","Virginia","1993","N/A","FLOYD","County","2,710","Allen, George F.","Challenger","1,584","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","24","1,126","R",".00","63.11","36.89","","",""
"Governor","Virginia","1993","N/A","FLUVANNA","County","3,289","Allen, George F.","Challenger","1,533","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","38","1,756","R",".00","68.21","31.79","","",""
"Governor","Virginia","1993","N/A","FRANKLIN","County","7,555","Allen, George F.","Challenger","5,267","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","106","2,288","R",".00","58.92","41.08","","",""
"Governor","Virginia","1993","N/A","FREDERICK","County","9,510","Allen, George F.","Challenger","3,139","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","66","6,371","R",".00","75.18","24.82","","",""
"Governor","Virginia","1993","N/A","GILES","County","3,579","Allen, George F.","Challenger","1,928","Terry, Mary Sue","Challenger","N/A","N/A","N/A","N/A","57","1,651","R",".00","64.99","35.01","","",""
