"state","area","total_votes","rep_votes","dem_votes","third_votes","other_votes","year","total_pop","white","black","asian","latino","other","pct_white","pct_black","pct_asian","pct_latino","pct_other","state_county","pct_white_1990"
"Alabama","AUTAUGA",20081,0.7567,0.2369,0,0.0063,2004,55221,41848,10315,534,1440,1084,0.757827638,0.186794879,0.009670234,0.026077036,0.019630213,"Alabama AUTAUGA",0.793173982
"Alabama","AUTAUGA",23973,0.7249,0.2654,0.0057,0.0039,2012,55221,41848,10315,534,1440,1084,0.757827638,0.186794879,0.009670234,0.026077036,0.019630213,"Alabama AUTAUGA",0.793173982
"Alabama","AUTAUGA",15422,0.6166,0.3252,0.0527,0.0055,1996,55221,41848,10315,534,1440,1084,0.757827638,0.186794879,0.009670234,0.026077036,0.019630213,"Alabama AUTAUGA",0.793173982
"Alabama","AUTAUGA",23641,0.7361,0.2577,0,0.0061,2008,55221,41848,10315,534,1440,1084,0.757827638,0.186794879,0.009670234,0.026077036,0.019630213,"Alabama AUTAUGA",0.793173982
"Alabama","AUTAUGA",17208,0.6969,0.2872,0.0093,0.0066,2000,55221,41848,10315,534,1440,1084,0.757827638,0.186794879,0.009670234,0.026077036,0.019630213,"Alabama AUTAUGA",0.793173982
"Alabama","AUTAUGA",15585,0.5592,0.3092,0.1229,0.0087,1992,55221,41848,10315,534,1440,1084,0.757827638,0.186794879,0.009670234,0.026077036,0.019630213,"Alabama AUTAUGA",0.793173982
"Alabama","AUTAUGA",24661,0.734357893,0.23956855,0.026073557,NA,2016,55221,41848,10315,534,1440,1084,0.757827638,0.186794879,0.009670234,0.026077036,0.019630213,"Alabama AUTAUGA",0.793173982
"Alabama","BALDWIN",56480,0.7237,0.2478,0.0183,0.0102,2000,195121,162153,18735,1307,8776,4150,0.831038176,0.096017343,0.006698408,0.044977219,0.021268854,"Alabama BALDWIN",0.860449735
"Alabama","BALDWIN",94090,0.77351472,0.195653098,0.030832182,NA,2016,195121,162153,18735,1307,8776,4150,0.831038176,0.096017343,0.006698408,0.044977219,0.021268854,"Alabama BALDWIN",0.860449735
"Alabama","BALDWIN",85491,0.7722,0.2155,0.0071,0.0052,2012,195121,162153,18735,1307,8776,4150,0.831038176,0.096017343,0.006698408,0.044977219,0.021268854,"Alabama BALDWIN",0.860449735
"Alabama","BALDWIN",46476,0.5652,0.2624,0.1647,0.0076,1992,195121,162153,18735,1307,8776,4150,0.831038176,0.096017343,0.006698408,0.044977219,0.021268854,"Alabama BALDWIN",0.860449735
"Alabama","BALDWIN",69320,0.7642,0.225,0,0.0108,2004,195121,162153,18735,1307,8776,4150,0.831038176,0.096017343,0.006698408,0.044977219,0.021268854,"Alabama BALDWIN",0.860449735
"Alabama","BALDWIN",81413,0.7526,0.2381,0,0.0093,2008,195121,162153,18735,1307,8776,4150,0.831038176,0.096017343,0.006698408,0.044977219,0.021268854,"Alabama BALDWIN",0.860449735
"Alabama","BALDWIN",47119,0.6258,0.2711,0.0959,0.0071,1996,195121,162153,18735,1307,8776,4150,0.831038176,0.096017343,0.006698408,0.044977219,0.021268854,"Alabama BALDWIN",0.860449735
"Alabama","BARBOUR",11517,0.4819,0.5133,0.0028,0.002,2012,26932,12454,12595,244,1241,398,0.462423882,0.46765929,0.009059854,0.046079014,0.014777959,"Alabama BARBOUR",0.55545501
"Alabama","BARBOUR",11630,0.5044,0.4899,0,0.0058,2008,26932,12454,12595,244,1241,398,0.462423882,0.46765929,0.009059854,0.046079014,0.014777959,"Alabama BARBOUR",0.55545501
"Alabama","BARBOUR",8953,0.4051,0.5347,0.0575,0.0027,1996,26932,12454,12595,244,1241,398,0.462423882,0.46765929,0.009059854,0.046079014,0.014777959,"Alabama BARBOUR",0.55545501
"Alabama","BARBOUR",10390,0.522714148,0.466602502,0.0106833499999999,NA,2016,26932,12454,12595,244,1241,398,0.462423882,0.46765929,0.009059854,0.046079014,0.014777959,"Alabama BARBOUR",0.55545501
"Alabama","BARBOUR",10431,0.429,0.4636,0.0978,0.0096,1992,26932,12454,12595,244,1241,398,0.462423882,0.46765929,0.009059854,0.046079014,0.014777959,"Alabama BARBOUR",0.55545501
"Alabama","BARBOUR",4116,0.4519,0.5338,0.0049,0.0095,2000,26932,12454,12595,244,1241,398,0.462423882,0.46765929,0.009059854,0.046079014,0.014777959,"Alabama BARBOUR",0.55545501
"Alabama","BARBOUR",10777,0.5474,0.4484,0,0.0043,2004,26932,12454,12595,244,1241,398,0.462423882,0.46765929,0.009059854,0.046079014,0.014777959,"Alabama BARBOUR",0.55545501
"Alabama","BIBB",8748,0.769661637,0.214220393,0.01611797,NA,2016,22604,16840,4846,21,502,395,0.745000885,0.214386834,0.000929039,0.022208459,0.017474783,"Alabama BIBB",0.787403475
"Alabama","BIBB",7101,0.6017,0.3816,0.0073,0.0093,2000,22604,16840,4846,21,502,395,0.745000885,0.214386834,0.000929039,0.022208459,0.017474783,"Alabama BIBB",0.787403475
"Alabama","BIBB",6301,0.482,0.4404,0.0722,0.0054,1996,22604,16840,4846,21,502,395,0.745000885,0.214386834,0.000929039,0.022208459,0.017474783,"Alabama BIBB",0.787403475
"Alabama","BIBB",6720,0.4649,0.4315,0.1021,0.0015,1992,22604,16840,4846,21,502,395,0.745000885,0.214386834,0.000929039,0.022208459,0.017474783,"Alabama BIBB",0.787403475
"Alabama","BIBB",8644,0.7244,0.266,0,0.0096,2008,22604,16840,4846,21,502,395,0.745000885,0.214386834,0.000929039,0.022208459,0.017474783,"Alabama BIBB",0.787403475
"Alabama","BIBB",7600,0.72,0.2749,0,0.0051,2004,22604,16840,4846,21,502,395,0.745000885,0.214386834,0.000929039,0.022208459,0.017474783,"Alabama BIBB",0.787403475
"Alabama","BIBB",8420,0.7283,0.2615,0.0045,0.0057,2012,22604,16840,4846,21,502,395,0.745000885,0.214386834,0.000929039,0.022208459,0.017474783,"Alabama BIBB",0.787403475
"Alabama","BLOUNT",24060,0.8627,0.1234,0.0071,0.0068,2012,57710,50700,884,83,4980,1063,0.878530584,0.015317969,0.001438226,0.086293537,0.018419685,"Alabama BLOUNT",0.978317366
"Alabama","BLOUNT",16505,0.5381,0.3292,0.1181,0.0146,1992,57710,50700,884,83,4980,1063,0.878530584,0.015317969,0.001438226,0.086293537,0.018419685,"Alabama BLOUNT",0.978317366
"Alabama","BLOUNT",24267,0.8402,0.1451,0,0.0147,2008,57710,50700,884,83,4980,1063,0.878530584,0.015317969,0.001438226,0.086293537,0.018419685,"Alabama BLOUNT",0.978317366
"Alabama","BLOUNT",17973,0.7048,0.2769,0.0086,0.0097,2000,57710,50700,884,83,4980,1063,0.878530584,0.015317969,0.001438226,0.086293537,0.018419685,"Alabama BLOUNT",0.978317366
"Alabama","BLOUNT",25384,0.898518752,0.084699023,0.016782225,NA,2016,57710,50700,884,83,4980,1063,0.878530584,0.015317969,0.001438226,0.086293537,0.018419685,"Alabama BLOUNT",0.978317366
"Alabama","BLOUNT",15327,0.5909,0.3302,0.0643,0.0147,1996,57710,50700,884,83,4980,1063,0.878530584,0.015317969,0.001438226,0.086293537,0.018419685,"Alabama BLOUNT",0.978317366
"Alabama","BLOUNT",21504,0.8085,0.1831,0,0.0084,2004,57710,50700,884,83,4980,1063,0.878530584,0.015317969,0.001438226,0.086293537,0.018419685,"Alabama BLOUNT",0.978317366
"Alabama","BULLOCK",5322,0.2351,0.7631,6e-04,0.0013,2012,10678,2372,7550,22,473,261,0.222138977,0.707061247,0.002060311,0.044296685,0.02444278,"Alabama BULLOCK",0.27495019
"Alabama","BULLOCK",4384,0.2632,0.7021,0.0253,0.0094,1996,10678,2372,7550,22,473,261,0.222138977,0.707061247,0.002060311,0.044296685,0.02444278,"Alabama BULLOCK",0.27495019
"Alabama","BULLOCK",5415,0.2569,0.7407,0,0.0024,2008,10678,2372,7550,22,473,261,0.222138977,0.707061247,0.002060311,0.044296685,0.02444278,"Alabama BULLOCK",0.27495019
"Alabama","BULLOCK",4904,0.2922,0.6923,0.0049,0.0106,2000,10678,2372,7550,22,473,261,0.222138977,0.707061247,0.002060311,0.044296685,0.02444278,"Alabama BULLOCK",0.27495019
"Alabama","BULLOCK",4717,0.3167,0.6805,0,0.0028,2004,10678,2372,7550,22,473,261,0.222138977,0.707061247,0.002060311,0.044296685,0.02444278,"Alabama BULLOCK",0.27495019
"Alabama","BULLOCK",4816,0.2602,0.6767,0.0552,0.0079,1992,10678,2372,7550,22,473,261,0.222138977,0.707061247,0.002060311,0.044296685,0.02444278,"Alabama BULLOCK",0.27495019
"Alabama","BULLOCK",4701,0.242288875,0.750904063,0.00680706200000003,NA,2016,10678,2372,7550,22,473,261,0.222138977,0.707061247,0.002060311,0.044296685,0.02444278,"Alabama BULLOCK",0.27495019
"Alabama","BUTLER",7803,0.5289,0.4621,0.0046,0.0044,2000,20354,10856,8961,81,240,216,0.533359536,0.440257443,0.003979562,0.011791294,0.010612165,"Alabama BUTLER",0.596062489
"Alabama","BUTLER",9709,0.5649,0.4314,0,0.0037,2008,20354,10856,8961,81,240,216,0.533359536,0.440257443,0.003979562,0.011791294,0.010612165,"Alabama BUTLER",0.596062489
"Alabama","BUTLER",9502,0.5354,0.4603,0.0021,0.0022,2012,20354,10856,8961,81,240,216,0.533359536,0.440257443,0.003979562,0.011791294,0.010612165,"Alabama BUTLER",0.596062489
"Alabama","BUTLER",8478,0.4121,0.4743,0.1023,0.0113,1992,20354,10856,8961,81,240,216,0.533359536,0.440257443,0.003979562,0.011791294,0.010612165,"Alabama BUTLER",0.596062489
"Alabama","BUTLER",7770,0.4314,0.4927,0.0692,0.0067,1996,20354,10856,8961,81,240,216,0.533359536,0.440257443,0.003979562,0.011791294,0.010612165,"Alabama BUTLER",0.596062489
"Alabama","BUTLER",8685,0.563154865,0.427864134,0.00898100099999993,NA,2016,20354,10856,8961,81,240,216,0.533359536,0.440257443,0.003979562,0.011791294,0.010612165,"Alabama BUTLER",0.596062489
"Alabama","BUTLER",8416,0.5916,0.4055,0,0.0029,2004,20354,10856,8961,81,240,216,0.533359536,0.440257443,0.003979562,0.011791294,0.010612165,"Alabama BUTLER",0.596062489
"Alabama","CALHOUN",47376,0.692396994,0.278558764,0.0290442420000001,NA,2016,116648,85184,23895,1000,4075,2494,0.730265414,0.204847061,0.0085728,0.034934161,0.021380564,"Alabama CALHOUN",0.800394712
"Alabama","CALHOUN",45249,0.6589,0.3333,0,0.0078,2004,116648,85184,23895,1000,4075,2494,0.730265414,0.204847061,0.0085728,0.034934161,0.021380564,"Alabama CALHOUN",0.800394712
"Alabama","CALHOUN",42800,0.4818,0.3844,0.1102,0.0235,1992,116648,85184,23895,1000,4075,2494,0.730265414,0.204847061,0.0085728,0.034934161,0.021380564,"Alabama CALHOUN",0.800394712
"Alabama","CALHOUN",46364,0.653,0.3345,0.0063,0.0061,2012,116648,85184,23895,1000,4075,2494,0.730265414,0.204847061,0.0085728,0.034934161,0.021380564,"Alabama CALHOUN",0.800394712
"Alabama","CALHOUN",49242,0.6569,0.3317,0,0.0114,2008,116648,85184,23895,1000,4075,2494,0.730265414,0.204847061,0.0085728,0.034934161,0.021380564,"Alabama CALHOUN",0.800394712
"Alabama","CALHOUN",38909,0.5733,0.4056,0.0124,0.0088,2000,116648,85184,23895,1000,4075,2494,0.730265414,0.204847061,0.0085728,0.034934161,0.021380564,"Alabama CALHOUN",0.800394712
"Alabama","CALHOUN",36911,0.49,0.426,0.0708,0.0131,1996,116648,85184,23895,1000,4075,2494,0.730265414,0.204847061,0.0085728,0.034934161,0.021380564,"Alabama CALHOUN",0.800394712
"Alabama","CHAMBERS",14629,0.5213,0.4697,0.0053,0.0037,2012,34079,19522,13738,260,152,407,0.572845447,0.403122157,0.007629332,0.004460225,0.011942839,"Alabama CHAMBERS",0.639304697
"Alabama","CHAMBERS",11834,0.5101,0.4746,0.008,0.0073,2000,34079,19522,13738,260,152,407,0.572845447,0.403122157,0.007629332,0.004460225,0.011942839,"Alabama CHAMBERS",0.639304697
"Alabama","CHAMBERS",13091,0.434,0.4536,0.109,0.0034,1992,34079,19522,13738,260,152,407,0.572845447,0.403122157,0.007629332,0.004460225,0.011942839,"Alabama CHAMBERS",0.639304697
"Alabama","CHAMBERS",14956,0.5394,0.4546,0,0.006,2008,34079,19522,13738,260,152,407,0.572845447,0.403122157,0.007629332,0.004460225,0.011942839,"Alabama CHAMBERS",0.639304697
"Alabama","CHAMBERS",13032,0.5849,0.4103,0,0.0048,2004,34079,19522,13738,260,152,407,0.572845447,0.403122157,0.007629332,0.004460225,0.011942839,"Alabama CHAMBERS",0.639304697
"Alabama","CHAMBERS",13778,0.56633764,0.418275512,0.015386848,NA,2016,34079,19522,13738,260,152,407,0.572845447,0.403122157,0.007629332,0.004460225,0.011942839,"Alabama CHAMBERS",0.639304697
"Alabama","CHAMBERS",11097,0.4242,0.497,0.0732,0.0057,1996,34079,19522,13738,260,152,407,0.572845447,0.403122157,0.007629332,0.004460225,0.011942839,"Alabama CHAMBERS",0.639304697
"Alabama","CHEROKEE",7876,0.3485,0.5361,0.1074,0.008,1992,26008,23854,1281,88,391,394,0.917179329,0.049254076,0.003383574,0.015033836,0.015149185,"Alabama CHEROKEE",0.928925958
"Alabama","CHEROKEE",9792,0.7665,0.2177,0.0081,0.0077,2012,26008,23854,1281,88,391,394,0.917179329,0.049254076,0.003383574,0.015033836,0.015149185,"Alabama CHEROKEE",0.928925958
"Alabama","CHEROKEE",8421,0.362,0.5224,0.1068,0.0089,1996,26008,23854,1281,88,391,394,0.917179329,0.049254076,0.003383574,0.015033836,0.015149185,"Alabama CHEROKEE",0.928925958
"Alabama","CHEROKEE",7823,0.531,0.447,0.0098,0.0121,2000,26008,23854,1281,88,391,394,0.917179329,0.049254076,0.003383574,0.015033836,0.015149185,"Alabama CHEROKEE",0.928925958
"Alabama","CHEROKEE",9049,0.6545,0.3359,0,0.0095,2004,26008,23854,1281,88,391,394,0.917179329,0.049254076,0.003383574,0.015033836,0.015149185,"Alabama CHEROKEE",0.928925958
"Alabama","CHEROKEE",10503,0.838712749,0.1451014,0.0161858509999999,NA,2016,26008,23854,1281,88,391,394,0.917179329,0.049254076,0.003383574,0.015033836,0.015149185,"Alabama CHEROKEE",0.928925958
"Alabama","CHEROKEE",9745,0.7489,0.2366,0,0.0145,2008,26008,23854,1281,88,391,394,0.917179329,0.049254076,0.003383574,0.015033836,0.015149185,"Alabama CHEROKEE",0.928925958
"Alabama","CHILTON",17785,0.7849,0.2066,0,0.0085,2008,43819,35289,4528,126,3350,526,0.805335585,0.10333417,0.002875465,0.076450855,0.012003925,"Alabama CHILTON",0.882586727
"Alabama","CHILTON",18255,0.825417694,0.159353602,0.015228704,NA,2016,43819,35289,4528,126,3350,526,0.805335585,0.10333417,0.002875465,0.076450855,0.012003925,"Alabama CHILTON",0.882586727
"Alabama","CHILTON",17485,0.7968,0.1943,0.0038,0.0051,2012,43819,35289,4528,126,3350,526,0.805335585,0.10333417,0.002875465,0.076450855,0.012003925,"Alabama CHILTON",0.882586727
"Alabama","CHILTON",16693,0.7685,0.2263,0,0.0052,2004,43819,35289,4528,126,3350,526,0.805335585,0.10333417,0.002875465,0.076450855,0.012003925,"Alabama CHILTON",0.882586727
"Alabama","CHILTON",14278,0.554,0.375,0.0651,0.006,1996,43819,35289,4528,126,3350,526,0.805335585,0.10333417,0.002875465,0.076450855,0.012003925,"Alabama CHILTON",0.882586727
"Alabama","CHILTON",15092,0.667,0.3184,0.0061,0.0085,2000,43819,35289,4528,126,3350,526,0.805335585,0.10333417,0.002875465,0.076450855,0.012003925,"Alabama CHILTON",0.882586727
"Alabama","CHILTON",14468,0.5617,0.3419,0.0942,0.0023,1992,43819,35289,4528,126,3350,526,0.805335585,0.10333417,0.002875465,0.076450855,0.012003925,"Alabama CHILTON",0.882586727
"Alabama","CHOCTAW",7131,0.3678,0.5713,0.0579,0.0029,1996,13395,7487,5801,0,48,59,0.558939903,0.433072042,0,0.003583427,0.004404629,"Alabama CHOCTAW",0.556436509
"Alabama","CHOCTAW",7894,0.535,0.4606,0,0.0044,2008,13395,7487,5801,0,48,59,0.558939903,0.433072042,0,0.003583427,0.004404629,"Alabama CHOCTAW",0.556436509
"Alabama","CHOCTAW",7227,0.5392,0.457,0,0.0037,2004,13395,7487,5801,0,48,59,0.558939903,0.433072042,0,0.003583427,0.004404629,"Alabama CHOCTAW",0.556436509
"Alabama","CHOCTAW",7560,0.406,0.5213,0.0647,0.0081,1992,13395,7487,5801,0,48,59,0.558939903,0.433072042,0,0.003583427,0.004404629,"Alabama CHOCTAW",0.556436509
"Alabama","CHOCTAW",7268,0.564391855,0.427765548,0.00784259700000007,NA,2016,13395,7487,5801,0,48,59,0.558939903,0.433072042,0,0.003583427,0.004404629,"Alabama CHOCTAW",0.556436509
"Alabama","CHOCTAW",7374,0.4882,0.5027,0.0045,0.0046,2000,13395,7487,5801,0,48,59,0.558939903,0.433072042,0,0.003583427,0.004404629,"Alabama CHOCTAW",0.556436509
"Alabama","CHOCTAW",7976,0.5206,0.4747,0.0024,0.0024,2012,13395,7487,5801,0,48,59,0.558939903,0.433072042,0,0.003583427,0.004404629,"Alabama CHOCTAW",0.556436509
"Alabama","CLARKE",12936,0.549551639,0.441558442,0.00888991900000008,NA,2016,25070,13376,11346,90,85,173,0.533546071,0.452572796,0.003589948,0.003390507,0.006900678,"Alabama CLARKE",0.570007342
"Alabama","CLARKE",13860,0.539,0.457,0.0016,0.0025,2012,25070,13376,11346,90,85,173,0.533546071,0.452572796,0.003589948,0.003390507,0.006900678,"Alabama CLARKE",0.570007342
"Alabama","CLARKE",11394,0.5907,0.4061,0,0.0032,2004,25070,13376,11346,90,85,173,0.533546071,0.452572796,0.003589948,0.003390507,0.006900678,"Alabama CLARKE",0.570007342
"Alabama","CLARKE",10752,0.5569,0.4352,0.0031,0.0048,2000,25070,13376,11346,90,85,173,0.533546071,0.452572796,0.003589948,0.003390507,0.006900678,"Alabama CLARKE",0.570007342
"Alabama","CLARKE",10118,0.4729,0.4775,0.0472,0.0024,1996,25070,13376,11346,90,85,173,0.533546071,0.452572796,0.003589948,0.003390507,0.006900678,"Alabama CLARKE",0.570007342
"Alabama","CLARKE",13435,0.5557,0.4402,0,0.0041,2008,25070,13376,11346,90,85,173,0.533546071,0.452572796,0.003589948,0.003390507,0.006900678,"Alabama CLARKE",0.570007342
"Alabama","CLARKE",11717,0.469,0.4287,0.0744,0.0279,1992,25070,13376,11346,90,85,173,0.533546071,0.452572796,0.003589948,0.003390507,0.006900678,"Alabama CLARKE",0.570007342
"Alabama","CLAY",5755,0.4968,0.3602,0.1133,0.0297,1992,13537,10821,1963,0,430,323,0.799364704,0.145009973,0,0.031764793,0.02386053,"Alabama CLAY",0.83338364
"Alabama","CLAY",6572,0.795800365,0.187766281,0.0164333540000001,NA,2016,13537,10821,1963,0,430,323,0.799364704,0.145009973,0,0.031764793,0.02386053,"Alabama CLAY",0.83338364
"Alabama","CLAY",5568,0.4838,0.4142,0.0966,0.0054,1996,13537,10821,1963,0,430,323,0.799364704,0.145009973,0,0.031764793,0.02386053,"Alabama CLAY",0.83338364
"Alabama","CLAY",6679,0.7212,0.2661,0.0063,0.0064,2012,13537,10821,1963,0,430,323,0.799364704,0.145009973,0,0.031764793,0.02386053,"Alabama CLAY",0.83338364
"Alabama","CLAY",6819,0.7309,0.2581,0,0.011,2008,13537,10821,1963,0,430,323,0.799364704,0.145009973,0,0.031764793,0.02386053,"Alabama CLAY",0.83338364
"Alabama","CLAY",5883,0.6322,0.3476,0.0088,0.0114,2000,13537,10821,1963,0,430,323,0.799364704,0.145009973,0,0.031764793,0.02386053,"Alabama CLAY",0.83338364
"Alabama","CLAY",6576,0.7032,0.2879,0,0.009,2004,13537,10821,1963,0,430,323,0.799364704,0.145009973,0,0.031764793,0.02386053,"Alabama CLAY",0.83338364
"Alabama","CLEBURNE",5092,0.6546,0.3268,0.0077,0.011,2000,15002,13877,442,53,345,285,0.925009999,0.029462738,0.003532862,0.022996934,0.018997467,"Alabama CLEBURNE",0.949253731
"Alabama","CLEBURNE",5237,0.4631,0.4094,0.1203,0.0073,1992,15002,13877,442,53,345,285,0.925009999,0.029462738,0.003532862,0.022996934,0.018997467,"Alabama CLEBURNE",0.949253731
"Alabama","CLEBURNE",6319,0.8343,0.1537,0.0059,0.0062,2012,15002,13877,442,53,345,285,0.925009999,0.029462738,0.003532862,0.022996934,0.018997467,"Alabama CLEBURNE",0.949253731
"Alabama","CLEBURNE",6532,0.878444581,0.104715248,0.0168401710000001,NA,2016,15002,13877,442,53,345,285,0.925009999,0.029462738,0.003532862,0.022996934,0.018997467,"Alabama CLEBURNE",0.949253731
"Alabama","CLEBURNE",5798,0.7537,0.2399,0,0.0064,2004,15002,13877,442,53,345,285,0.925009999,0.029462738,0.003532862,0.022996934,0.018997467,"Alabama CLEBURNE",0.949253731
"Alabama","CLEBURNE",4241,0.4864,0.4096,0.0908,0.0132,1996,15002,13877,442,53,345,285,0.925009999,0.029462738,0.003532862,0.022996934,0.018997467,"Alabama CLEBURNE",0.949253731
"Alabama","CLEBURNE",6492,0.8035,0.1799,0,0.0166,2008,15002,13877,442,53,345,285,0.925009999,0.029462738,0.003532862,0.022996934,0.018997467,"Alabama CLEBURNE",0.949253731
"Alabama","COFFEE",14159,0.5512,0.365,0.0736,0.0102,1996,50884,36392,8829,627,3276,1760,0.715195346,0.173512302,0.012322144,0.064381731,0.034588476,"Alabama COFFEE",0.812673956
"Alabama","COFFEE",19821,0.7399,0.2485,0.0056,0.006,2012,50884,36392,8829,627,3276,1760,0.715195346,0.173512302,0.012322144,0.064381731,0.034588476,"Alabama COFFEE",0.812673956
"Alabama","COFFEE",20128,0.7412,0.2523,0,0.0065,2008,50884,36392,8829,627,3276,1760,0.715195346,0.173512302,0.012322144,0.064381731,0.034588476,"Alabama COFFEE",0.812673956
"Alabama","COFFEE",20513,0.771462,0.204455711,0.0240822890000001,NA,2016,50884,36392,8829,627,3276,1760,0.715195346,0.173512302,0.012322144,0.064381731,0.034588476,"Alabama COFFEE",0.812673956
"Alabama","COFFEE",17616,0.739,0.2543,0,0.0066,2004,50884,36392,8829,627,3276,1760,0.715195346,0.173512302,0.012322144,0.064381731,0.034588476,"Alabama COFFEE",0.812673956
"Alabama","COFFEE",15533,0.4887,0.3719,0.1301,0.0093,1992,50884,36392,8829,627,3276,1760,0.715195346,0.173512302,0.012322144,0.064381731,0.034588476,"Alabama COFFEE",0.812673956
"Alabama","COFFEE",15434,0.6439,0.3382,0.01,0.0078,2000,50884,36392,8829,627,3276,1760,0.715195346,0.173512302,0.012322144,0.064381731,0.034588476,"Alabama COFFEE",0.812673956
"Alabama","COLBERT",24626,0.678875985,0.296272233,0.0248517820000001,NA,2016,54444,42957,8478,178,1321,1510,0.789012563,0.155719639,0.003269414,0.024263463,0.02773492,"Alabama COLBERT",0.828784888
"Alabama","COLBERT",24843,0.5933,0.3906,0,0.0161,2008,54444,42957,8478,178,1321,1510,0.789012563,0.155719639,0.003269414,0.024263463,0.02773492,"Alabama COLBERT",0.828784888
"Alabama","COLBERT",23444,0.5944,0.391,0.0086,0.006,2012,54444,42957,8478,178,1321,1510,0.789012563,0.155719639,0.003269414,0.024263463,0.02773492,"Alabama COLBERT",0.828784888
"Alabama","COLBERT",23935,0.551,0.4428,0,0.0062,2004,54444,42957,8478,178,1321,1510,0.789012563,0.155719639,0.003269414,0.024263463,0.02773492,"Alabama COLBERT",0.828784888
"Alabama","COLBERT",21532,0.4885,0.4896,0.0097,0.0122,2000,54444,42957,8478,178,1321,1510,0.789012563,0.155719639,0.003269414,0.024263463,0.02773492,"Alabama COLBERT",0.828784888
"Alabama","COLBERT",20318,0.4088,0.5033,0.0835,0.0045,1996,54444,42957,8478,178,1321,1510,0.789012563,0.155719639,0.003269414,0.024263463,0.02773492,"Alabama COLBERT",0.828784888
"Alabama","COLBERT",22439,0.3598,0.544,0.0935,0.0028,1992,54444,42957,8478,178,1321,1510,0.789012563,0.155719639,0.003269414,0.024263463,0.02773492,"Alabama COLBERT",0.828784888
"Alabama","CONECUH",6307,0.3905,0.5002,0.0875,0.0217,1992,12865,6557,5752,6,210,340,0.509677419,0.447104547,0.000466382,0.016323358,0.026428294,"Alabama CONECUH",0.573715668
"Alabama","CONECUH",5551,0.4862,0.5014,0.0063,0.0061,2000,12865,6557,5752,6,210,340,0.509677419,0.447104547,0.000466382,0.016323358,0.026428294,"Alabama CONECUH",0.573715668
"Alabama","CONECUH",6943,0.4998,0.4939,0,0.0063,2008,12865,6557,5752,6,210,340,0.509677419,0.447104547,0.000466382,0.016323358,0.026428294,"Alabama CONECUH",0.573715668
"Alabama","CONECUH",7025,0.4895,0.506,0.0021,0.0023,2012,12865,6557,5752,6,210,340,0.509677419,0.447104547,0.000466382,0.016323358,0.026428294,"Alabama CONECUH",0.573715668
"Alabama","CONECUH",5461,0.3833,0.5316,0.0815,0.0037,1996,12865,6557,5752,6,210,340,0.509677419,0.447104547,0.000466382,0.016323358,0.026428294,"Alabama CONECUH",0.573715668
"Alabama","CONECUH",6543,0.521626165,0.469050894,0.00932294099999993,NA,2016,12865,6557,5752,6,210,340,0.509677419,0.447104547,0.000466382,0.016323358,0.026428294,"Alabama CONECUH",0.573715668
"Alabama","CONECUH",6021,0.5433,0.4516,0,0.0051,2004,12865,6557,5752,6,210,340,0.509677419,0.447104547,0.000466382,0.016323358,0.026428294,"Alabama CONECUH",0.573715668
"Alabama","COOSA",5563,0.5839,0.4086,0,0.0075,2008,11027,7190,3384,0,237,216,0.652035912,0.306883105,0,0.0214927,0.019588283,"Alabama COOSA",0.654614481
"Alabama","COOSA",4567,0.5216,0.4607,0.0074,0.0103,2000,11027,7190,3384,0,237,216,0.652035912,0.306883105,0,0.0214927,0.019588283,"Alabama COOSA",0.654614481
"Alabama","COOSA",5001,0.5809,0.4109,0,0.0082,2004,11027,7190,3384,0,237,216,0.652035912,0.306883105,0,0.0214927,0.019588283,"Alabama COOSA",0.654614481
"Alabama","COOSA",5282,0.5772,0.4148,0.0036,0.0044,2012,11027,7190,3384,0,237,216,0.652035912,0.306883105,0,0.0214927,0.019588283,"Alabama COOSA",0.654614481
"Alabama","COOSA",4131,0.4166,0.5134,0.0634,0.0065,1996,11027,7190,3384,0,237,216,0.652035912,0.306883105,0,0.0214927,0.019588283,"Alabama COOSA",0.654614481
"Alabama","COOSA",5223,0.646371817,0.340800306,0.012827877,NA,2016,11027,7190,3384,0,237,216,0.652035912,0.306883105,0,0.0214927,0.019588283,"Alabama COOSA",0.654614481
"Alabama","COOSA",4798,0.4112,0.4856,0.0992,0.004,1992,11027,7190,3384,0,237,216,0.652035912,0.306883105,0,0.0214927,0.019588283,"Alabama COOSA",0.654614481
"Alabama","COVINGTON",11913,0.5066,0.3813,0.0922,0.0199,1996,37886,31577,4933,117,580,679,0.833474107,0.130206409,0.003088212,0.015309085,0.017922188,"Alabama COVINGTON",0.864932288
"Alabama","COVINGTON",15787,0.7882,0.2052,0,0.0065,2008,37886,31577,4933,117,580,679,0.833474107,0.130206409,0.003088212,0.015309085,0.017922188,"Alabama COVINGTON",0.864932288
"Alabama","COVINGTON",15439,0.7872,0.2045,0.0043,0.004,2012,37886,31577,4933,117,580,679,0.833474107,0.130206409,0.003088212,0.015309085,0.017922188,"Alabama COVINGTON",0.864932288
"Alabama","COVINGTON",13613,0.6583,0.3262,0.009,0.0065,2000,37886,31577,4933,117,580,679,0.833474107,0.130206409,0.003088212,0.015309085,0.017922188,"Alabama COVINGTON",0.864932288
"Alabama","COVINGTON",15818,0.835883171,0.15039828,0.013718549,NA,2016,37886,31577,4933,117,580,679,0.833474107,0.130206409,0.003088212,0.015309085,0.017922188,"Alabama COVINGTON",0.864932288
