office,state,year,district,redistrict_date,rep_votes,rep_candidate,rep_status,dem_votes,dem_candidate,dem_status,third_party,third_votes,third_candidate,third_status,other_votes,plurality_votes,plurality_party,pct_third,pct_rep,pct_dem
House,California,2002,District 46,20020101,"108,807","Rohrabacher, Dana",Incumbent,"60,890","Schipske, Gerrie",Challenger,N/A,N/A,N/A,N/A,"6,568","47,917",R,0,64.12,35.88
House,California,2010,District 47,20020101,"37,679","Tran, Van",Challenger,"50,832","Sanchez, Loretta",Incumbent,N/A,N/A,N/A,N/A,"7,443","13,153",D,0,42.57,57.43
House,California,2008,District 47,20020101,"31,432","Avila, Rosemarie Rosie",Challenger,"85,878","Sanchez, Loretta",Incumbent,N/A,N/A,N/A,N/A,"6,274","54,446",D,0,26.79,73.21
House,California,2006,District 47,20020101,"28,485","Nguyen, Tan D.",Challenger,"47,134","Sanchez, Loretta",Incumbent,N/A,N/A,N/A,N/A,N/A,"18,649",D,0,37.67,62.33
House,California,2004,District 47,20020101,"43,099","Coronado, Alexandria A.",Challenger,"65,684","Sanchez, Loretta",Incumbent,N/A,N/A,N/A,N/A,N/A,"22,585",D,0,39.62,60.38
House,California,2002,District 47,20020101,"24,346","Chavez, Jeff",Challenger,"42,501","Sanchez, Loretta",Incumbent,N/A,N/A,N/A,N/A,"3,331","18,155",D,0,36.42,63.58
House,California,2010,District 48,20020101,"145,481","Campbell, John",Incumbent,"88,465","Krom, Beth",Challenger,N/A,N/A,N/A,N/A,"8,773","57,016",R,0,62.19,37.81
House,California,2008,District 48,20020101,"171,658","Campbell, John",Incumbent,"125,537","Young, Steve",Challenger,N/A,N/A,N/A,N/A,"11,507","46,121",R,0,57.76,42.24
House,California,2006,District 48,20020101,"120,130","Campbell, John",Challenger,"74,647","Young, Steve",Challenger,N/A,N/A,N/A,N/A,"5,750","45,483",R,0,61.68,38.32
House,California,2004,District 48,20020101,"189,004","Cox, Charles Christopher",Incumbent,"93,525","Graham, John",Challenger,Libertarian,"8,343","Cohen, Bruce D.",Challenger,N/A,"95,479",R,2.87,66.9,33.1
House,California,2002,District 48,20020101,"122,884","Cox, Charles Christopher",Incumbent,"51,058","Graham, John",Challenger,N/A,N/A,N/A,N/A,"5,607","71,826",R,0,70.65,29.35
House,California,2010,District 49,20020101,"119,088","Issa, Darrell",Incumbent,"59,714","Katz, Howard",Challenger,N/A,N/A,N/A,N/A,"10,875","59,374",R,0,66.6,33.4
House,California,2008,District 49,20020101,"140,300","Issa, Darrell",Incumbent,"90,138","Hamilton, Robert",Challenger,N/A,N/A,N/A,N/A,"10,232","50,162",R,0,60.88,39.12
House,California,2006,District 49,20020101,"98,831","Issa, Darrell",Incumbent,"52,227","Criscenzo, Jeeni",Challenger,N/A,N/A,N/A,N/A,"5,079","46,604",R,0,65.43,34.57
House,California,2004,District 49,20020101,"141,658","Issa, Darrell",Incumbent,"79,057","Byron, Michael P.",Challenger,Libertarian,"5,751","Grossmith, Lars R.",Challenger,N/A,"62,601",R,2.54,64.18,35.82
House,California,2002,District 49,20020101,"94,594","Issa, Darrell",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"27,903","94,594",R,0,100,0
House,California,2010,District 50,20020101,"142,247","Bilbray, Brian P.",Incumbent,"97,818","Busby, Francine",Challenger,N/A,N/A,N/A,N/A,"11,575","44,429",R,0,59.25,40.75
House,California,2008,District 50,20020101,"157,502","Bilbray, Brian P.",Incumbent,"141,635","Leibham, Nick",Challenger,N/A,N/A,N/A,N/A,"14,365","15,867",R,0,52.65,47.35
House,California,2006,District 50,20020101,"118,018","Bilbray, Brian P.",Incumbent,"96,612","Busby, Francine",Challenger,N/A,N/A,N/A,N/A,"7,472","21,406",R,0,54.99,45.01
House,California,2004,District 50,20020101,"169,025","Cunningham, Randy",Incumbent,"105,590","Busby, Francine",Challenger,Green,"6,504","Waayers, Gary M.",Challenger,"3,486","63,435",R,2.29,61.55,38.45
House,California,2002,District 50,20020101,"111,095","Cunningham, Randy",Incumbent,"55,855","Stewart, Del G.",Challenger,N/A,N/A,N/A,N/A,"5,751","55,240",R,0,66.54,33.46
House,California,2010,District 51,20020101,"57,488","Popaditch, Nick",Challenger,"86,423","Filner, Bob",Incumbent,N/A,N/A,N/A,N/A,5,"28,935",D,0,39.95,60.05
House,California,2008,District 51,20020101,"49,345","Joy, David Lee",Challenger,"148,281","Filner, Bob",Incumbent,N/A,N/A,N/A,N/A,"6,199","98,936",D,0,24.97,75.03
House,California,2006,District 51,20020101,"34,931","Miles, Blake L.",Challenger,"78,114","Filner, Bob",Incumbent,N/A,N/A,N/A,N/A,"2,794","43,183",D,0,30.9,69.1
House,California,2004,District 51,20020101,"63,526","Giorgino, Michael Steven",Challenger,"111,441","Filner, Bob",Incumbent,Libertarian,"5,912","Metti, Michael S.",Challenger,N/A,"47,915",D,3.27,36.31,63.69
House,California,2002,District 51,20020101,"40,430","Garcia, Maria Guadalupe",Challenger,"59,541","Filner, Bob",Incumbent,N/A,N/A,N/A,N/A,"2,816","19,111",D,0,40.44,59.56
House,California,2010,District 52,20020101,"139,460","Hunter, Duncan L.",Incumbent,"70,870","Lutz, Ray",Challenger,N/A,N/A,N/A,N/A,"10,732","68,590",R,0,66.31,33.69
House,California,2008,District 52,20020101,"160,724","Hunter, Duncan L.",Challenger,"111,051","Lumpkin, Mike",Challenger,N/A,N/A,N/A,N/A,"13,363","49,673",R,0,59.14,40.86
House,California,2006,District 52,20020101,"123,696","Hunter, Duncan L.",Incumbent,"61,208","Rinaldi, John",Challenger,N/A,N/A,N/A,N/A,"6,465","62,488",R,0,66.9,33.1
House,California,2004,District 52,20020101,"187,799","Hunter, Duncan L.",Incumbent,"74,857","Keliher, Brian S.",Challenger,Libertarian,"8,782","Benoit, Michael",Challenger,N/A,"112,942",R,3.24,71.5,28.5
House,California,2002,District 52,20020101,"118,561","Hunter, Duncan L.",Incumbent,"43,526","Moore-Kochlacs, Peter",Challenger,N/A,N/A,N/A,N/A,"6,923","75,035",R,0,73.15,26.85
House,California,2010,District 53,20020101,"57,230","Crimmins, Michael",Challenger,"104,800","Davis, Susan A.",Incumbent,N/A,N/A,N/A,N/A,"6,298","47,570",D,0,35.32,64.68
House,California,2008,District 53,20020101,"64,658","Crimmins, Michael",Challenger,"161,315","Davis, Susan A.",Incumbent,N/A,N/A,N/A,N/A,"9,569","96,657",D,0,28.61,71.39
House,California,2006,District 53,20020101,"43,312","Woodrum, John",Challenger,"97,541","Davis, Susan A.",Incumbent,N/A,N/A,N/A,N/A,"3,534","54,229",D,0,30.75,69.25
House,California,2004,District 53,20020101,"63,897","Hunzeker, Darin S.",Challenger,"146,449","Davis, Susan A.",Incumbent,Green,"7,523","Rockwood, Lawrence P.",Challenger,"3,567","82,552",D,3.4,30.38,69.62
House,California,2002,District 53,20020101,"43,891","Vandeweghe, Bill",Challenger,"72,252","Davis, Susan A.",Incumbent,N/A,N/A,N/A,N/A,37,"28,361",D,0,37.79,62.21
House,Colorado,2010,District 1,20020101,"59,747","Fallon, Mike",Challenger,"140,073","DeGette, Diana L.",Incumbent,N/A,N/A,N/A,N/A,"7,931","80,326",D,0,29.9,70.1
House,Colorado,2008,District 1,20020101,"67,346","Lilly, George C.",Challenger,"203,756","DeGette, Diana L.",Incumbent,N/A,N/A,N/A,N/A,"12,147","136,410",D,0,24.84,75.16
House,Colorado,2006,District 1,20020101,N/A,N/A,N/A,"129,446","DeGette, Diana L.",Incumbent,N/A,N/A,N/A,N/A,"32,825","129,446",D,0,0,100
House,Colorado,2004,District 1,20020101,"58,659","Chicas, Roland",Challenger,"177,077","DeGette, Diana L.",Incumbent,American Constitution,"5,193","Lilly, George C.",Challenger,N/A,"118,418",D,2.16,24.88,75.12
House,Colorado,2002,District 1,20020101,"49,884","Chlouber, Ken",Challenger,"111,718","DeGette, Diana L.",Incumbent,N/A,N/A,N/A,N/A,"6,962","61,834",D,0,30.87,69.13
House,Colorado,2010,District 2,20020101,"98,194","Bailey, Stephen",Challenger,"148,768","Polis, Jared",Incumbent,N/A,N/A,N/A,N/A,7,"50,574",D,0,39.76,60.24
House,Colorado,2008,District 2,20020101,"116,619","Starin, Scott",Challenger,"215,602","Polis, Jared",Challenger,N/A,N/A,N/A,N/A,"12,207","98,983",D,0,35.1,64.9
House,Colorado,2006,District 2,20020101,"65,481","Mancuso, Rich",Challenger,"157,850","Udall, Mark",Incumbent,N/A,N/A,N/A,N/A,"7,976","92,369",D,0,29.32,70.68
House,Colorado,2004,District 2,20020101,"94,160","Hackman, Stephen M.",Challenger,"207,900","Udall, Mark",Incumbent,Libertarian,"7,304","Olsen, Norman T.",Challenger,N/A,"113,740",D,2.36,31.17,68.83
House,Colorado,2002,District 2,20020101,"75,564","Hume, Sandy",Challenger,"123,504","Udall, Mark",Incumbent,N/A,N/A,N/A,N/A,"6,454","47,940",D,0,37.96,62.04
House,Colorado,2010,District 3,20020101,"131,227","Tipton, Scott",Challenger,"121,114","Salazar, John T.",Incumbent,N/A,N/A,N/A,N/A,34,"10,113",R,0,52,48
House,Colorado,2008,District 3,20020101,"126,762","Wolf, Wayne",Challenger,"203,457","Salazar, John T.",Incumbent,N/A,N/A,N/A,N/A,N/A,"76,695",D,0,38.39,61.61
House,Colorado,2006,District 3,20020101,"86,930","Tipton, Scott",Challenger,"146,488","Salazar, John T.",Incumbent,N/A,N/A,N/A,N/A,"4,440","59,558",D,0,37.24,62.76
House,Colorado,2004,District 3,20020101,"141,376","Walcher, Greg",Challenger,"153,500","Salazar, John T.",Challenger,No Party Affiliation,"8,770","Krug, Jim",Challenger,N/A,"12,124",D,2.89,47.94,52.06
House,Colorado,2002,District 3,20020101,"143,433","McInnis, Scott",Incumbent,"68,160","Berckefeldt, Denis",Challenger,N/A,N/A,N/A,N/A,"6,379","75,273",R,0,67.79,32.21
House,Colorado,2010,District 4,20020101,"138,634","Gardner, Cory",Challenger,"109,249","Markey, Betsy",Incumbent,N/A,N/A,N/A,N/A,"16,298","29,385",R,0,55.93,44.07
House,Colorado,2008,District 4,20020101,"146,030","Musgrave, Marilyn",Incumbent,"187,348","Markey, Betsy",Challenger,N/A,N/A,N/A,N/A,N/A,"41,318",D,0,43.8,56.2
House,Colorado,2006,District 4,20020101,"109,732","Musgrave, Marilyn",Incumbent,"103,748","Paccione, Angie",Challenger,N/A,N/A,N/A,N/A,"27,133","5,984",R,0,51.4,48.6
House,Colorado,2004,District 4,20020101,"155,958","Musgrave, Marilyn",Incumbent,"136,812","Matsunaka, Stan",Challenger,Green,"12,739","Kinsey, Robert A.",Challenger,N/A,"19,146",R,4.17,53.27,46.73
House,Colorado,2002,District 4,20020101,"115,359","Musgrave, Marilyn",Challenger,"87,499","Matsunaka, Stan",Challenger,N/A,N/A,N/A,N/A,"7,097","27,860",R,0,56.87,43.13
House,Colorado,2010,District 5,20020101,"152,829","Lamborn, Doug",Incumbent,"68,039","Bradley, Kevin",Challenger,N/A,N/A,N/A,N/A,"11,566","84,790",R,0,69.19,30.81
House,Colorado,2008,District 5,20020101,"183,179","Lamborn, Doug",Incumbent,"113,027","Bidlack, Hal",Challenger,N/A,N/A,N/A,N/A,"8,939","70,152",R,0,61.84,38.16
House,Colorado,2006,District 5,20020101,"123,264","Lamborn, Doug",Challenger,"83,431","Fawcett, Jay",Challenger,N/A,N/A,N/A,N/A,61,"39,833",R,0,59.64,40.36
House,Colorado,2004,District 5,20020101,"193,333","Hefley, Joel",Incumbent,"74,098","Hardee, Fred D.",Challenger,Libertarian,"6,627","Roberts, Arthur",Challenger,N/A,"119,235",R,2.42,72.29,27.71
House,Colorado,2002,District 5,20020101,"128,118","Hefley, Joel",Incumbent,"45,587","Imrie, Curtis",Challenger,N/A,N/A,N/A,N/A,"10,972","82,531",R,0,73.76,26.24
House,Colorado,2010,District 6,20020101,"217,400","Coffman, Mike",Incumbent,"104,159","Flerlage, John",Challenger,N/A,N/A,N/A,N/A,7,"113,241",R,0,67.61,32.39
House,Colorado,2008,District 6,20020101,"250,877","Coffman, Mike",Challenger,"162,641","Eng, Hank",Challenger,N/A,N/A,N/A,N/A,N/A,"88,236",R,0,60.67,39.33
House,Colorado,2006,District 6,20020101,"158,806","Tancredo, Tom",Incumbent,"108,007","Winter, Bill",Challenger,N/A,N/A,N/A,N/A,"4,118","50,799",R,0,59.52,40.48
House,Colorado,2004,District 6,20020101,"212,778","Tancredo, Tom",Incumbent,"139,870","Conti, Joanna",Challenger,Libertarian,"3,857","Woehr, Jack J.",Challenger,"1,236","72,908",R,1.08,60.34,39.66
House,Colorado,2002,District 6,20020101,"158,851","Tancredo, Tom",Incumbent,"71,327","Wright, Lance",Challenger,N/A,N/A,N/A,N/A,"7,323","87,524",R,0,69.01,30.99
House,Colorado,2010,District 7,20020101,"88,026","Frazier, Ryan",Challenger,"112,667","Perlmutter, Ed",Incumbent,N/A,N/A,N/A,N/A,"10,117","24,641",D,0,43.86,56.14
House,Colorado,2008,District 7,20020101,"100,057","Lerew, John W.",Challenger,"173,937","Perlmutter, Ed",Incumbent,N/A,N/A,N/A,N/A,N/A,"73,880",D,0,36.52,63.48
House,Colorado,2006,District 7,20020101,"79,571","O'Donnell, Rick",Challenger,"103,918","Perlmutter, Ed",Challenger,N/A,N/A,N/A,N/A,"5,683","24,347",D,0,43.37,56.63
House,Colorado,2004,District 7,20020101,"135,571","Beauprez, Bob",Incumbent,"106,026","Thomas, Dave",Challenger,American Constitution,"6,167","Harkins, Clyde Joseph",Challenger,N/A,"29,545",R,2.49,56.11,43.89
House,Colorado,2002,District 7,20020101,"81,789","Beauprez, Bob",Challenger,"81,668","Feeley, Mike",Challenger,N/A,N/A,N/A,N/A,"9,422",121,R,0,50.04,49.96
House,Connecticut,2010,District 1,20020101,"84,076","Brickley, Ann",Challenger,"138,440","Larson, John B.",Incumbent,N/A,N/A,N/A,N/A,"3,522","54,364",D,0,37.78,62.22
House,Connecticut,2008,District 1,20020101,"76,860","Visconti, Joe",Challenger,"211,493","Larson, John B.",Incumbent,N/A,N/A,N/A,N/A,"7,204","134,633",D,0,26.65,73.35
House,Connecticut,2006,District 1,20020101,"53,010","MacLean, Scott",Challenger,"154,539","Larson, John B.",Incumbent,N/A,N/A,N/A,N/A,43,"101,529",D,0,25.54,74.46
House,Connecticut,2004,District 1,20020101,"73,601","Halstead, John M.",Challenger,"198,802","Larson, John B.",Incumbent,N/A,N/A,N/A,N/A,N/A,"125,201",D,0,27.02,72.98
House,Connecticut,2002,District 1,20020101,"66,968","Steele, Phil",Challenger,"134,698","Larson, John B.",Challenger,N/A,N/A,N/A,N/A,22,"67,730",D,0,33.21,66.79
House,Connecticut,2010,District 2,20020101,"95,671","Peckinpaugh, Janet",Challenger,"147,748","Courtney, Joe",Incumbent,N/A,N/A,N/A,N/A,"3,390","52,077",D,0,39.3,60.7
House,Connecticut,2008,District 2,20020101,"104,574","Sullivan, Sean",Challenger,"212,148","Courtney, Joe",Incumbent,N/A,N/A,N/A,N/A,"6,319","107,574",D,0,33.02,66.98
House,Connecticut,2006,District 2,20020101,"121,165","Simmons, Rob",Incumbent,"121,248","Courtney, Joe",Challenger,N/A,N/A,N/A,N/A,N/A,83,D,0,49.98,50.02
House,Connecticut,2004,District 2,20020101,"166,412","Simmons, Rob",Incumbent,"140,536","Sullivan, Jim M.",Challenger,Write-in,130,"Lyon, David R.",Challenger,N/A,"25,876",R,0.04,54.22,45.78
House,Connecticut,2002,District 2,20020101,"117,434","Simmons, Rob",Incumbent,"99,674","Courtney, Joe",Challenger,N/A,N/A,N/A,N/A,N/A,"17,760",R,0,54.09,45.91
House,Connecticut,2010,District 3,20020101,"74,107","Labriola, Jerry Jr.",Challenger,"143,565","DeLauro, Rosa L.",Incumbent,N/A,N/A,N/A,N/A,"2,989","69,458",D,0,34.05,65.95
House,Connecticut,2008,District 3,20020101,"58,583","Itshaky, Bo",Challenger,"230,172","DeLauro, Rosa L.",Incumbent,N/A,N/A,N/A,N/A,"8,613","171,589",D,0,20.29,79.71
House,Connecticut,2006,District 3,20020101,"44,386","Vollano, Joseph",Challenger,"150,436","DeLauro, Rosa L.",Incumbent,N/A,N/A,N/A,N/A,"3,089","106,050",D,0,22.78,77.22
House,Connecticut,2004,District 3,20020101,"69,160","Elser, Richter",Challenger,"200,638","DeLauro, Rosa L.",Incumbent,Green,"7,182","Ferrucci, Ralph A.",Challenger,N/A,"131,478",D,2.59,25.63,74.37
House,Connecticut,2002,District 3,20020101,"54,757","Elser, Richter",Challenger,"121,557","DeLauro, Rosa L.",Challenger,N/A,N/A,N/A,N/A,"9,050","66,800",D,0,31.06,68.94
House,Connecticut,2010,District 4,20020101,"102,030","Debicella, Dan",Challenger,"115,351","Himes, Jim",Incumbent,N/A,N/A,N/A,N/A,10,"13,321",D,0,46.94,53.06
House,Connecticut,2008,District 4,20020101,"146,854","Shays, Christopher",Incumbent,"158,475","Himes, Jim",Challenger,N/A,N/A,N/A,N/A,"3,447","11,621",D,0,48.1,51.9
House,Connecticut,2006,District 4,20020101,"106,510","Shays, Christopher",Incumbent,"99,450","Farrell, Diane G.",Challenger,N/A,N/A,N/A,N/A,"3,059","7,060",R,0,51.71,48.29
House,Connecticut,2004,District 4,20020101,"152,493","Shays, Christopher",Incumbent,"138,333","Farrell, Diane G.",Challenger,Write-in,4,"Vassar, Carl E.",Challenger,N/A,"14,160",R,0,52.43,47.57
House,Connecticut,2002,District 4,20020101,"113,197","Shays, Christopher",Incumbent,"62,491","Sanchez, Stephanie H.",Challenger,N/A,N/A,N/A,N/A,7,"50,706",R,0,64.43,35.57
House,Connecticut,2010,District 5,20020101,"104,402","Caligiuri, Sam S.F.",Challenger,"122,879","Murphy, Christopher S.",Incumbent,N/A,N/A,N/A,N/A,22,"18,477",D,0,45.94,54.06
House,Connecticut,2008,District 5,20020101,"117,914","Cappiello, David J.",Challenger,"179,327","Murphy, Christopher S.",Incumbent,N/A,N/A,N/A,N/A,"5,416","61,413",D,0,39.67,60.33
House,Connecticut,2006,District 5,20020101,"94,824","Johnson, Nancy L.",Incumbent,"122,980","Murphy, Christopher S.",Challenger,N/A,N/A,N/A,N/A,N/A,"28,156",D,0,43.54,56.46
House,Connecticut,2004,District 5,20020101,"168,268","Johnson, Nancy L.",Incumbent,"107,438","Gerratana, Theresa Bielinski",Challenger,Working Families,"3,196","Ramirez, Fernando",Challenger,"2,545","60,830",R,1.14,61.03,38.97
House,Connecticut,2002,District 5,20020101,"113,626","Johnson, Nancy L.",Incumbent,"90,616","Maloney, James H.",Incumbent,N/A,N/A,N/A,N/A,"5,212","23,010",R,0,55.63,44.37
House,Florida,2010,District 1,20020101,"170,821","Miller, Jeff",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"42,705","170,821",R,0,100,0
House,Florida,2008,District 1,20020101,"232,559","Miller, Jeff",Incumbent,"98,797","Bryan, James",Challenger,N/A,N/A,N/A,N/A,N/A,"133,762",R,0,70.18,29.82
House,Florida,2006,District 1,20020101,"135,786","Miller, Jeff",Incumbent,"62,340","Roberts, Joe",Challenger,N/A,N/A,N/A,N/A,N/A,"73,446",R,0,68.54,31.46
House,Florida,2004,District 1,20020101,"236,604","Miller, Jeff",Incumbent,"72,506","Coutu, Mark S.",Challenger,N/A,N/A,N/A,N/A,N/A,"164,098",R,0,76.54,23.46
House,Florida,2002,District 1,20020101,"152,635","Miller, Jeff",Incumbent,"51,972","Oram, Bert",Challenger,N/A,N/A,N/A,N/A,19,"100,663",R,0,74.6,25.4
House,Florida,2010,District 2,20020101,"136,371","Southerland, Steve",Challenger,"105,211","Boyd, F. Allen Jr.",Incumbent,N/A,N/A,N/A,N/A,"12,856","31,160",R,0,56.45,43.55
House,Florida,2008,District 2,20020101,"133,404","Mulligan, Mark",Challenger,"216,804","Boyd, F. Allen Jr.",Incumbent,N/A,N/A,N/A,N/A,159,"83,400",D,0,38.09,61.91
House,Florida,2006,District 2,20020101,N/A,N/A,N/A,Unopposed,"Boyd, F. Allen Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,0,0,100
House,Florida,2004,District 2,20020101,"125,399","Kilmer, Bev",Challenger,"201,577","Boyd, F. Allen Jr.",Incumbent,Write-in,11,"Frederick, Thomas A.",Challenger,N/A,"76,178",D,0,38.35,61.65
House,Florida,2002,District 2,20020101,"75,275","McGurk, Tom",Challenger,"152,164","Boyd, F. Allen Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,"76,889",D,0,33.1,66.9
House,Florida,2010,District 3,20020101,"50,932","Yost, Michael",Challenger,"94,744","Brown, Corrine",Incumbent,N/A,N/A,N/A,N/A,"4,625","43,812",D,0,34.96,65.04
House,Florida,2008,District 3,20020101,N/A,N/A,N/A,Unopposed,"Brown, Corrine",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,0,0,100
House,Florida,2006,District 3,20020101,N/A,N/A,N/A,Unopposed,"Brown, Corrine",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,0,0,100
House,Florida,2004,District 3,20020101,N/A,N/A,N/A,"172,833","Brown, Corrine",Incumbent,Write-in,"1,323","Brown, Johnny M.",Challenger,N/A,"171,510",D,0.76,0,100
House,Florida,2002,District 3,20020101,"60,747","Carroll, Jennifer S.",Challenger,"88,462","Brown, Corrine",Incumbent,N/A,N/A,N/A,N/A,4,"27,715",D,0,40.71,59.29
House,Florida,2010,District 4,20020101,"178,238","Crenshaw, Ander",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"52,607","178,238",R,0,100,0
House,Florida,2008,District 4,20020101,"224,112","Crenshaw, Ander",Incumbent,"119,330","McGovern, Jay",Challenger,N/A,N/A,N/A,N/A,N/A,"104,782",R,0,65.25,34.75
House,Florida,2006,District 4,20020101,"141,759","Crenshaw, Ander",Incumbent,"61,704","Harms, Robert J.",Challenger,N/A,N/A,N/A,N/A,16,"80,055",R,0,69.67,30.33
House,Florida,2004,District 4,20020101,"256,157","Crenshaw, Ander",Incumbent,N/A,N/A,N/A,Write-in,"1,170","Grayson, Richard",Challenger,N/A,"254,987",R,0.45,100,0
House,Florida,2002,District 4,20020101,"171,152","Crenshaw, Ander",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,509,"171,152",R,0,100,0
House,Florida,2010,District 5,20020101,"208,815","Nugent, Richard B.",Challenger,"100,858","Piccillo, James",Challenger,N/A,N/A,N/A,N/A,N/A,"107,957",R,0,67.43,32.57
House,Florida,2008,District 5,20020101,"265,186","Brown-Waite, Virginia",Incumbent,"168,446","Russell, John",Challenger,N/A,N/A,N/A,N/A,N/A,"96,740",R,0,61.15,38.85
House,Florida,2006,District 5,20020101,"162,421","Brown-Waite, Virginia",Incumbent,"108,959","Russell, John",Challenger,N/A,N/A,N/A,N/A,N/A,"53,462",R,0,59.85,40.15
House,Florida,2004,District 5,20020101,"240,315","Brown-Waite, Virginia",Incumbent,"124,140","Whittel, Robert G.",Challenger,Write-in,33,"Werder, H. David",Challenger,N/A,"116,175",R,0.01,65.94,34.06
House,Florida,2002,District 5,20020101,"121,998","Brown-Waite, Virginia",Challenger,"117,758","Thurman, Karen L.",Incumbent,N/A,N/A,N/A,N/A,"14,915","4,240",R,0,50.88,49.12
House,Florida,2010,District 6,20020101,"179,349","Stearns, Clifford B.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"71,632","179,349",R,0,100,0
House,Florida,2008,District 6,20020101,"228,302","Stearns, Clifford B.",Incumbent,"146,655","Cunha, Tim",Challenger,N/A,N/A,N/A,N/A,N/A,"81,647",R,0,60.89,39.11
House,Florida,2006,District 6,20020101,"136,601","Stearns, Clifford B.",Incumbent,"91,528","Bruderly, David E.",Challenger,N/A,N/A,N/A,N/A,N/A,"45,073",R,0,59.88,40.12
House,Florida,2004,District 6,20020101,"211,137","Stearns, Clifford B.",Incumbent,"116,680","Bruderly, David E.",Challenger,Write-in,36,"O'Brien, Newell",Challenger,N/A,"94,457",R,0.01,64.41,35.59
House,Florida,2002,District 6,20020101,"141,570","Stearns, Clifford B.",Incumbent,"75,046","Bruderly, David E.",Challenger,N/A,N/A,N/A,N/A,N/A,"66,524",R,0,65.36,34.64
House,Florida,2010,District 7,20020101,"185,470","Mica, John L.",Incumbent,"83,206","Beaven, Heather",Challenger,N/A,N/A,N/A,N/A,N/A,"102,264",R,0,69.03,30.97
House,Florida,2008,District 7,20020101,"238,721","Mica, John L.",Incumbent,"146,292","Armitage, Faye",Challenger,N/A,N/A,N/A,N/A,N/A,"92,429",R,0,62,38
House,Florida,2006,District 7,20020101,"149,656","Mica, John L.",Incumbent,"87,584","Chagnon, John F.",Challenger,N/A,N/A,N/A,N/A,N/A,"62,072",R,0,63.08,36.92
House,Florida,2004,District 7,20020101,N/A,"Mica, John L.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,0,0,0
House,Florida,2002,District 7,20020101,"142,147","Mica, John L.",Incumbent,"96,444","Hogan, Wayne",Challenger,N/A,N/A,N/A,N/A,N/A,"45,703",R,0,59.58,40.42
House,Florida,2010,District 8,20020101,"123,586","Webster, Daniel A.",Challenger,"84,167","Grayson, Alan",Incumbent,N/A,N/A,N/A,N/A,"12,491","39,419",R,0,59.49,40.51
House,Florida,2008,District 8,20020101,"159,490","Keller, Ric",Incumbent,"172,854","Grayson, Alan",Challenger,N/A,N/A,N/A,N/A,N/A,"13,364",D,0,47.99,52.01
House,Florida,2006,District 8,20020101,"95,258","Keller, Ric",Incumbent,"82,526","Stuart, Charlie",Challenger,N/A,N/A,N/A,N/A,"2,660","12,732",R,0,53.58,46.42
House,Florida,2004,District 8,20020101,"172,232","Keller, Ric",Incumbent,"112,343","Murray, Stephen T.",Challenger,N/A,N/A,N/A,N/A,N/A,"59,889",R,0,60.52,39.48
House,Florida,2002,District 8,20020101,"123,497","Keller, Ric",Incumbent,"66,099","Diaz, Eddie",Challenger,N/A,N/A,N/A,N/A,N/A,"57,398",R,0,65.14,34.86
House,Florida,2010,District 9,20020101,"165,433","Bilirakis, Gus Michael",Incumbent,"66,158","DePalma, Anita R.",Challenger,N/A,N/A,N/A,N/A,N/A,"99,275",R,0,71.43,28.57
House,Florida,2008,District 9,20020101,"216,591","Bilirakis, Gus Michael",Incumbent,"126,346","Mitchell, Bill",Challenger,N/A,N/A,N/A,N/A,"5,441","90,245",R,0,63.16,36.84
House,Florida,2006,District 9,20020101,"123,016","Bilirakis, Gus Michael",Challenger,"96,978","Busansky, Phyllis",Challenger,N/A,N/A,N/A,N/A,19,"26,038",R,0,55.92,44.08
House,Florida,2004,District 9,20020101,"284,035","Bilirakis, Michael",Incumbent,N/A,N/A,N/A,Write-in,243,"Pasayan, Andrew G.",Challenger,N/A,"283,792",R,0.09,100,0
House,Florida,2002,District 9,20020101,"169,369","Bilirakis, Michael",Incumbent,"67,623","Kalogianis, Chuck",Challenger,N/A,N/A,N/A,N/A,16,"101,746",R,0,71.47,28.53
House,Florida,2010,District 10,20020101,"137,943","Young, C.W. Bill",Incumbent,"71,313","Justice, Charlie",Challenger,N/A,N/A,N/A,N/A,N/A,"66,630",R,0,65.92,34.08
House,Florida,2008,District 10,20020101,"182,781","Young, C.W. Bill",Incumbent,"118,430","Hackworth, Bob",Challenger,N/A,N/A,N/A,N/A,9,"64,351",R,0,60.68,39.32
House,Florida,2006,District 10,20020101,"131,488","Young, C.W. Bill",Incumbent,"67,950","Simpson, Samm",Challenger,N/A,N/A,N/A,N/A,7,"63,538",R,0,65.93,34.07
House,Florida,2004,District 10,20020101,"207,175","Young, C.W. Bill",Incumbent,"91,658","Derry, Robert D.",Challenger,N/A,N/A,N/A,N/A,N/A,"115,517",R,0,69.33,30.67
